city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Beijing,National Aquatics Center (Water Cube),B000A80ZU6,"The Olympic swimming competition venue, a unique membrane structure building, now serves as the Ice Cube Ice Sports Center.",City Landmark,,39.992834,116.390397,4.7,09:00,18:00,,0.0,1.5,30
Beijing,Beihai Park,B000A80UL1,"One of China's oldest surviving imperial gardens, with the White Pagoda as its iconic structure.",Historical and Cultural,,39.928775,116.391802,4.9,06:00,21:00,Monday,1.0,2.5,20
Beijing,Beijing Dashilan,B000A84KJP,"A commercial district with over 500 years of history, preserving the traditional hutong style of old Beijing and its commercial culture.",Historical and Cultural,,39.895715,116.395042,4.8,Open 24 Hours,Open 24 Hours,,0.0,1.5,0
Beijing,Guozijian Street,BZDCPW025K,"The street where China's ancient highest educational institution was located, featuring well-preserved traditional architecture and a rich cultural atmosphere.",Historical and Cultural,,39.947000,116.419000,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Beijing,Monument to the People's Heroes,B000A7B211,"The Monument to the People's Heroes standing at the center of Tiananmen Square, a sacred memorial structure commemorating revolutionary martyrs.",Historical and Cultural,,39.904632,116.397691,4.8,Open 24 Hours,Open 24 Hours,,0.0,1.5,0
Beijing,Nanluoguxiang,B0FFFAH7I9,"A famous hutong commercial street in Beijing, featuring unique shops and local delicacies, offering an experience of traditional courtyard culture.",Historical and Cultural,,39.937182,116.402394,4.8,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Beijing,Old Summer Palace Ruins Park,B000A16E89,"The ruins of a Qing Dynasty imperial garden, a historical witness to the 'Garden of Gardens,' and a patriotic education base.",Historical and Cultural,,40.008759,116.300960,4.9,06:00,21:00,,1.5,3.0,10
Beijing,National Stadium (Bird's Nest),B000A7GWO5,"The main stadium of the 2008 Olympics, a masterpiece of modern architectural art and a symbol of the Olympic spirit.",City Landmark,,39.993330,116.395784,4.9,09:00,19:00,,0.5,2.0,50
Beijing,Yangmeizhu Xiejie,B0FFH6JM2W,"A distinctive artsy hutong in Beijing, gathering creative shops and cafes, offering an experience of old Beijing hutong culture.",Historical and Cultural,,39.895280,116.390844,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Beijing,Beijing Zoo,B000A87IUX,"One of the earliest zoos opened in China, renowned for its giant pandas and other rare animals.",Leisure Experience,,39.942105,116.336701,4.8,07:30,18:00,,2.0,3.5,10
Beijing,Deyunshe Guangde Building,B0FFGIT64K,"A famous venue for crosstalk performances in Beijing, housed in a traditional theater building, offering an authentic crosstalk cultural experience.",Historical and Cultural,,39.895856,116.395000,4.8,09:00,22:00,,1.5,3.0,150
Beijing,Wudaoying Hutong,B0FFGQA57E,"A cultural and leisure street in Beijing, featuring creative shops, cafes, and specialty restaurants.",Leisure Experience,,39.947899,116.411707,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Beijing,Ming Tombs - Changling,B000A7W45X,"The largest mausoleum in the Ming Dynasty imperial tomb complex, the tomb of Emperor Yongle (Zhu Di).",Historical and Cultural,,40.300235,116.248804,4.7,08:30,18:00,,1.0,2.5,50
Beijing,Capital Museum,B000A76B0A,"A comprehensive exhibition of Beijing's history and culture, a modern museum with a rich collection of cultural relics.",Historical and Cultural,,39.906412,116.342067,4.8,09:00,17:00,Monday,1.5,3.0,0
Beijing,798 Art District,,"An internationally renowned contemporary art district, a creative cultural park transformed from former industrial factories.",Art Exhibition,,39.984456,116.503789,4.5,10:00,18:00,,2.0,3.5,0
Beijing,Shichahai,B000A7O5PK,"A historic and cultural district in Beijing, blending hutong scenery with lakeside views, with enchanting night scenes.",Historical and Cultural,,39.941893,116.385121,4.9,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Beijing,Beijing Olympic Park,B0I13APEW5,"The main venue area of the 2008 Olympics, home to iconic structures such as the Bird's Nest and the Water Cube.",City Landmark,,40.009926,116.393096,4.9,06:30,22:00,,1.5,3.0,0
Beijing,Summer Palace,B000A7O1CU,"A model of ancient Chinese imperial gardens, a UNESCO World Heritage Site centered around Kunming Lake and Longevity Hill.",Historical and Cultural,,39.999617,116.275179,4.9,06:00,20:00,,2.5,4.0,30
