city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Quanzhou,Anping Bridge,B0FFI1NIYG,"The longest ancient beam-style stone bridge in China, renowned as 'No bridge under heaven is longer than this one,' an ancient engineering marvel.",Historical and Cultural,,24.707569,118.448945,4.7,09:00,18:00,,1.0,2.5,0.0
Quanzhou,Tianhou Temple,B02530063E,"An important Mazu worship site along China's southeastern coast, featuring ancient and elegant architecture with thriving incense offerings.",Historical and Cultural,,24.895235,118.588755,4.8,07:00,18:00,,0.3,1.8,4.0
Quanzhou,Tianhou Temple - Deji Gate Ruins,B025302UXO,"Ruins of an ancient city gate from the Song and Yuan dynasties, witnessing the historical development of Quanzhou and holding high archaeological value.",Historical and Cultural,,24.894531,118.588435,4.6,Open 24 Hours,Open 24 Hours,,0.3,1.3,0.0
Quanzhou,Deji Gate Ruins,B025302UXO,"Remains of the southern city gate from the Song and Yuan dynasties, bearing witness to the historical changes of Quanzhou.",Historical and Cultural,,24.894531,118.588435,4.6,Open 24 Hours,Open 24 Hours,,0.0,1.5,0.0
Quanzhou,Shishi Golden Coast,B0FFFSMZ0T,"A coastal destination with an extensive shoreline and seaside boardwalk, a premium seaside leisure spot near Quanzhou.",Natural Scenery,,24.673685,118.707192,4.7,Open 24 Hours,Open 24 Hours,,2.0,3.5,0.0
Quanzhou,West Lake Park,B025302YEH,"The largest comprehensive park in Quanzhou's urban area, featuring picturesque lakes and mountains, ideal for leisurely strolls.",Natural Scenery,,24.929148,118.581605,4.8,06:00,21:00,,1.5,3.0,0.0
Quanzhou,Cai Family Ancient Residential Complex,B02530S403,"A quintessential example of Minnan red-brick mansions, a masterpiece of overseas Chinese architectural art from the Qing Dynasty.",Historical and Cultural,,24.813513,118.413917,4.0,09:00,17:00,,1.5,3.0,8.0
Quanzhou,China Fujian-Taiwan Kinship Museum,B025302I2Q,"Showcasing the historical and cultural ties between Fujian and Taiwan, offering insights into the development of cross-strait exchanges.",Historical and Cultural,,24.934989,118.589887,4.7,09:00,17:00,Monday,1.0,2.5,0.0
Quanzhou,Quanzhou Kaiyuan Temple,B0253016EC,"The largest Buddhist temple in Fujian Province, with the famous East and West Twin Pagodas serving as landmarks of ancient Quanzhou.",Historical and Cultural,,24.914168,118.585519,4.8,06:30,17:30,,1.0,2.5,2.0
Quanzhou,Quanzhou West Street,B0FFGTJM32,"The most historically rich ancient street in Quanzhou, preserving Minnan architectural styles and teeming with local delicacies and snacks.",Historical and Cultural,,24.913284,118.585013,4.5,Open 24 Hours,Open 24 Hours,,1.5,3.0,0.0
Quanzhou,Zhenwu Temple,B02530Q0Q3,"A seaside Taoist temple dedicated to Zhenwu Dadi, an excellent spot for sea-viewing and blessings, with beautiful coastal scenery.",Historical and Cultural,,24.879593,118.621028,4.6,06:00,17:30,,0.5,2.0,0.0
Quanzhou,Donghai Bay,B02530QAZ9,"A modern seaside leisure area in Quanzhou, perfect for walking, relaxing, and enjoying ocean views.",Leisure Experience,,24.870162,118.656082,3.2,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Quanzhou,Qingjing Ancient Temple,B025302UY3,"One of the oldest surviving Islamic mosques in China, reflecting the multicultural integration characteristic of Quanzhou.",Historical and Cultural,,24.902682,118.591483,4.3,09:00,17:30,,0.3,1.8,0.0
Quanzhou,Quanzhou Xiaoxicheng,B0FFJ8O79U,"A popular cultural and creative park blending traditional architecture with modern creative elements, a must-visit for photo enthusiasts.",Leisure Experience,,24.913247,118.588758,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Quanzhou,Goldfish Alley,B0FFH5345S,"Well-preserved alleys of traditional Minnan residences, showcasing the vibrant lifestyle of Quanzhou's ancient city.",Historical and Cultural,,24.905838,118.587959,4.5,Open 24 Hours,Open 24 Hours,,0.0,1.5,0.0
Quanzhou,Tonghuai Guanyue Temple,B02530QZPL,"The most popular folk belief site in Quanzhou, dedicated to Guan Gong and Yue Fei, featuring exquisite architectural carvings.",Historical and Cultural,,24.901753,118.592796,4.8,05:30,18:30,,0.0,1.5,0.0
