origin,destination,distance_meters,duration_minutes,cost
"34.751860,113.666451","34.788263,113.672097",5710,9,23
"34.751860,113.666451","34.739600,113.546720",15430,23,57
"34.751860,113.666451","34.769955,113.726322",8160,12,30
"34.751860,113.666451","34.903629,113.676636",23660,35,90
"34.751860,113.666451","34.723400,113.632600",6200,9,24
"34.751860,113.666451","34.761890,113.687708",3140,5,15
"34.751860,113.666451","34.755497,113.671988",910,11,0
"34.751860,113.666451","34.473496,112.952063",101270,152,401
"34.751860,113.666451","34.920000,113.630000",26590,40,102
"34.751860,113.666451","34.751785,113.667704",160,5,0
"34.751860,113.666451","34.749629,113.667658",380,5,0
"34.751860,113.666451","34.749142,113.667796",460,5,0
"34.751860,113.666451","34.754815,113.662798",660,8,0
"34.751860,113.666451","34.755287,113.669676",670,8,0
"34.751860,113.666451","34.754667,113.662403",680,8,0
"34.751860,113.666451","34.756286,113.668080",720,9,0
"34.751860,113.666451","34.747498,113.663838",760,9,0
"34.751860,113.666451","34.756777,113.666316",770,9,0
"34.751860,113.666451","34.786308,113.672932",5430,8,22
"34.751860,113.666451","34.786292,113.671079",5390,8,22
"34.751860,113.666451","34.786256,113.671176",5390,8,22
"34.751860,113.666451","34.786608,113.670287",5430,8,22
"34.751860,113.666451","34.785268,113.668041",5200,8,21
"34.751860,113.666451","34.784879,113.666814",5140,8,21
"34.751860,113.666451","34.783597,113.675687",5080,8,21
"34.751860,113.666451","34.793421,113.677088",6610,10,25
"34.751860,113.666451","34.784943,113.679565",5420,8,22
"34.751860,113.666451","34.792621,113.678848",6540,10,25
"34.751860,113.666451","34.756848,113.666241",780,9,0
"34.751860,113.666451","34.740996,113.539988",16260,24,61
"34.751860,113.666451","34.739770,113.537534",16600,25,62
"34.751860,113.666451","34.740659,113.537609",16570,25,62
"34.751860,113.666451","34.739579,113.561973",13500,20,50
"34.751860,113.666451","34.739995,113.562140",13470,20,49
"34.751860,113.666451","34.739800,113.563173",13340,20,49
"34.751860,113.666451","34.740377,113.563327",13310,20,49
"34.751860,113.666451","34.769787,113.726419",8160,12,30
"34.751860,113.666451","34.770905,113.727350",8330,13,31
"34.751860,113.666451","34.771075,113.727225",8330,12,31
"34.751860,113.666451","34.770914,113.727493",8350,13,31
