restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Red Mom Seafood Restaurant,Quanzhou,24.912722,118.587884,100.0,Chinese Restaurant;Seafood Restaurant,10:00,24:00,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.3
Bafanglin Quanzhou Cuisine Restaurant (West Street Branch),Quanzhou,24.912134,118.588839,75.0,Chinese Restaurant;Chinese Restaurant,11:00,21:30,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.7
Chunge Teppanyaki (West Street Branch),Quanzhou,24.912167,118.590318,100.0,Chinese Restaurant;Chinese Restaurant,12:00,02:30,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.6
Xiang Xiao Er Chinese Restaurant,Quanzhou,24.913062,118.590721,59.0,Food Service Related;Food Service Related,10:00,23:00,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.3
West Street Zeng's Traditional Noodle Soup (West Street Main Branch),Quanzhou,24.912310,118.590529,10.0,Chinese Restaurant;Chinese Restaurant,06:00,23:00,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.0
Bangke Hám-khàk Restaurant (Qixu Bell Tower Branch),Quanzhou,24.912602,118.591247,303.0,Foreign Restaurant;Foreign Restaurant,11:00,22:00,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.6
Roadside Stall Fast Food Restaurant (Quanzhou North Gate Tourism Shopping Street Branch),Quanzhou,24.914241,118.591900,100.0,Chinese Restaurant;Chinese Restaurant,07:00,21:00,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.3
Mi Li Food Stall (Minnan Cuisine),Quanzhou,24.910288,118.591036,72.0,Chinese Restaurant;Chinese Restaurant,10:00,01:00,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.2
Kangtai Restaurant,Quanzhou,24.911298,118.592645,84.0,Chinese Restaurant;台湾菜,10:00,22:30,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.4
Haoke Steak (Quanzhou East Street Clock Tower Restaurant),Quanzhou,24.912041,118.593041,45.0,Foreign Restaurant;Western Restaurant,10:30,22:00,Quanfuzhou Xiaoxicheng,"118.588758,24.913247",24.913247,118.588758,4.3
Lina Life Western and Chinese Music Restaurant (Quanzhou Main Branch),Quanzhou,24.894490,118.588141,100.0,Fast Food Restaurant;Fast Food Restaurant,10:00,22:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.1
Victory Restaurant,Quanzhou,24.894445,118.587585,38.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.3
Self-Select Fast Food Restaurant,Quanzhou,24.897184,118.590875,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,3.4
Wanjia Restaurant,Quanzhou,24.895030,118.593372,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,3.8
Auspicious Restaurant (Dengfu Street Branch),Quanzhou,24.891104,118.592805,50.0,Chinese Restaurant;Chinese Restaurant,10:30,22:30,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.5
Zhen Hao Xia Self-Service Weighing Fast Food Restaurant (Dayang Branch),Quanzhou,24.895851,118.594983,33.0,Food Service Related;Food Service Related,10:00,22:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.2
Yi He Garden Vegetarian Buffet Restaurant,Quanzhou,24.900897,118.592886,29.0,Chinese Restaurant;Chinese Restaurant|生活服务;生活服务场所;生活服务场所,17:00,20:30,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.6
Hao Cheng Cai Steakhouse (Tumen Main Store),Quanzhou,24.901835,118.591758,100.0,Foreign Restaurant;牛扒店(扒房),10:00,20:30,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.3
Xinjiang Rehe Cuisine Restaurant (Quanzhou Branch),Quanzhou,24.897409,118.596286,36.0,Food Service Related;Food Service Related,11:30,02:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.5
Minnan Flavor Restaurant (Qipan Garden Branch),Quanzhou,24.900000,118.594903,59.0,Chinese Restaurant;Fujian Cuisine,10:30,24:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.2
