origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Changsha,Guangzhou,2025-11-12,CSX,Huanghua Airport,CAN,Baiyun International Airport,2025-11-12 18:10:00,2025-11-12 19:55:00,105,MF4773,Xiamen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,602,1,170
Changsha,Guangzhou,2025-11-12,CSX,Huanghua Airport,CAN,Baiyun International Airport,2025-11-12 18:10:00,2025-11-12 19:55:00,105,CZ5591,China Southern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,300,1,167
Changsha,Guangzhou,2025-11-12,CSX,Huanghua Airport,CAN,Baiyun International Airport,2025-11-12 12:10:00,2025-11-12 13:40:00,90,MF4228,Xiamen Airlines,Economy Class,Sufficient,C919,Medium Aircraft,COMAC,722,1,171
Changsha,Guangzhou,2025-11-12,CSX,Huanghua Airport,CAN,Baiyun International Airport,2025-11-12 12:10:00,2025-11-12 13:40:00,90,CZ3379,China Southern Airlines,Economy Class,Sufficient,C919,Medium Aircraft,COMAC,340,1,168
Changsha,Guangzhou,2025-11-12,CSX,Huanghua Airport,CAN,Baiyun International Airport,2025-11-12 08:05:00,2025-11-12 09:50:00,105,CZ3387,China Southern Airlines,Economy Class,Sufficient,C919,Medium Aircraft,COMAC,300,1,166
Changsha,Guangzhou,2025-11-12,CSX,Huanghua Airport,SWA,Chaoshan Airport,2025-11-12 17:05:00,2025-11-12 18:35:00,90,BK3133,Okay Airways,Economy Class,Sufficient,737,Medium Aircraft,Boeing,780,1,173
Changsha,Guangzhou,2025-11-12,SWA,Chaoshan Airport,CAN,Baiyun International Airport,2025-11-12 21:20:00,2025-11-12 22:35:00,75,CZ3891,China Southern Airlines,Economy Class,Sufficient,C909,Medium Aircraft,Airbus,780,2,173
Changsha,Guangzhou,2025-11-12,CSX,Huanghua Airport,CAN,Baiyun International Airport,2025-11-12 08:05:00,2025-11-12 09:50:00,105,MF4234,Xiamen Airlines,Economy Class,Sufficient,C919,Medium Aircraft,COMAC,483,1,169
Guangzhou,Changsha,2025-11-16,CAN,Baiyun International Airport,CSX,Huanghua Airport,2025-11-16 14:50:00,2025-11-16 16:25:00,95,MF4235,Xiamen Airlines,Economy Class,Sufficient,C919,Medium Aircraft,COMAC,662,1,181
Guangzhou,Changsha,2025-11-16,CAN,Baiyun International Airport,FOC,Changle International Airport,2025-11-16 18:15:00,2025-11-16 19:50:00,95,MF8326,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1657,1,184
Guangzhou,Changsha,2025-11-16,FOC,Changle International Airport,CSX,Huanghua Airport,2025-11-16 21:40:00,2025-11-16 23:20:00,100,MF8627,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1657,2,184
Guangzhou,Changsha,2025-11-16,CAN,Baiyun International Airport,CSX,Huanghua Airport,2025-11-16 21:00:00,2025-11-16 22:35:00,95,CZ6043,China Southern Airlines,Economy Class,Sufficient,787,Large Aircraft,Boeing,600,1,178
Guangzhou,Changsha,2025-11-16,CAN,Baiyun International Airport,CSX,Huanghua Airport,2025-11-16 21:00:00,2025-11-16 22:35:00,95,MF4885,Xiamen Airlines,Economy Class,Sufficient,787,Large Aircraft,Boeing,602,1,179
Guangzhou,Changsha,2025-11-16,CAN,Baiyun International Airport,CSX,Huanghua Airport,2025-11-16 14:50:00,2025-11-16 16:25:00,95,CZ3388,China Southern Airlines,Economy Class,Sufficient,C919,Medium Aircraft,COMAC,660,1,180
Guangzhou,Changsha,2025-11-16,CAN,Baiyun International Airport,KMG,Changshui Airport,2025-11-16 07:50:00,2025-11-16 10:25:00,155,HU7207,Hainan Airlines,Economy Class,Sufficient,320NEO,Medium Aircraft,Airbus,498,1,182
Guangzhou,Changsha,2025-11-16,KMG,Changshui Airport,CSX,Huanghua Airport,2025-11-16 16:30:00,2025-11-16 18:30:00,120,HU7642,Hainan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,498,2,182
