restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Wentong Ice Room (Parkland Store),Dalian,38.917672,121.630530,41.0,Cold Beverage Shop;Cold Beverage Shop,10:30,21:00,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.7
Big Tree Restaurant (Parkland Branch),Dalian,38.917691,121.630150,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.6
Xinjiang Erzihua Restaurant (Jinhua Street Branch),Dalian,38.915330,121.629402,85.0,Chinese Restaurant;Chinese Restaurant,11:30,21:00,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.2
Amore Pizza (Parkview Green Branch),Dalian,38.917817,121.629352,80.0,Foreign Restaurant;Western Restaurant,11:30,20:30,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.2
Hang Xiaodian Dim Sum & Scallion Oil Noodles (Parkland Store),Dalian,38.917896,121.629365,65.0,Chinese Restaurant;Zhejiang Cuisine,09:30,21:30,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.8
Jiahewu Fashion Restaurant (Jinhua Street Branch),Dalian,38.915142,121.629056,28.0,Fast Food Restaurant;Fast Food Restaurant,09:00,21:00,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.4
Shunhexiang Halal Garden Restaurant (Dalian Parkview Green Branch),Dalian,38.918042,121.629067,92.0,Chinese Restaurant;Halal Restaurant,10:30,21:00,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.6
ABURI Flame-Grilled Sushi (Parkland Store),Dalian,38.918134,121.629134,105.0,Foreign Restaurant;Japanese Cuisine,09:30,21:30,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.4
Thousand Day Celebration Tea Restaurant (Parkview Green Branch),Dalian,38.918074,121.628955,59.0,Fast Food Restaurant;Tea Restaurant,10:30,21:00,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.4
Unlimited Shrimp Enjoyment Fengguang Street Branch,Dalian,38.914657,121.628668,100.0,Chinese Restaurant;Chinese Restaurant,16:00,21:00,Qingniwa Bridge Commercial District,"121.631086,38.916526",38.916526,121.631086,4.7
Fishing Love Seafood Restaurant,Dalian,39.078632,122.004641,121.0,Chinese Restaurant;Seafood Restaurant,09:00,00:30,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.8
Golden Pebble Beach Luneng Hilton · Culinary All-Day Dining Restaurant,Dalian,39.075001,121.997921,244.0,Foreign Restaurant;Japanese Cuisine,06:30,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,4.2
Golden Pebble Beach Seafood Food Stall No. 12 Restaurant,Dalian,39.080485,122.012637,72.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,4.3
Qingyuan Restaurant (Blue Bay Branch),Dalian,39.087721,122.012230,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.6
Food Dodo Restaurant (Food Dodo Dining),Dalian,39.088915,122.014309,100.0,Chinese Restaurant;Chinese Restaurant,10:00,22:45,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.5
Jinshitan No. 13 Seafood Food Stall Restaurant (Temporarily Closed),Dalian,39.080383,122.012676,48.0,Food Service Related;Food Service Related,10:00,24:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.9
Tianchi Restaurant (Heishi Reef Street),Dalian,38.872667,121.556567,23.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.4
Lvda Impression · Dalian Local Cuisine Restaurant (Xinghai Branch),Dalian,38.874363,121.558179,100.0,Chinese Restaurant;Seafood Restaurant,10:30,21:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.6
Xian·All-Day Premium Dining Restaurant (Fuli Court Branch),Dalian,38.876408,121.557763,100.0,Foreign Restaurant;Western Restaurant,11:00,21:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.5
Sun & Moon Little Fishing Village (Xinghai Square Branch),Dalian,38.878291,121.563753,88.0,Chinese Restaurant;Seafood Restaurant,09:00,21:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.8
Elegant Restaurant,Dalian,38.877662,121.555835,43.0,Chinese Restaurant;东北菜,09:00,22:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.2
Dalian COASTAL Waterfront Western Restaurant · Ocean Western Restaurant,Dalian,38.877325,121.571997,171.0,Foreign Restaurant;Foreign Restaurant,11:00,22:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.5
Mongolian Culture Themed Restaurant (Haiyun Garden Branch),Dalian,38.880874,121.567668,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,3.5
Dongbei University of Finance and Economics Second Restaurant,Dalian,38.879365,121.550837,13.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.3
Dongbei University of Finance and Economics Central Restaurant,Dalian,38.881291,121.554077,100.0,Food Service Related;Food Service Related,09:00,22:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.5
COASTAL Waterfront Restaurant,Dalian,38.879472,121.572577,100.0,体育休闲服务场所;体育休闲服务场所,11:00,21:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.1
Daren Crown Time Chinese Restaurant (Friendship Mall Branch),Dalian,38.922800,121.645427,116.0,Chinese Restaurant;Chinese Restaurant,11:00,20:30,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.3
Encounter Music Bar,Dalian,38.921410,121.646174,100.0,Entertainment Venue;Bar,11:00,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.3
Tsim Sha Tsui Tea Restaurant · Peach Blossom Land (Friendship Mall Branch),Dalian,38.922682,121.645763,40.0,Fast Food Restaurant;Fast Food Restaurant,09:30,20:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.1
Flower Moments (New Star International Center Branch),Dalian,38.919444,121.642699,114.0,Food Service Related;Food Service Related,10:00,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.7
Bai Le Hui Restaurant (Dalian COSCO Shipping Building Branch),Dalian,38.919655,121.641943,25.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,3.7
Huimei Pavilion Chinese Restaurant,Dalian,38.920062,121.640715,98.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,3.9
Hidden Alley Restaurant,Dalian,38.924468,121.645262,69.0,Chinese Restaurant;东北菜,10:30,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,3.9
Atour Hotel Dalian Zhongshan Square Branch - Chinese Restaurant,Dalian,38.924384,121.645614,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,3.0
Aloft Hotel (Gathering Joy Restaurant),Dalian,38.921338,121.647952,95.0,Food Service Related;Food Service Related,17:30,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.3
Zhenghuangqi Seafood Barbecue Food Stall (Yan’an Road Main Store),Dalian,38.918305,121.643875,201.0,Chinese Restaurant;Chinese Restaurant,11:00,24:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.7
Xinghai Fast Food Noodle House (Second Medical University Hospital Branch),Dalian,38.881466,121.569550,224.0,Chinese Restaurant;Chinese Restaurant,06:00,20:00,Xinghai Park,"121.568075,38.877811",38.877811,121.568075,4.1
Snail Restaurant,Dalian,38.879791,121.573800,130.0,Chinese Restaurant;Chinese Restaurant,10:30,22:00,Xinghai Park,"121.568075,38.877811",38.877811,121.568075,4.3
Dalian Bofen Western Restaurant,Dalian,38.879440,121.574390,100.0,Food Service Related;Food Service Related,09:00,22:00,Xinghai Park,"121.568075,38.877811",38.877811,121.568075,3.8
Bin Yu (Fuhua Villa Branch),Dalian,38.887058,121.566183,100.0,Casual Dining;Casual Dining,08:30,24:00,Xinghai Park,"121.568075,38.877811",38.877811,121.568075,4.2
Whole Grain Seafood House,Dalian,39.091653,122.016233,80.0,Chinese Restaurant;Seafood Restaurant,17:00,21:30,Dalian Jinshitan Life Mystery Museum,"122.009081,39.088910",39.088910,122.009081,4.1
Susan Western Restaurant,Dalian,39.092618,122.016947,51.0,Foreign Restaurant;Western Restaurant,07:00,21:30,Dalian Jinshitan Life Mystery Museum,"122.009081,39.088910",39.088910,122.009081,4.8
Hongfu Yuan Seafood Restaurant (Jinshitan Branch),Dalian,39.098542,122.015995,71.0,Chinese Restaurant;Seafood Restaurant,10:00,22:30,Dalian Jinshitan Life Mystery Museum,"122.009081,39.088910",39.088910,122.009081,4.4
Fisherman’s Ode Seafood Flavor (Qingshi Road Branch),Dalian,39.098865,122.016364,100.0,Chinese Restaurant;Seafood Restaurant,10:00,22:00,Dalian Jinshitan Life Mystery Museum,"122.009081,39.088910",39.088910,122.009081,4.2
Homemade Fishing Boat Seafood (Wanda Jinshi Tiancheng Store),Dalian,39.098600,122.026001,100.0,Chinese Restaurant;Seafood Restaurant,08:00,06:00,Dalian Jinshitan Life Mystery Museum,"122.009081,39.088910",39.088910,122.009081,3.7
Xinshengguang Fast Food Restaurant,Dalian,38.921149,121.638236,100.0,Fast Food Restaurant;Fast Food Restaurant,10:30,20:00,Youhao Square,"121.639586,38.920234",38.920234,121.639586,3.3
Sea City Tower Gourmet Garden,Dalian,38.921772,121.637560,100.0,Chinese Restaurant;Chinese Restaurant,09:30,20:00,Youhao Square,"121.639586,38.920234",38.920234,121.639586,3.7
Zhongyuan Seafood Restaurant (Dalian's Own Small Shop),Dalian,38.917995,121.637535,88.0,Chinese Restaurant;Chinese Restaurant,11:30,23:30,Youhao Square,"121.639586,38.920234",38.920234,121.639586,4.8
TSINGTAO FLOWER Western Restaurant (Kaisa Plaza Branch),Dalian,38.922827,121.638090,100.0,Foreign Restaurant;Western Restaurant,11:00,21:00,Youhao Square,"121.639586,38.920234",38.920234,121.639586,4.1
