city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Guangzhou,Millennium Ancient Path Ruins,B00140T1AY,The underground archaeological site on Beijing Road showcases the historical evolution of Guangzhou's thousand-year-old commercial district.,Historical and Cultural,,23.124873,113.268844,4.6,Open 24 Hours,Open 24 Hours,,0.0,1.5,0
Guangzhou,Sacred Heart Cathedral of Guangzhou,B00140UHIZ,"The most magnificent twin-spired Gothic stone Catholic church in China, known as the 'Oriental Notre-Dame de Paris.'",Historical and Cultural,,23.114589,113.260262,4.8,09:00,11:00,Monday,0.5,2.0,0
Guangzhou,Guangzhou Museum (Zhenhai Tower Exhibition Area),B00140T14E,"The Zhenhai Tower located within Yuexiu Park displays over 2,000 years of Guangzhou's urban development history.",Historical and Cultural,,23.137723,113.265698,4.7,09:00,17:00,Monday,0.5,2.0,10
Guangzhou,Chen Clan Ancestral Hall (Guangdong Folk Art Museum),B00140B59N,"A representative work of Lingnan architectural art from the Qing Dynasty, incorporating wood carving, brick carving, and ceramic sculpture.",Historical and Cultural,,23.126999,113.245409,4.6,09:00,17:30,Tuesday,1.0,2.5,10
Guangzhou,Grandview Mall,B00140TFHO,"A large integrated shopping and entertainment center featuring multiple restaurants, cinemas, and entertainment facilities.",Leisure Experience,,23.132145,113.327019,4.8,10:00,22:00,,1.5,3.0,0
Guangzhou,Chen Clan Ancestral Hall,B00140H88E,"A treasure of Lingnan architectural art from the Qing Dynasty, home to the Guangdong Folk Art Museum.",Historical and Cultural,,23.126692,113.245158,4.7,09:00,17:30,Monday,1.0,2.5,10
Guangzhou,Shangxiajiu Pedestrian Street,B00140TXAL,"Guangzhou's most distinctive arcade-style commercial street, a hub for traditional Cantonese cuisine.",Historical and Cultural,,23.114228,113.246895,4.6,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Guangzhou,Flower City Square,B00140WGV9,"A large urban square on Guangzhou's new city axis, serving as the core landscape area of the CBD.",City Landmark,,23.120498,113.324593,4.8,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Guangzhou,Lychee Bay,B00141PT14,"Ancient waterway scenery, showcasing Lingnan water town charm where traditional architecture harmoniously coexists with the modern city.",Natural Scenery,,23.116029,113.236659,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Guangzhou,Xiguan Folk Customs Museum,B00141RDAK,A typical Xiguan mansion-style building that exhibits traditional Xiguan folk culture and lifestyle.,Historical and Cultural,,23.119581,113.236027,4.5,08:30,17:30,Monday,0.0,1.5,5
