restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Shanxi Beijing Office Restaurant,Beijing,39.927321,116.393306,100.0,Food Service Related;Food Service Related,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,3.9
Jinfu Hotel Restaurant,Beijing,39.927334,116.393352,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,3.4
Eatalia Carpe Diem Italian Restaurant,Beijing,39.933060,116.395723,169.0,Foreign Restaurant;Italian Restaurant,11:00,22:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.5
Neighbor's Delight Restaurant,Beijing,39.934005,116.388577,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,3.6
Longhong Restaurant,Beijing,39.933970,116.388425,34.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.3
Wangchun Food Court,Beijing,39.927349,116.400152,100.0,Chinese Restaurant;Chinese Restaurant,17:00,20:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.3
Ancient Bronze Courtyard Copper Pot Hotpot · Halal (Di'anmen Branch),Beijing,39.934360,116.396446,85.0,Chinese Restaurant;Halal Restaurant|Chinese Restaurant;Hot Pot,11:00,22:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.7
Courtyard (Dianmen Branch),Beijing,39.933384,116.384409,97.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.4
Camellia Girl Yunnan Restaurant (Di'anmen Branch),Beijing,39.935500,116.396060,67.0,Chinese Restaurant;云贵菜,10:00,22:30,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.6
Chengdu Beijing Office Restaurant (Shudu Hotel Branch),Beijing,39.925170,116.400666,100.0,Food Service Related;Food Service Related,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.4
