origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Hangzhou,Shaoxing,2025-11-12,XHH,Hangzhou South Station,HGH,Hangzhou East Station,2025-11-12 16:59:00,2025-11-12 17:09:00,10,D3292,Electric Multiple Unit,Second Class Seat,2,30.0,1,165
Hangzhou,Shaoxing,2025-11-12,HGH,Hangzhou East Station,SLH,Shaoxing North Station,2025-11-12 17:47:00,2025-11-12 18:06:00,19,G7533,High-Speed Train,Second Class Seat,3,30.0,2,165
Hangzhou,Shaoxing,2025-11-12,HZH,Hangzhou Station,SOH,Shaoxing Station,2025-11-12 13:06:00,2025-11-12 14:11:00,65,K211,Regular Train,Hard Seat,3,12.5,1,158
Hangzhou,Shaoxing,2025-11-12,HGH,Hangzhou East Station,SLH,Shaoxing North Station,2025-11-12 07:30:00,2025-11-12 07:49:00,19,D3307,Electric Multiple Unit,Second Class Seat,3,16.0,1,143
Hangzhou,Shaoxing,2025-11-12,HGH,Hangzhou East Station,SLH,Shaoxing North Station,2025-11-12 06:30:00,2025-11-12 06:48:00,18,G7711,High-Speed Train,Second Class Seat,1,16.0,1,138
Hangzhou,Shaoxing,2025-11-12,HZH,Hangzhou Station,BDH,Shangyu Station,2025-11-12 13:44:00,2025-11-12 15:06:00,82,K165,Regular Train,Hard Seat,3,23.5,1,168
Hangzhou,Shaoxing,2025-11-12,BDH,Shangyu Station,SOH,Shaoxing Station,2025-11-12 15:37:00,2025-11-12 15:57:00,20,C636,Intercity Train,Second Class Seat,3,23.5,2,168
Hangzhou,Shaoxing,2025-11-12,HGH,Hangzhou East Station,EVH,Linping South Station,2025-11-12 06:46:00,2025-11-12 06:56:00,10,G7556,High-Speed Train,Second Class Seat,2,32.0,1,164
Hangzhou,Shaoxing,2025-11-12,EVH,Linping South Station,SLH,Shaoxing North Station,2025-11-12 07:26:00,2025-11-12 07:58:00,32,D3145,Electric Multiple Unit,Second Class Seat,1,32.0,2,164
Hangzhou,Shaoxing,2025-11-12,HGH,Hangzhou East Station,SLH,Shaoxing North Station,2025-11-12 16:13:00,2025-11-12 16:32:00,19,D381,Electric Multiple Unit,Second Class Seat,2,16.0,1,145
