city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Beijing,Beijing Empark Xiangshan Business Hotel,"No. 59, Beizhenghuangqi",39.991396,116.202953,2010,5,606,4.8,,Free Parking;Swimming Pool
Beijing,Jinjiang Inn Beijing Wangfujing Pedestrian Street Hotel,"No. 75, Dengshikou Street",39.918908,116.412248,2020,2,530,4.6,Jinjiang Inn,SPA Service;Gym;TV Casting
Beijing,Radisson Hotel Beijing Daxing Airport,"Building 4, Courtyard 2, Yuanjing West Second Road",39.525658,116.413190,2024,5,466,4.7,,SPA Service;Gym;Robot Service
Beijing,Atour Hotel Beijing Guomao Chaoyang Joy City,"No. 57, Ganluyuan, Chaoyang District, Beijing",39.918994,116.513625,2021,4,570,4.8,Atour Hotel,SPA Service;Swimming Pool;Washer and Dryer
Beijing,Home Inn Selected Beijing Universal Resort Songzhuang,"Building 3, Courtyard 3, Xiaobao Village South, Tongzhou District, Beijing, Home Inn Selected Hotel",39.943503,116.723803,2022,3,290,4.8,Home Inn,Robot Service;Washer and Dryer
Beijing,Hilton Garden Inn Beijing West Railway Station,"No. 2, South Road of West Station, Fengtai District, Beijing",39.888859,116.321479,2022,4,688,4.4,Hilton,SPA Service;Gym;Washer and Dryer;TV Casting
Beijing,Home Inn · Neo - Beijing Chang'an Street Beijing Station,"No. 1, West Street, Dongcheng District, Beijing",39.905582,116.426321,2019,2,335,4.7,Home Inn,Robot Service;Swimming Pool;Washer and Dryer;TV Casting
Beijing,Beijing Harry Potter Origami Homestay,"Tongzhou District, Beijing, Free Build Phase III - Free Build Phase III (Please contact the landlord for detailed address)",39.875934,116.697119,2020,3,258,4.9,,Robot Service;Washer and Dryer
Beijing,Yitel Premium Hotel - Beijing Jianguomen,"Heyi Zhishang Hotel (Beijing Jianguomen Branch), Jianhua South Road, Jianwai Subdistrict, Chaoyang District, Beijing",39.907091,116.443966,2020,4,576,4.6,,Gym;TV Casting
Beijing,Ji Hotel Beijing Qianmen Courtyard,"No. 33, Beilucao Garden Alley, Dongcheng District, Beijing",39.894600,116.407000,2019,3,630,4.7,Ji Hotel,SPA Service;Free Parking;Robot Service;TV Casting
Beijing,Hilton Beijing Wangfujing Hotel,"No. 8, Wangfujing East Street, near Macau Center and Peninsula Beijing",39.914538,116.413536,2009,5,1437,4.6,Hilton,Free Parking;Washer and Dryer
Beijing,Jinjiang Inn (Beijing Station Guangqumen Inner Subway Station),"No. 1, East District, Donghuashi North, (Intersection of Donghuashi Street and Baiqiao Street)",39.898026,116.438324,2015,2,232,4.6,Jinjiang Inn,Swimming Pool;Washer and Dryer;TV Casting
Beijing,Beijing CITIC Jinling Hotel,"No. Jia 1, Xiyu, Dahua Mountain Town, near Pinggu Xiyu Water Park",40.311076,117.101383,2012,5,709,4.7,,SPA Service;Swimming Pool;Washer and Dryer;TV Casting
Beijing,Qiuguo Hotel Express (Beijing Beiqijia Wendu Shuicheng),"Building 1, Building 8, Courtyard 10, Hongfu, Beiqijia Town",40.100075,116.366817,2021,3,236,4.6,,SPA Service;Robot Service;Swimming Pool;TV Casting
Beijing,Beijing Marriott Hotel Changping Ludao Port,"No. 29, Nankou Road, Chengnan Subdistrict",40.232499,116.188641,2018,5,833,4.6,Marriott,SPA Service;Washer and Dryer;TV Casting
Beijing,Beijing New World Hotel,"No. 1, Chongwenmen West Street, near Chongwenmen Subway Station",39.901455,116.416885,2008,4,519,4.7,,Free Parking;Robot Service;TV Casting
Beijing,Meipeng Light Luxury Hotel (Beijing Fatou Subway Station),"No. 285, Fatuo Road, Building 19, Chaoyang District, Beijing",39.857450,116.514365,2024,4,322,4.8,,Washer and Dryer;TV Casting
