origin,destination,distance_meters,duration_minutes,cost
"31.227636,121.498369","31.236700,121.495962",1450,17,0
"31.227636,121.498369","31.233510,121.505366",1310,16,0
"31.227636,121.498369","31.184338,121.494740",6760,10,26
"31.227636,121.498369","31.191164,121.436099",10050,15,36
"31.227636,121.498369","31.214156,121.444314",7500,11,28
"31.227636,121.498369","31.229167,121.451944",6180,9,24
"31.227636,121.498369","31.234415,121.507221",1580,19,0
"31.227636,121.498369","31.238115,121.496310",1650,20,0
"31.227636,121.498369","31.223433,121.473582",3360,5,16
"31.227636,121.498369","31.227591,121.497309",140,5,0
"31.227636,121.498369","31.227300,121.497666",110,5,0
"31.227636,121.498369","31.227219,121.497657",110,5,0
"31.227636,121.498369","31.227327,121.497532",120,5,0
"31.227636,121.498369","31.226455,121.498458",180,5,0
"31.227636,121.498369","31.226065,121.497799",260,5,0
"31.227636,121.498369","31.225721,121.498254",300,5,0
"31.227636,121.498369","31.226183,121.500038",320,5,0
"31.227636,121.498369","31.226125,121.500094",330,5,0
"31.227636,121.498369","31.225600,121.501144",490,6,0
"31.227636,121.498369","31.140558,121.660583",25500,38,98
"31.227636,121.498369","31.139951,121.660858",25590,38,98
"31.227636,121.498369","31.140050,121.661448",25640,38,98
"31.227636,121.498369","31.135460,121.666152",26560,40,102
"31.227636,121.498369","31.133844,121.659198",25920,39,99
"31.227636,121.498369","31.239881,121.499750",1920,23,0
"31.227636,121.498369","31.237186,121.499997",1500,18,0
"31.227636,121.498369","31.236939,121.499084",1450,17,0
"31.227636,121.498369","31.236698,121.499532",1420,17,0
"31.227636,121.498369","31.236524,121.498143",1380,17,0
"31.227636,121.498369","31.233622,121.505391",1320,16,0
"31.227636,121.498369","31.233463,121.505183",1280,15,0
"31.227636,121.498369","31.233748,121.505390",1330,16,0
"31.227636,121.498369","31.233502,121.504997",1270,15,0
"31.227636,121.498369","31.233773,121.505003",1300,16,0
"31.227636,121.498369","31.233410,121.505860",1340,16,0
"31.227636,121.498369","31.233024,121.503627",1090,13,0
"31.227636,121.498369","31.235095,121.505881",1530,18,0
"31.227636,121.498369","31.235278,121.505340",1510,18,0
"31.227636,121.498369","31.235458,121.505189",1520,18,0
"31.227636,121.498369","31.235556,121.496892",1250,15,0
"31.227636,121.498369","31.235980,121.497764",1300,16,0
"31.227636,121.498369","31.235611,121.498066",1240,15,0
"31.227636,121.498369","31.236125,121.498523",1320,16,0
"31.227636,121.498369","31.235445,121.498176",1220,15,0
