city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Zhengzhou,Zhengzhou Confucian Temple,B01730ISHP,"The ancient architectural complex from the Ming and Qing dynasties, now part of the Zhengzhou Museum Confucian Temple section, showcasing ancient educational culture.",Historical and Cultural,,34.748659,113.688345,4.6,09:00,17:00,Monday,1.0,2.5,0
Zhengzhou,David Plaza Shopping Center,B0IB2CT0E0,"A renowned comprehensive shopping center in Zhengzhou, offering a wide range of brands and integrated shopping and dining experiences.",Leisure Experience,,34.758202,113.666031,4.7,10:00,22:00,,1.5,3.0,0
Zhengzhou,Ruyi Lake Scenic Area,B01730J4AI,"The central scenic lake of the CBD in Zhengdong New District, famous for its nighttime light shows.",City Landmark,,34.772895,113.724204,4.8,14:00,22:00,,1.0,2.5,0
Zhengzhou,Yellow River Museum,B01730K030,A specialized museum fully showcasing the history and culture of Yellow River management.,Historical and Cultural,,34.871840,113.677764,4.6,09:00,17:00,Monday,1.0,2.5,0
Zhengzhou,Beilong Lake Wetland Park,,"An ecological wetland park in Zhengdong New District, featuring beautiful surroundings, ideal for leisure walks and sightseeing.",Natural Scenery,,34.812300,113.789100,4.4,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Zhengzhou,Zhengzhou Yellow River Cultural Park,B01730839D,"A large cultural theme park on the southern bank of the Yellow River, offering elevated views of the river and an immersive experience of Yellow River culture.",Historical and Cultural,,34.953667,113.512589,4.5,06:30,21:00,,1.5,3.0,45
Zhengzhou,Erqi Square,B01730IES4,"A landmark square in downtown Zhengzhou, with the Erqi Memorial Tower as an iconic architectural symbol of the city.",City Landmark,,34.751860,113.666451,4.9,09:00,17:00,,1.0,2.5,0
Zhengzhou,Henan Museum,B01730HZRE,"One of China's first national first-class museums, showcasing the finest of Central Plains culture with an extensive collection.",Historical and Cultural,,34.788263,113.672097,4.9,09:00,17:00,Monday,2.0,3.5,0
Zhengzhou,Zhengzhou Museum New Hall,B0FFKCGLHK,A modernly designed comprehensive museum featuring cultural exhibitions focused on Zhengzhou's local history and culture.,Historical and Cultural,,34.739600,113.546720,4.7,09:00,17:00,Monday,1.0,2.5,0
Zhengzhou,Zhengzhou Shang Dynasty Ruins,B01731907V,"The ruins of the Shang Dynasty capital from 3600 years ago, the earliest existing ancient city walls in China.",Historical and Cultural,,34.755497,113.671988,4.4,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
