restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Buzike Restaurant,Xiamen,24.445557,118.069775,74.0,Chinese Restaurant;Chinese Restaurant,10:30,23:30,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.9,Must-Eat Top 10;Private Room
Gulangyu Longtou Fish Ball Shop (One and Only),Xiamen,24.444990,118.070245,15.0,Food Service Related;Food Service Related,08:30,20:30,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.4,Birthday Package
Upstairs Restaurant,Xiamen,24.445150,118.070721,100.0,Chinese Restaurant;Chinese Restaurant,10:30,22:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.6,Waiting Area
True Love Pier Snacks (Longtou Road Branch),Xiamen,24.444813,118.070582,136.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.3,Outdoor Seating
Lin Sixi Minnan Family Cuisine (Gulangyu Branch),Xiamen,24.444973,118.070923,100.0,Chinese Restaurant;Fujian Cuisine,17:00,21:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.6,Birthday Package
Xiaomin Satay Noodles,Xiamen,24.445354,118.071331,19.0,Food Service Related;Food Service Related,08:00,20:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.3,Birthday Package;Online Queue
Fuxing Restaurant,Xiamen,24.444853,118.071253,133.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.7,Outdoor Seating
Music Seafood Restaurant,Xiamen,24.443658,118.069567,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,3.6,Online Queue
Ocean Seafood Restaurant · Feng Taste Xiamen Cuisine (Gulangyu Flagship),Xiamen,24.443972,118.071379,28.0,Chinese Restaurant;Seafood Restaurant,10:30,21:30,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.4,Must-Eat Top 10;Private Room
Shen Family Minnan Rice Noodles,Xiamen,24.443839,118.071394,16.0,Chinese Restaurant;Chinese Restaurant,07:30,22:00,Longtou Road Snack Street,"118.070021,24.445423",24.445423,118.070021,4.7,Outdoor Seating;Online Queue
Huang Family Garden Restaurant,Xiamen,24.440881,118.069643,101.0,Food Service Related;Food Service Related,16:30,20:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.2,Must-Eat Top 10
Liu Yue Garden Chinese Restaurant (Gulangyu Branch),Xiamen,24.440870,118.066559,64.0,Chinese Restaurant;Chinese Restaurant|Cold Beverage Shop;Cold Beverage Shop,11:00,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.3,Must-Eat Top 10
Cat Island Owner Fun Restaurant,Xiamen,24.442736,118.068569,59.0,Chinese Restaurant;Chinese Restaurant,07:00,23:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.8,Birthday Package
Old Xiamen Seafood Restaurant (Gulangyu Branch),Xiamen,24.442886,118.070977,100.0,Chinese Restaurant;Seafood Restaurant,09:00,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.3,Waiting Area
Miss Zhao's Shop (Gulangyu Concert Hall Branch),Xiamen,24.443387,118.071405,100.0,糕饼店;糕饼店,09:30,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.4,Birthday Package
Mr. Sea Monster Western Restaurant (Gulangyu Food Landmark),Xiamen,24.442379,118.072770,78.0,Cafe;Cafe,10:30,21:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,4.4,Outdoor Seating
Fulinchun Restaurant,Xiamen,24.443529,118.071283,89.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Shuzhuang Garden,"118.068954,24.439553",24.439553,118.068954,3.5,Must-Eat Top 10;Birthday Package
Wuyuan Waterside Hotel Luming Tower (Chinese Restaurant),Xiamen,24.517745,118.176806,160.0,Chinese Restaurant;General Restaurant,17:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.0,Outdoor Seating;Online Queue
Wuyuan Water Village Hotel - Lakeside All-Day Dining Restaurant,Xiamen,24.514326,118.174867,123.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.3,Waiting Area
Tian Li Restaurant,Xiamen,24.512477,118.170612,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.1,Private Room
Tianxia 1984 Chinese Restaurant (Xiamen Airlines Headquarters Branch),Xiamen,24.510066,118.184682,100.0,Chinese Restaurant;Chinese Restaurant,17:30,22:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,3.8,Private Room;Birthday Package
Del Mar Tianyi Italian Restaurant,Xiamen,24.509875,118.185025,301.0,Foreign Restaurant;Italian Restaurant,17:30,22:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.4,Must-Eat Top 10
Hailong Boat Seafood Restaurant,Xiamen,24.519937,118.168885,100.0,Food Service Related;Food Service Related,11:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.1,Private Room
Langham Hotel - T2 Restaurant,Xiamen,24.506125,118.177625,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.2,Birthday Package
Lianlu Seafood · Fusion Cuisine · Private Dining Rooms (Huli Branch),Xiamen,24.507100,118.182975,124.0,Chinese Restaurant;Seafood Restaurant,17:00,21:30,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.5,Waiting Area;Birthday Package
Hampton by Hilton Hotel Restaurant,Xiamen,24.507023,118.183733,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,3.9,Outdoor Seating
Hao Ke Lai Steakhouse (Xiamen Wanda Restaurant),Xiamen,24.505662,118.177339,76.0,Foreign Restaurant;Western Restaurant,10:00,22:00,Wuyuan Bay Wetland Park,"118.178133,24.516071",24.516071,118.178133,4.5,Birthday Package;Online Queue
Zui Huanxi · Minnan Restaurant,Xiamen,24.453915,118.079202,29.0,Chinese Restaurant;Chinese Restaurant,08:00,23:00,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,4.4,Waiting Area
QING Qingqian Restaurant - Fusion Xiamen Cuisine (Zhongshan Road Ferry Branch),Xiamen,24.453340,118.079264,75.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,4.7,Private Room
Huiwei Xiang Restaurant (Shunrong Building),Xiamen,24.453631,118.080254,100.0,Chinese Restaurant;Chinese Restaurant,06:30,21:30,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,3.9,Private Room
Haiyingji Restaurant,Xiamen,24.454055,118.080520,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,2.7,Birthday Package
Hongji Tea Restaurant (Nanzhong Plaza),Xiamen,24.454181,118.078409,53.0,Fast Food Restaurant;Tea Restaurant,17:00,21:00,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,4.4,Waiting Area;Online Queue
Xiamen Flavor Nostalgic Theme Restaurant,Xiamen,24.453278,118.080379,90.0,Chinese Restaurant;Fujian Cuisine,10:30,24:00,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,4.2,Private Room;Online Queue
Puyun Seafood Restaurant (Nanzhong Plaza Branch),Xiamen,24.454955,118.079450,2.0,服装鞋帽皮具店;服装鞋帽皮具店,11:00,21:00,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,3.9,Must-Eat Top 10
Tiao Shi Min Cuisine Small Seafood (Zhonghua City Branch),Xiamen,24.454181,118.078244,104.0,Chinese Restaurant;Chinese Restaurant,10:30,22:30,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,4.5,Birthday Package
Shuanghui Fried Crab·Minnan Small Food Stall,Xiamen,24.453283,118.080586,96.0,Chinese Restaurant;Chinese Restaurant,10:00,24:00,Zhongshan Road Pedestrian Street,"118.079484,24.453916",24.453916,118.079484,4.3,Outdoor Seating;Waiting Area
