origin,destination,distance_meters,duration_minutes,cost
"30.222724,120.121288","30.255701,120.149189",6360,10,25
"30.222724,120.121288","30.219700,120.113500",1150,14,0
"30.222724,120.121288","30.250800,120.149800",5810,9,23
"30.222724,120.121288","30.239119,120.101101",3730,6,17
"30.222724,120.121288","30.241827,120.216803",13190,20,48
"30.222724,120.121288","30.218958,120.105302",2230,5,12
"30.222724,120.121288","30.315645,120.136930",14620,22,54
"30.222724,120.121288","30.250279,120.139948",4970,7,21
"30.222724,120.121288","30.238978,120.097524",4080,6,18
"30.222724,120.121288","30.218446,120.123766",740,9,0
"30.222724,120.121288","30.218504,120.124210",770,9,0
"30.222724,120.121288","30.224969,120.116079",780,9,0
"30.222724,120.121288","30.219221,120.116411",850,10,0
"30.222724,120.121288","30.228327,120.119946",890,11,0
"30.222724,120.121288","30.217180,120.123502",910,11,0
"30.222724,120.121288","30.217913,120.116908",950,11,0
"30.222724,120.121288","30.226242,120.115439",960,12,0
"30.222724,120.121288","30.216775,120.123675",980,12,0
"30.222724,120.121288","30.228860,120.118489",1030,12,0
"30.222724,120.121288","30.247279,120.133313",4150,6,18
"30.222724,120.121288","30.247373,120.131962",4100,6,18
"30.222724,120.121288","30.250209,120.140723",5010,8,21
"30.222724,120.121288","30.248263,120.131589",4210,6,18
"30.222724,120.121288","30.252574,120.137577",5140,8,21
"30.222724,120.121288","30.251519,120.131988",4710,7,20
"30.222724,120.121288","30.253808,120.133460",5110,8,21
"30.222724,120.121288","30.257141,120.158020",7290,11,27
"30.222724,120.121288","30.257779,120.157824",7340,11,28
"30.222724,120.121288","30.257475,120.159475",7460,11,28
"30.222724,120.121288","30.260575,120.153651",7330,11,28
"30.222724,120.121288","30.260378,120.157253",7600,11,28
"30.222724,120.121288","30.239004,120.105828",3280,5,15
"30.222724,120.121288","30.237412,120.097724",3910,6,17
"30.222724,120.121288","30.240622,120.106983",3390,5,16
"30.222724,120.121288","30.238028,120.106488",3100,5,15
"30.222724,120.121288","30.243268,120.106763",3750,6,17
"30.222724,120.121288","30.238288,120.106949",3100,5,15
"30.222724,120.121288","30.235894,120.105016",3000,5,15
"30.222724,120.121288","30.235660,120.104613",3010,5,15
"30.222724,120.121288","30.235839,120.105186",2980,5,15
"30.222724,120.121288","30.218025,120.100475",2890,5,14
"30.222724,120.121288","30.226345,120.096756",3350,5,16
"30.222724,120.121288","30.226904,120.097711",3240,5,15
"30.222724,120.121288","30.214875,120.107925",2170,5,12
"30.222724,120.121288","30.226579,120.096738",3360,5,16
"30.222724,120.121288","30.227291,120.097714",3250,5,15
"30.222724,120.121288","30.227219,120.096891",3360,5,16
"30.222724,120.121288","30.317787,120.136903",14950,22,55
"30.222724,120.121288","30.317777,120.136895",14950,22,55
"30.222724,120.121288","30.320706,120.141437",15490,23,58
"30.222724,120.121288","30.315401,120.138443",14610,22,54
"30.222724,120.121288","30.319066,120.144087",15310,23,57
"30.222724,120.121288","30.314744,120.137545",14490,22,54
"30.222724,120.121288","30.321992,120.137046",15600,23,58
"30.222724,120.121288","30.312099,120.142601",14210,21,52
"30.222724,120.121288","30.317507,120.129761",14800,22,55
"30.222724,120.121288","30.309394,120.133173",13590,20,50
"30.222724,120.121288","30.259527,120.148472",6800,10,26
"30.222724,120.121288","30.257025,120.144486",6180,9,24
"30.222724,120.121288","30.255994,120.144148",6020,9,24
"30.222724,120.121288","30.256935,120.142147",6020,9,24
"30.222724,120.121288","30.215821,120.117607",1180,14,0
"30.222724,120.121288","30.215918,120.117925",1150,14,0
"30.222724,120.121288","30.216137,120.118931",1070,13,0
"30.222724,120.121288","30.212569,120.117874",1650,20,0
"30.222724,120.121288","30.246602,120.158183",6200,9,24
"30.222724,120.121288","30.248644,120.159973",6580,10,25
"30.222724,120.121288","30.249628,120.160452",6730,10,26
"30.222724,120.121288","30.247175,120.160262",6480,10,25
"30.222724,120.121288","30.238952,120.108082",3090,5,15
"30.222724,120.121288","30.243117,120.214133",12880,19,47
"30.222724,120.121288","30.244223,120.215211",13070,20,48
"30.222724,120.121288","30.244231,120.215216",13070,20,48
"30.222724,120.121288","30.242050,120.213522",12770,19,47
"30.222724,120.121288","30.242390,120.213277",12750,19,47
"30.222724,120.121288","30.241541,120.212714",12640,19,46
"30.222724,120.121288","30.245818,120.217529",13430,20,49
"30.222724,120.121288","30.245806,120.217618",13450,20,49
"30.222724,120.121288","30.241797,120.211522",12490,19,46
"30.222724,120.121288","30.241325,120.211522",12480,19,46
"30.222724,120.121288","30.257620,120.092557",6670,10,26
"30.222724,120.121288","30.260346,120.095285",6820,10,26
"30.222724,120.121288","30.264739,120.094010",7500,11,28
"30.222724,120.121288","30.165000,120.285112",23800,36,91
"30.222724,120.121288","30.163626,120.284667",23830,36,91
"30.222724,120.121288","30.164001,120.283843",23710,36,90
"30.222724,120.121288","30.209972,120.204770",11400,17,41
"30.222724,120.121288","30.210159,120.206846",11670,18,42
"30.222724,120.121288","30.211033,120.206898",11660,17,42
"30.222724,120.121288","30.254296,120.172149",8420,13,31
"30.222724,120.121288","29.623747,119.038611",173300,260,689
"30.222724,120.121288","29.623439,119.039258",173250,260,689
"30.222724,120.121288","29.627083,119.041678",172670,259,686
"30.222724,120.121288","30.349325,120.016625",24220,36,92
"30.222724,120.121288","30.342725,120.013775",23620,35,90
"30.222724,120.121288","30.351141,120.021850",24050,36,92
"30.222724,120.121288","30.246504,120.172894",7870,12,29
"30.222724,120.121288","30.243917,120.178859",8420,13,31
"30.222724,120.121288","30.243913,120.179120",8450,13,31
"30.222724,120.121288","30.234878,120.431013",41700,63,162
"30.222724,120.121288","30.228891,120.426744",41100,62,160
"30.222724,120.121288","30.238984,120.446523",43820,66,171
"30.222724,120.121288","30.255686,120.172190",8560,13,31
"30.222724,120.121288","30.254637,120.170946",8320,12,31
"30.222724,120.121288","30.256319,120.225463",14950,22,55
"30.222724,120.121288","30.256362,120.225355",14940,22,55
"30.222724,120.121288","30.255968,120.225320",14920,22,55
"30.222724,120.121288","30.276928,120.188435",12360,19,45
"30.222724,120.121288","30.276300,120.190958",12540,19,46
"30.222724,120.121288","30.284710,120.189495",13310,20,49
"30.222724,120.121288","30.068644,120.208549",26710,40,102
"30.222724,120.121288","30.068650,120.203553",26420,40,101
"30.222724,120.121288","30.065774,120.198998",26580,40,102
"30.222724,120.121288","30.469781,119.769475",60930,91,239
"30.222724,120.121288","30.470169,119.768906",61030,92,240
"30.222724,120.121288","30.470213,119.764273",61520,92,242
"30.222724,120.121288","30.428199,120.304135",40330,61,157
"30.222724,120.121288","30.429778,120.309058",40930,61,159
"30.222724,120.121288","22.639733,113.803406",1472080,2208,5884
"30.222724,120.121288","22.630297,113.810328",1472710,2209,5886
"30.222724,120.121288","22.630102,113.810934",1472680,2209,5886
"30.222724,120.121288","22.533580,114.118215",1460060,2190,5836
"30.222724,120.121288","22.530777,114.119140",1460340,2191,5837
"30.222724,120.121288","22.529554,114.118800",1460530,2191,5838
"30.222724,120.121288","22.609729,114.031778",1457170,2186,5824
"30.222724,120.121288","22.609482,114.032361",1457160,2186,5824
"30.222724,120.121288","22.611458,114.031989",1456930,2185,5823
"30.222724,120.121288","30.289940,120.207477",15610,23,58
"30.222724,120.121288","30.290107,120.209962",15880,24,59
"30.222724,120.121288","30.291007,120.217230",16720,25,62
"30.222724,120.121288","30.261369,120.175326",9430,14,34
"30.222724,120.121288","30.263975,120.180125",10190,15,36
"30.222724,120.121288","30.261164,120.176364",9520,14,34
"30.222724,120.121288","30.321061,119.782416",48060,72,188
"30.222724,120.121288","30.316191,119.785228",47470,71,185
"30.222724,120.121288","30.321746,119.803167",45460,68,177
"30.222724,120.121288","30.349502,120.012755",24540,37,94
"30.222724,120.121288","30.320219,119.784151",47800,72,187
"30.222724,120.121288","30.431516,120.314651",41610,62,162
"30.222724,120.121288","30.229744,120.473752",47420,71,185
"30.222724,120.121288","30.245254,120.174529",7970,12,30
