city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Xiamen,Island Ring South Road,BZ86QA00FP,"Xiamen's most beautiful coastline, a cycling paradise and a photography hotspot with tropical vibes.",Natural Scenery,,24.431470,118.142622,4.8,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Xiamen,Huangcuo Beach,B0FFGA8JPX,"A natural beach loved by Xiamen locals, featuring fine sand, clear waters, and a relatively tranquil atmosphere.",Natural Scenery,,24.442614,118.161900,4.8,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Xiamen,Coconut Wind Village,B0250043J7,"A famous seaside attraction along Huandao Road, where coconut groves and modern sculptures complement each other, making it an ideal starting point for cycling and ocean viewing.",Natural Scenery,,24.442613,118.161867,4.8,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Xiamen,Shapowei Art West District,B0FFF6YYVV,"A burgeoning cultural and creative hub in Xiamen, home to art studios, cafes, and trendy shops.",Art Exhibition,,24.437609,118.087587,4.7,Open 24 Hours,Open 24 Hours,,2.0,3.5,0.0
Xiamen,Zhonggu Cableway,B02500SK4B,"Xiamen's aerial sightseeing cableway, connecting Wanshi Botanical Garden and Zhonggu Mountain, offering panoramic city views.",Natural Scenery,,24.452775,118.094162,4.7,08:30,17:30,,1.0,2.5,80.0
Xiamen,Zengcuo'an,B0FFHOSXLH,"A former fishing village transformed into an artistic neighborhood, lined with small shops and filled with a literary atmosphere.",Leisure Experience,,24.425286,118.125370,4.5,Open 24 Hours,Open 24 Hours,,2.0,3.5,0.0
Xiamen,Sunlight Rock,B0250045AI,"The highest peak on Gulangyu Island, the best vantage point in Xiamen, offering a 360-degree panoramic view of the city.",Natural Scenery,,24.441998,118.067137,4.7,08:00,18:00,,1.0,2.5,50.0
Xiamen,Jimei School Village,B0FFF3DPIG,"An academic institution founded by Mr. Tan Kah Kee, showcasing unique Tan Kah Kee architectural style and rich cultural heritage.",Historical and Cultural,,24.566280,118.092832,4.8,08:00,18:00,,2.0,3.5,0.0
Xiamen,Guanyin Mountain Dream Coast Beach,B0G25LW00P,"A modern seaside resort area with well-equipped beach facilities and expansive, stunning ocean views.",Natural Scenery,,24.490845,118.199438,4.4,Open 24 Hours,Open 24 Hours,,1.5,3.0,0.0
Xiamen,Gulangyu Piano Museum,B025002ZSJ,"The only piano-themed museum in China, housing antique pianos from around the world, symbolizing the Island of Music.",Art Exhibition,,24.438300,118.069799,4.7,Open 24 Hours,Open 24 Hours,,0.0,1.5,30.0
Xiamen,Xiamen Botanical Garden Expo Park,B0250043S7,"A large park showcasing the essence of domestic and international garden art, with rich wetland ecology.",Natural Scenery,,24.582621,118.073072,4.8,07:30,19:00,,1.5,3.0,0.0
Xiamen,Shuzhuang Garden,B0250043TN,"A maritime garden blending Eastern and Western styles, featuring a piano museum and beautiful scenery.",Historical and Cultural,,24.439553,118.068954,4.7,08:00,18:00,,1.5,3.0,30.0
Xiamen,Ao Garden,B02500UAQ0,"The mausoleum of Mr. Tan Kah Kee, a cultural landscape park integrating commemoration, garden design, and ocean views.",Historical and Cultural,,24.565019,118.107443,4.6,08:00,17:30,,1.0,2.5,0.0
Xiamen,Longtou Road Snack Street,B0FFHTZM64,"The main commercial street on Gulangyu Island, offering a variety of Minnan specialty snacks and souvenir shops.",Leisure Experience,,24.445423,118.070021,4.8,11:00,20:00,,1.0,2.5,0.0
Xiamen,Baicheng Beach,B0FFF0DUAW,"Xiamen's most popular urban beach, perfect for enjoying ocean views, sunsets, and relaxation.",Natural Scenery,,24.432104,118.102892,4.8,Open 24 Hours,Open 24 Hours,,2.5,4.0,0.0
Xiamen,Haoyue Garden,B025003B1C,"The site of the Zheng Chenggong Statue, a seaside park with scenic views and a memorial to the national hero.",Historical and Cultural,,24.441099,118.075936,4.8,08:00,17:30,,0.5,2.0,10.0
