poi_name,latitude,longitude,address,poi_type
Hulishan Fortress,24.425286,118.125370,,attraction
Shuzhuang Garden,24.439553,118.068954,,attraction
Baicheng Beach,24.432104,118.102892,,attraction
Xiamen University Siming Campus,24.436084,118.101683,,attraction
Huangcuo Beach,24.442614,118.161900,,attraction
Island Ring South Road,24.431470,118.142622,,attraction
Ao Garden,24.565019,118.107443,,attraction
Shapowei Art West District,24.437609,118.087587,,attraction
Island Ring Road,24.425000,118.125000,,attraction
Haoyue Garden,24.441099,118.075936,,attraction
Xiamen University International Academic Exchange Center Chinese Restaurant,24.438323,118.098663,,restaurant
Hongcuo Zao Café · Lai's Kitchen · Original Niuniu Min Cuisine Restaurant (Xiamen University Branch),24.439167,118.092371,,restaurant
Xiamen University Siming Campus Qin Ye Restaurant,24.438151,118.100286,,restaurant
Xiao Cuo Li Claypot Baked Seafood (Xiamen University Branch),24.437842,118.093059,,restaurant
Golden Bay · Ginger Duck · Seafood Restaurant (Xiamen University Branch),24.437175,118.092820,,restaurant
Xiang Mu Mu Xin Mexican Restaurant,24.435931,118.093939,,restaurant
Ming Yuan Restaurant (University Town Mall Branch),24.437025,118.092127,,restaurant
Yu Yiqian Seaview Restaurant,24.425358,118.124858,,restaurant
Lin Family Minnan Cuisine (Huandao Road Branch),24.424218,118.124715,,restaurant
WANNA Sunset Canyon Seaview Bar & Restaurant,24.424150,118.124644,,restaurant
Huanxi Mango Sticky Rice (Zengcuoan Branch),24.426987,118.125449,,restaurant
Jiali Seafood Restaurant (Huandao Road Branch),24.423277,118.124971,,restaurant
Ali Yuan Restaurant (Zeng Cuo An Branch),24.426628,118.123478,,restaurant
Zhu Ming Affordable Seafood Ancient Tree Sea View Restaurant (Zeng Cuo An Branch),24.426359,118.123234,,restaurant
Zhu Ming Seafood Affordable Fresh Seaview Restaurant (Zeng Cuo An Branch),24.426436,118.123210,,restaurant
Old Min Taste Ginger Duck & Pan-Fried Crab Fujian Cuisine Restaurant (Zeng Cuo An Landmark Branch),24.427532,118.124499,,restaurant
Grand Gallery Art Center·Fusion Cuisine Without Borders (360-Degree Full Sea View Restaurant on Huandao Road),24.423458,118.127330,,restaurant
Cat Island Owner Fun Restaurant,24.442736,118.068569,,restaurant
Music Seafood Restaurant,24.443658,118.069567,,restaurant
Gu Cuo Garden Restaurant,24.443323,118.069694,,restaurant
Six Joy Garden Chinese Restaurant (Gulangyu Branch),24.440870,118.066559,,restaurant
Huang Family Garden Restaurant,24.440881,118.069643,,restaurant
Old Xiamen Seafood Restaurant (Gulangyu Branch),24.442886,118.070977,,restaurant
Miss Zhao’s Shop (Gulangyu Concert Hall Branch),24.443387,118.071405,,restaurant
Mr. Sea Monster Western Restaurant (Gulangyu Food Landmark),24.442379,118.072770,,restaurant
Fulin Spring Restaurant,24.443529,118.071283,,restaurant
Shen Family Minnan Rice Noodles,24.443839,118.071394,,restaurant
Xinxin Sunset Seaview Seafood Restaurant (Hulishan Cannon Fort Landmark Branch),24.430225,118.105575,,restaurant
Xiamen University Siming Campus Seaside Canteen,24.432239,118.106511,,restaurant
Xiamen University Siming Campus Furong Restaurant,24.435738,118.102250,,restaurant
Dongyuan Restaurant at Xiamen University Siming Campus,24.436082,118.102090,,restaurant
Xiamen University Siming Campus Nangguang Restaurant,24.435021,118.099579,,restaurant
Dinghong Cantonese Emperor Tea Restaurant | Fusion Fujian-Cantonese Dim Sum Flavors (Xiamen University Branch),24.434682,118.094421,,restaurant
Shu Xing Yuan - Pink Summer Pink · Sea View Coffee Restaurant,24.441731,118.160292,,restaurant
Honor Verne Mermaid Buffet Restaurant,24.445275,118.161975,,restaurant
Treehouse Restaurant,24.443514,118.158633,,restaurant
Haiyu Family Restaurant,24.443588,118.158408,,restaurant
Chef's Restaurant (Huangcuo Branch),24.443209,118.158267,,restaurant
Haiqiang Seafood Restaurant,24.443288,118.158187,,restaurant
Seaside Family Seafood Restaurant,24.443044,118.158028,,restaurant
Pinxian Seafood Restaurant,24.443324,118.158018,,restaurant
Huangcuo Mugang Seafood Restaurant,24.443040,118.157923,,restaurant
Minnan Lang Ginger Duck Restaurant,24.443878,118.157896,,restaurant
Xiangyu Yuan Restaurant,24.428825,118.142325,,restaurant
