origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,CXW,Chongqing West Station,2025-11-12 11:43:00,2025-11-12 19:18:00,455,G2369,High-Speed Train,Second Class Seat,3,634.0,1,479
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,KQW,Guiyang North Station,2025-11-12 09:49:00,2025-11-12 14:00:00,251,G353,High-Speed Train,Second Class Seat,3,636.0,1,473
Nanchang,Chongqing,2025-11-12,KQW,Guiyang North Station,CUW,Chongqing North Station,2025-11-12 14:17:00,2025-11-12 16:44:00,147,G3472,High-Speed Train,Second Class Seat,2,636.0,2,473
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,CXW,Chongqing West Station,2025-11-12 13:23:00,2025-11-12 21:06:00,463,G1981,High-Speed Train,Second Class Seat,1,619.0,1,476
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,KEW,Guiyang East Station,2025-11-12 13:03:00,2025-11-12 18:14:00,311,G2279,High-Speed Train,Second Class Seat,1,604.0,1,472
Nanchang,Chongqing,2025-11-12,KEW,Guiyang East Station,CXW,Chongqing West Station,2025-11-12 18:33:00,2025-11-12 20:40:00,127,G3594,High-Speed Train,Second Class Seat,1,604.0,2,472
Nanchang,Chongqing,2025-11-12,NCG,Nanchang Station,CUW,Chongqing North Station,2025-11-12 12:17:00,2025-11-12 22:15:00,598,D2232,Electric Multiple Unit,Second Class Seat,2,411.5,1,462
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,KQW,Guiyang North Station,2025-11-12 12:53:00,2025-11-12 17:06:00,253,G239,High-Speed Train,Second Class Seat,1,624.0,1,474
Nanchang,Chongqing,2025-11-12,KQW,Guiyang North Station,WWI,Chongqing West Station,2025-11-12 17:32:00,2025-11-12 19:52:00,140,G8762,High-Speed Train,Second Class Seat,3,624.0,2,474
Nanchang,Chongqing,2025-11-12,NCG,Nanchang Station,HKN,Hankou Station,2025-11-12 08:49:00,2025-11-12 11:56:00,187,D2236,Electric Multiple Unit,Second Class Seat,3,615.0,1,475
Nanchang,Chongqing,2025-11-12,HKN,Hankou Station,CUW,Chongqing North Station,2025-11-12 12:28:00,2025-11-12 17:26:00,298,G3455,High-Speed Train,Second Class Seat,3,615.0,2,475
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,COE,Chongqing East Station,2025-11-12 08:22:00,2025-11-12 15:53:00,451,G2319,High-Speed Train,Second Class Seat,7,668.5,1,480
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,KQW,Guiyang North Station,2025-11-12 09:49:00,2025-11-12 14:00:00,251,G353,High-Speed Train,Second Class Seat,3,624.0,1,466
Nanchang,Chongqing,2025-11-12,KQW,Guiyang North Station,CXW,Chongqing West Station,2025-11-12 14:17:00,2025-11-12 16:15:00,118,G3472,High-Speed Train,Second Class Seat,1,624.0,2,466
Nanchang,Chongqing,2025-11-12,NXG,Nanchang West Station,LSG,Lushan Station,2025-11-12 07:33:00,2025-11-12 08:28:00,55,G1466,High-Speed Train,Second Class Seat,2,398.5,1,454
Nanchang,Chongqing,2025-11-12,LSG,Lushan Station,CUW,Chongqing North Station,2025-11-12 08:43:00,2025-11-12 17:25:00,522,D3252,Electric Multiple Unit,Second Class Seat,1,398.5,2,454
Chongqing,Nanchang,2025-11-18,CXW,Chongqing West Station,NXG,Nanchang West Station,2025-11-18 11:46:00,2025-11-18 20:53:00,547,G2321,High-Speed Train,Second Class Seat,1,695.5,1,506
Chongqing,Nanchang,2025-11-18,CXW,Chongqing West Station,CUW,Chongqing North Station,2025-11-18 10:39:00,2025-11-18 11:06:00,27,G334,High-Speed Train,Second Class Seat,2,429.5,1,493
Chongqing,Nanchang,2025-11-18,CUW,Chongqing North Station,NCG,Nanchang Station,2025-11-18 11:25:00,2025-11-18 21:11:00,586,D2238,Electric Multiple Unit,Second Class Seat,2,429.5,2,493
Chongqing,Nanchang,2025-11-18,CUW,Chongqing North Station,LSG,Lushan Station,2025-11-18 08:30:00,2025-11-18 16:49:00,499,D2234,Electric Multiple Unit,Second Class Seat,3,395.0,1,487
Chongqing,Nanchang,2025-11-18,LSG,Lushan Station,NCG,Nanchang Station,2025-11-18 17:35:00,2025-11-18 18:23:00,48,G3083,High-Speed Train,Second Class Seat,1,395.0,2,487
Chongqing,Nanchang,2025-11-18,CUW,Chongqing North Station,HKN,Hankou Station,2025-11-18 09:48:00,2025-11-18 15:43:00,355,D954,Electric Multiple Unit,Second Class Seat,2,400.5,1,483
Chongqing,Nanchang,2025-11-18,HKN,Hankou Station,NXG,Nanchang West Station,2025-11-18 15:59:00,2025-11-18 18:28:00,149,D2244,Electric Multiple Unit,Second Class Seat,3,400.5,2,483
Chongqing,Nanchang,2025-11-18,CUW,Chongqing North Station,ACG,Yongxiu Station,2025-11-18 11:25:00,2025-11-18 20:43:00,558,D2238,Electric Multiple Unit,Second Class Seat,3,411.0,1,489
Chongqing,Nanchang,2025-11-18,ACG,Yongxiu Station,NOG,Nanchang Station,2025-11-18 21:00:00,2025-11-18 21:26:00,26,D6265,Electric Multiple Unit,Second Class Seat,2,411.0,2,489
Chongqing,Nanchang,2025-11-18,CXW,Chongqing West Station,NXG,Nanchang West Station,2025-11-18 14:55:00,2025-11-18 22:22:00,447,G1761,High-Speed Train,Second Class Seat,8,588.0,1,498
Chongqing,Nanchang,2025-11-18,CUW,Chongqing North Station,NXG,Nanchang West Station,2025-11-18 08:56:00,2025-11-18 18:28:00,572,D2244,Electric Multiple Unit,Second Class Seat,1,400.5,1,485
Chongqing,Nanchang,2025-11-18,CXW,Chongqing West Station,NXG,Nanchang West Station,2025-11-18 07:53:00,2025-11-18 14:02:00,369,G475,High-Speed Train,Second Class Seat,3,619.0,1,494
Chongqing,Nanchang,2025-11-18,CUW,Chongqing North Station,NCG,Nanchang Station,2025-11-18 11:25:00,2025-11-18 21:11:00,586,D2238,Electric Multiple Unit,Second Class Seat,1,411.5,1,488
Chongqing,Nanchang,2025-11-18,CUW,Chongqing North Station,WHN,Wuhan Station,2025-11-18 13:00:00,2025-11-18 20:22:00,442,D368,Electric Multiple Unit,Second Class Seat,3,413.5,1,491
Chongqing,Nanchang,2025-11-18,WHN,Wuhan Station,NXG,Nanchang West Station,2025-11-18 20:54:00,2025-11-18 22:53:00,119,G895,High-Speed Train,Second Class Seat,2,413.5,2,491
