restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Renzhong Staff Canteen,Chengdu,30.654170,104.078958,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,3.7,Must-Eat Top 10;Online Queue
Long Chaoshou (Main Branch),Chengdu,30.654531,104.077614,27.0,Chinese Restaurant;Local Specialty Restaurant,09:00,21:30,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.5,Private Room
Dushi Family (IFS Branch),Chengdu,30.654388,104.080336,178.0,Chinese Restaurant;云贵菜|Entertainment Venue;Bar,11:00,22:00,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.5,Birthday Package;Online Queue
Yongronghui Lobster and Qinglong Buffet (IFS Black Gold Store),Chengdu,30.654601,104.080517,595.0,Chinese Restaurant;Chinese Restaurant|生活服务;美容美发店;美容美发店,18:00,21:00,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.5,Waiting Area
BURANO Western Restaurant (Chongqing Guang Plaza Branch),Chengdu,30.654415,104.077083,156.0,Foreign Restaurant;Western Restaurant,17:00,21:30,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.4,Must-Eat Top 10;Online Queue
Jiaonan Street · Thai Restaurant (Chunxi Road Raffles City Plaza Branch),Chengdu,30.654132,104.077153,63.0,Foreign Restaurant;泰国/越南菜品餐厅,16:30,21:30,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.5,Private Room
Dimdou Dak (Jinyue One IFS International Finance Square Branch),Chengdu,30.654460,104.080868,130.0,Chinese Restaurant;Cantonese Cuisine,10:00,21:30,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.6,Private Room;Birthday Package
Kaojiang Spicy Grilled Fish (IFS Branch),Chengdu,30.654508,104.080877,95.0,Chinese Restaurant;Local Specialty Restaurant,11:00,24:00,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.7,Must-Eat Top 10;Birthday Package
Macau Chan Kwong Kee Roasted Delicacies Restaurant (Qunguang Branch),Chengdu,30.654007,104.076812,50.0,Food Service Related;Food Service Related,11:00,21:00,Chunxi Road Pedestrian Street,"104.078817,30.654685",30.654685,104.078817,4.3,Must-Eat Top 10;Outdoor Seating
Taolin Restaurant (Kuixinglou Store),Chengdu,30.668445,104.053930,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.6,Must-Eat Top 10
Mao Jiao Huo La (Kuixinglou Street Branch),Chengdu,30.668316,104.053617,66.0,Chinese Restaurant;Local Specialty Restaurant,11:30,22:00,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.5,Waiting Area
Chunyangguan Fish-Flavored Pork Ribs Noodles (Jixiang Street Branch),Chengdu,30.668202,104.054804,13.0,Chinese Restaurant;Chinese Restaurant,08:00,20:00,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.4,Outdoor Seating
Chengdu Chike (Kuixinglou Flagship Store),Chengdu,30.667881,104.055095,60.0,Chinese Restaurant;Sichuan Cuisine,17:00,21:30,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.4,Outdoor Seating;Online Queue
Erbao Mansion · Fresh Fish Sichuan Cuisine Restaurant (Kuanzhai Branch),Chengdu,30.667067,104.054643,98.0,Chinese Restaurant;Sichuan Cuisine,16:30,21:00,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.5,Private Room;Waiting Area
Taolin Restaurant (Kuanzhai Alley Jixiang Street Store),Chengdu,30.669547,104.052615,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.6,Birthday Package
Wuliguan Hotpot (Kuixinglou Branch),Chengdu,30.667604,104.055896,110.0,Chinese Restaurant;Hot Pot,11:00,02:00,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.7,Online Queue
Nutrition and Health Restaurant,Chengdu,30.666555,104.052671,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,3.5,Waiting Area;Online Queue
Diaoyutai Royal Banquet Chinese Restaurant (Kuanzhai Alley Scenic Area Branch),Chengdu,30.664635,104.051670,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,3.9,Birthday Package;Online Queue
WEZO Weizuo Hotel (Chengdu Kuanzhai Alley Branch) · Rooftop Garden Restaurant,Chengdu,30.669813,104.058680,100.0,Food Service Related;Food Service Related,11:00,21:00,Kuixinglou Street,"104.053864,30.668365",30.668365,104.053864,4.0,Private Room;Waiting Area
Grandma's Kitchen (Hexi Xiaozhu Store),Chengdu,30.641445,104.050759,100.0,Chinese Restaurant;西北菜,11:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.0,Birthday Package
Tingzhou Mengxiang Chinese Restaurant,Chengdu,30.643241,104.048570,52.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.1,Outdoor Seating;Online Queue
Third Restaurant,Chengdu,30.641334,104.050190,60.0,Chinese Restaurant;Chinese Restaurant,15:30,18:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,3.9,Outdoor Seating;Private Room
Window View Restaurant (Huijin Apartment Branch),Chengdu,30.641888,104.055322,100.0,Fast Food Restaurant;Fast Food Restaurant,09:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.2,Birthday Package
Southwest Minzu University Heheyuan Restaurant,Chengdu,30.640353,104.051448,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.0,Waiting Area;Birthday Package
Huadie Qianxun · Sichuan Banquet (Wuhou Shrine Branch),Chengdu,30.646589,104.055046,450.0,Chinese Restaurant;Sichuan Cuisine,17:00,21:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.6,Must-Eat Top 10;Online Queue
Armed Police Hospital - Restaurant,Chengdu,30.642444,104.056934,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,2.7,Must-Eat Top 10;Birthday Package
Shambhala Tibetan Banquet (Wuhou Shrine Hengjie Branch),Chengdu,30.641064,104.047460,61.0,Chinese Restaurant;西北菜,09:30,22:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.3,Must-Eat Top 10;Birthday Package
Tibetan Secret Lhasa (Shuadu Food Plaza Branch),Chengdu,30.646767,104.056740,94.0,Chinese Restaurant;Chinese Restaurant,15:00,02:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,3.7,Birthday Package
Old House Qingzhu Huaxi Folk-Style Restaurant (Wuhou Shrine Branch),Chengdu,30.644238,104.045840,100.0,Chinese Restaurant;General Restaurant,17:30,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.7,Waiting Area;Online Queue
Hilton Garden Inn · TC CAFE Yurong Sky Restaurant,Chengdu,30.656085,104.064025,250.0,Food Service Related;Food Service Related,06:30,22:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.3,Birthday Package
SE Restaurant,Chengdu,30.658970,104.065865,30.0,Chinese Restaurant;Chinese Restaurant,10:00,17:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,3.7,Must-Eat Top 10;Birthday Package
Ding Tai Po Authentic Old Mama Pig Trotter Shop (Dongchenggen South Street Branch),Chengdu,30.656958,104.060634,29.0,Chinese Restaurant;Sichuan Cuisine,11:00,21:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.4,Online Queue
Kevin's Western Restaurant,Chengdu,30.655996,104.066530,92.0,Foreign Restaurant;Western Restaurant,17:00,21:30,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.6,Private Room
Yi Laoma Pig Trotter Soup Main Store (Dongchenggen Branch),Chengdu,30.657032,104.060546,36.0,Chinese Restaurant;Sichuan Cuisine,08:00,21:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.2,Birthday Package
Bafang Restaurant,Chengdu,30.659877,104.062021,45.0,Chinese Restaurant;Chinese Restaurant,10:30,22:30,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,3.8,Birthday Package;Online Queue
Green Tea Restaurant (Chengdu Tianfu Hong Branch),Chengdu,30.655767,104.067000,48.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.5,Must-Eat Top 10
Celebrity Jinhui · Chinese Restaurant,Chengdu,30.654259,104.065470,150.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.8,Outdoor Seating;Birthday Package
Chicken Feather Shop (People's Park Branch),Chengdu,30.659150,104.060393,75.0,Chinese Restaurant;General Restaurant,11:00,21:30,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.7,Private Room;Birthday Package
Zhong Dumplings (People's Park Branch),Chengdu,30.656754,104.059012,40.0,Chinese Restaurant;Local Specialty Restaurant,08:00,20:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.4,Private Room;Birthday Package
Zhuyun Restaurant (Panda Avenue),Chengdu,30.734411,104.145977,51.0,Chinese Restaurant;Chinese Restaurant,11:30,17:30,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.0,Must-Eat Top 10
Panda Theme Hotel - Chinese Restaurant,Chengdu,30.740664,104.154233,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.2,Outdoor Seating
Erbao Xiyan Garden Restaurant,Chengdu,30.718200,104.150406,95.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.3,Outdoor Seating;Birthday Package
Chengdu Giant Panda Base Panda Panorama Restaurant,Chengdu,30.742216,104.138901,55.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.3,Private Room
Weizai · Official Cuisine,Chengdu,30.719208,104.157827,149.0,Chinese Restaurant;Sichuan Cuisine,10:00,22:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.4,Online Queue
Peepee Panda,Chengdu,30.743926,104.136487,22.0,Chinese Restaurant;Chinese Restaurant,09:00,17:30,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.4,Must-Eat Top 10;Birthday Package
Zexi Mingdu Sichuan Cuisine Restaurant,Chengdu,30.722332,104.134215,100.0,Chinese Restaurant;Sichuan Cuisine,10:00,20:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.0,Private Room;Online Queue
McDonald's Chengdu Chenghua Panda Base Phase II Restaurant,Chengdu,30.743057,104.135454,43.0,Fast Food Restaurant;Fast Food Restaurant,08:30,18:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.3,Birthday Package
Panda Flour Theme Restaurant,Chengdu,30.743751,104.136102,26.0,Chinese Restaurant;Chinese Restaurant,09:00,17:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,4.2,Online Queue
Subo Cloud Hotel (Chengdu Panda Base Branch) · Restaurant,Chengdu,30.722241,104.134147,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Chengdu Research Base of Giant Panda Breeding,"104.150000,30.732000",30.732000,104.150000,3.5,Birthday Package
Home Inn Selected (Chengdu People's Park Metro Station Tianfu Square Store) · Restaurant,Chengdu,30.658649,104.059212,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Heming Teahouse,"104.058603,30.656882",30.656882,104.058603,3.9,Waiting Area;Online Queue
