origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Xi'an,Beijing,2025-11-12,EAY,Xi'an North Station,SJP,Shijiazhuang Station,2025-11-12 10:14:00,2025-11-12 15:27:00,313,D1638,Electric Multiple Unit,Second Class Seat,Sufficient,376.0,1,210
Xi'an,Beijing,2025-11-12,SJP,Shijiazhuang Station,FTP,Beijing Fengtai Station,2025-11-12 15:57:00,2025-11-12 17:06:00,69,G612,High-Speed Train,Second Class Seat,Sufficient,376.0,2,210
Xi'an,Beijing,2025-11-12,XAY,Xi'an Station,BXP,Beijing West Station,2025-11-12 02:00:00,2025-11-12 14:30:00,750,Z152,Regular Train,无座,Sufficient,148.5,1,204
Xi'an,Beijing,2025-11-12,EAY,Xi'an North Station,BXP,Beijing West Station,2025-11-12 15:49:00,2025-11-12 21:14:00,325,G664,High-Speed Train,Second Class Seat,Sufficient,515.5,1,224
Xi'an,Beijing,2025-11-12,XAY,Xi'an Station,BXP,Beijing West Station,2025-11-12 07:47:00,2025-11-12 13:17:00,330,G654,High-Speed Train,Second Class Seat,Sufficient,515.5,1,219
Xi'an,Beijing,2025-11-12,XAY,Xi'an Station,BXP,Beijing West Station,2025-11-12 15:04:00,2025-11-12 20:30:00,326,G662,High-Speed Train,Second Class Seat,Sufficient,515.5,1,225
Xi'an,Beijing,2025-11-12,EAY,Xi'an North Station,BXP,Beijing West Station,2025-11-12 17:25:00,2025-11-12 23:28:00,363,G666,High-Speed Train,Second Class Seat,Sufficient,450.5,1,211
Xi'an,Beijing,2025-11-12,EAY,Xi'an North Station,BXP,Beijing West Station,2025-11-12 18:27:00,2025-11-12 22:37:00,250,G92,High-Speed Train,Second Class Seat,Sufficient,547.5,1,222
Xi'an,Beijing,2025-11-12,EAY,Xi'an North Station,BXP,Beijing West Station,2025-11-12 07:07:00,2025-11-12 12:13:00,306,G652,High-Speed Train,Second Class Seat,Sufficient,515.5,1,216
Xi'an,Beijing,2025-11-12,EAY,Xi'an North Station,TNV,Taiyuan South Station,2025-11-12 11:57:00,2025-11-12 15:16:00,199,D2566,Electric Multiple Unit,Second Class Seat,Sufficient,253.5,1,202
Xi'an,Beijing,2025-11-12,TNV,Taiyuan South Station,BXP,Beijing West Station,2025-11-12 15:38:00,2025-11-12 20:20:00,282,Z70,Regular Train,Hard Seat,Sufficient,253.5,2,202
Xi'an,Beijing,2025-11-12,EAY,Xi'an North Station,BXP,Beijing West Station,2025-11-12 14:56:00,2025-11-12 20:20:00,324,G308,High-Speed Train,Second Class Seat,Sufficient,515.5,1,223
