restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Wanninglou Gourmet Pavilion,Nanjing,32.020352,118.789761,100.0,Food Service Related;Food Service Related,17:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.1
Zhengxing Restaurant,Nanjing,32.020275,118.790175,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,2.6
Lao Song Ji Marinated Seafood,Nanjing,32.021861,118.789212,100.0,Food Service Related;Food Service Related,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Tianyuanlou True Jiangnan Fashion Restaurant (Confucius Temple Branch),Nanjing,32.019013,118.790272,100.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Eleven Scenic Rooftop Bar (Confucius Temple Pedestrian Street Branch),Nanjing,32.021395,118.791283,79.0,Foreign Restaurant;Western Restaurant,11:00,22:30,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Tianfeng Tower Restaurant,Nanjing,32.020696,118.786196,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,3.7
Yongheyuan Restaurant,Nanjing,32.022689,118.787481,100.0,Chinese Restaurant;General Restaurant,16:30,22:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Night Stay Qinhuai Junting Hotel Restaurant (Grand Theater Branch),Nanjing,32.021996,118.791824,194.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.2
Yongshengli Tea Restaurant (Fuzimiao Branch),Nanjing,32.023204,118.787265,65.0,Fast Food Restaurant;Tea Restaurant,10:00,22:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.2
Bella Kitchen Unlimited Steak Restaurant (Maoye Tiandi Store),Nanjing,32.022530,118.786194,77.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.4
Zhaoyanghui Restaurant (Xicheng Plaza Store),Nanjing,32.037808,118.747551,100.0,Chinese Restaurant;Chinese Restaurant,14:00,22:00,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.0
Abaji Xinjiang Barbecue Restaurant,Nanjing,32.032508,118.743635,57.0,Chinese Restaurant;Halal Restaurant,16:00,03:00,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.4
Saizeriya Italian Restaurant (Nanjing Jianye Wanda Plaza Branch),Nanjing,32.033003,118.737038,51.0,Chinese Restaurant;Chinese Restaurant,10:00,21:30,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.8
Geweixuan (Jianye Wuyue Branch),Nanjing,32.037366,118.735959,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.5
Haoji · Jinling Banquet (Jianye Wuyue Branch),Nanjing,32.037663,118.735970,293.0,Chinese Restaurant;Chinese Restaurant,16:30,21:30,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.7
Waanjai Restaurant (Nanjing Jianye Wuyue Plaza Branch),Nanjing,32.037628,118.735845,70.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.0
Hilton Nanjing Riverside · Yueyang Chinese Restaurant,Nanjing,32.031013,118.738209,287.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.4
Keming Ice Room (Jianye Wanda Branch),Nanjing,32.032169,118.736831,46.0,Cold Beverage Shop;Cold Beverage Shop,11:00,21:30,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.6
Hao Ke Lai (Nanjing Jianye Wuyue Plaza Restaurant),Nanjing,32.037600,118.735407,75.0,Foreign Restaurant;Foreign Restaurant,10:00,22:00,China Nanjing Yunjin Museum,"118.744814,32.036390",32.036390,118.744814,4.2
Wheat Spike Café (Restaurant),Nanjing,32.053088,118.840329,55.0,Cafe;Cafe,08:00,18:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.4
Kuandu Hotel (Kuandu Jade Garden Restaurant),Nanjing,32.043804,118.840376,100.0,Hotel;Budget Chain Hotel|Chinese Restaurant;Chinese Restaurant,11:00,21:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.9
Jingli Seafood Buffet Restaurant,Nanjing,32.058378,118.847167,212.0,Chinese Restaurant;Seafood Restaurant,17:30,21:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.7
Nanjing Dongjiao State Guesthouse · Daoxiang Village A La Carte Restaurant,Nanjing,32.058352,118.847527,202.0,Food Service Related;Food Service Related,08:30,20:30,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.1
Meilu Restaurant (Sifangcheng Store),Nanjing,32.049053,118.850510,343.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.6
Frontline Courtyard Fanghua Cultural Theme Restaurant,Nanjing,32.042886,118.840991,294.0,Chinese Restaurant;Chinese Restaurant,09:30,22:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.2
Old Camera · Garden Restaurant,Nanjing,32.042471,118.841831,84.0,Food Service Related;Food Service Related,09:00,21:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.7
Nanjing Blossom Hill · Pipa Mountain Residence Hotel · Huajianshi Restaurant,Nanjing,32.053020,118.826593,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.1
Xun · Garden Restaurant (Zijin Fang Plaza Store),Nanjing,32.040970,118.834915,189.0,Foreign Restaurant;Western Restaurant|Entertainment Venue;Bar,10:00,21:00,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.6
Kuandu · Lake Biwa Restaurant,Nanjing,32.052922,118.826357,82.0,Chinese Restaurant;Chinese Restaurant,17:00,20:45,Ming Xiaoling Mausoleum Scenic Area,"118.840463,32.051926",32.051926,118.840463,4.6
Yishengyuan Restaurant,Nanjing,32.041985,118.849227,298.0,Chinese Restaurant;Chinese Restaurant,16:00,22:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.2
Golden Almond Restaurant,Nanjing,32.037985,118.850289,79.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,3.9
Giraffe Tea Restaurant (Junlin Zijin Commercial Street Branch),Nanjing,32.037885,118.850974,53.0,Fast Food Restaurant;Tea Restaurant,09:00,23:59,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.2
Mijing Alice Garden Restaurant MJ Secret Wonderland,Nanjing,32.038346,118.840115,136.0,Foreign Restaurant;Western Restaurant,10:30,21:30,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.6
Xilai Shun (Xiaowei Street Main Branch),Nanjing,32.036269,118.853232,100.0,Chinese Restaurant;Halal Restaurant,07:00,20:30,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.5
Hou Weidao Chinese Restaurant,Nanjing,31.990868,118.708386,258.0,Chinese Restaurant;Chinese Restaurant,17:30,20:30,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,3.9
Pushan · Zen Cuisine Restaurant (Renheng Jiangwan New World Branch),Nanjing,31.992314,118.709804,400.0,Chinese Restaurant;Chinese Restaurant,16:00,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.2
International Youth Conference Hotel · Leike German Beer Restaurant,Nanjing,31.991023,118.708803,157.0,Foreign Restaurant;Western Restaurant,17:30,00:30,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.0
Xiang All-Day Restaurant,Nanjing,31.990583,118.708585,158.0,Foreign Restaurant;Western Restaurant,11:00,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.0
International Youth Conference Hotel - Buffet Restaurant (Nanjing International Youth Conference Hotel),Nanjing,31.990660,118.708676,99.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.1
Nanjing Jumeirah Hotel · Luchao Modern Chinese Restaurant,Nanjing,31.991186,118.709348,480.0,Food Service Related;Food Service Related,17:30,21:30,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.5
Bama Ouyue Seafood House (Renhengli New World),Nanjing,31.992152,118.710080,191.0,Chinese Restaurant;Chinese Restaurant,17:00,23:30,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.6
RONG57 · Modern Cantonese Cuisine (International Youth Conference Center),Nanjing,31.990397,118.708624,243.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.4
Furun Jiangwan Chinese Restaurant,Nanjing,31.998951,118.711814,100.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.4
ANTEP Turkish Restaurant (Jiangshan Central Store),Nanjing,31.988663,118.710784,166.0,Foreign Restaurant;Foreign Restaurant,17:00,22:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.5
Sanliang San Sichuan-Chongqing Spicy Tripe (Hunan Road Shiziqiao Store),Nanjing,32.067708,118.777860,54.0,Chinese Restaurant;Sichuan Cuisine,10:30,23:00,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.4
