restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Chongqing Restaurant (Jiahua Road Branch),Quanzhou,24.703018,118.452352,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,4.0
Thumbs Up Fast Food Restaurant (Anping Branch),Quanzhou,24.702140,118.451665,24.0,Fast Food Restaurant;Fast Food Restaurant,08:00,21:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,4.1
Chuan Yu Restaurant,Quanzhou,24.701145,118.451819,100.0,Chinese Restaurant;Chinese Restaurant,10:00,24:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,3.7
Shi Wei Tian Fast Food Restaurant,Quanzhou,24.701463,118.443982,100.0,Food Service Related;Food Service Related,11:00,21:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,4.1
Anping Tea Restaurant,Quanzhou,24.705692,118.457473,76.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,4.3
Shangyi Garden Fast Food Restaurant,Quanzhou,24.706721,118.459936,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,4.0
He San Miao Restaurant (Qiaocheng Jinsha City Renfu Garden Branch),Quanzhou,24.708459,118.461820,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,4.0
Fourth Courtyard Restaurant,Quanzhou,24.702665,118.436896,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,4.0
Brothers Restaurant (Jiehong Feast Branch),Quanzhou,24.707549,118.463624,100.0,Chinese Restaurant;Chinese Restaurant,08:30,22:00,Anping Bridge,"118.448945,24.707569",24.707569,118.448945,3.6
Lina Life Chinese and Western Music Restaurant (Quanzhou Flagship Store),Quanzhou,24.894490,118.588141,100.0,Fast Food Restaurant;Fast Food Restaurant,10:00,22:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.1
Victory Restaurant,Quanzhou,24.894445,118.587585,38.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.3
Self-Service Fast Food Restaurant,Quanzhou,24.897184,118.590875,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,3.4
Wanjia Restaurant,Quanzhou,24.895030,118.593372,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,3.8
Jixiang Restaurant (Dengfu Street Branch),Quanzhou,24.891104,118.592805,50.0,Chinese Restaurant;Chinese Restaurant,10:30,22:30,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.5
Zhen Hao Jia Self-Service Weighing Fast Food Restaurant (Dayang Branch),Quanzhou,24.895851,118.594983,33.0,Food Service Related;Food Service Related,10:00,22:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.2
Yiheyuan Vegetarian Buffet Restaurant,Quanzhou,24.900897,118.592886,29.0,Chinese Restaurant;Chinese Restaurant|生活服务;生活服务场所;生活服务场所,17:00,20:30,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.6
Hao Cheng Cai Steakhouse (Tumen Main Branch),Quanzhou,24.901835,118.591758,100.0,Foreign Restaurant;牛扒店(扒房),10:00,20:30,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.3
Xinjiang Rehe Cuisine Restaurant (Quanzhou Branch),Quanzhou,24.897409,118.596286,36.0,Food Service Related;Food Service Related,11:30,02:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.5
Minnan Flavor Restaurant (Qipanyuan Branch),Quanzhou,24.900000,118.594903,59.0,Chinese Restaurant;Fujian Cuisine,10:30,24:00,Tianhou Temple,"118.588755,24.895235",24.895235,118.588755,4.2
Brothers Restaurant (Qianban Xincun West District Branch),Quanzhou,24.895574,118.596981,43.0,Chinese Restaurant;Chinese Restaurant,10:30,01:30,Tianhou Temple - Deji Gate Ruins,"118.588435,24.894531",24.894531,118.588435,4.4
Mr. Li Music-Themed Restaurant,Quanzhou,24.674252,118.707382,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,3.8
Three Four Bud Beverage Shop,Quanzhou,24.674252,118.707382,90.0,Chinese Restaurant;Fujian Cuisine|Cold Beverage Shop;Cold Beverage Shop,11:00,21:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,3.8
Island Seafood Tower (Golden Coast Branch),Quanzhou,24.674513,118.707283,50.0,Chinese Restaurant;Chinese Restaurant,10:00,23:30,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,3.8
Coastal Seafood Restaurant,Quanzhou,24.672361,118.702255,81.0,Chinese Restaurant;Seafood Restaurant,10:00,23:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,4.3
Lai Jia Fast Food Restaurant,Quanzhou,24.683187,118.702781,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,3.8
Meiyu Delicious Restaurant,Quanzhou,24.683232,118.701637,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,0.2
Minshi Fisherman's Seafood Restaurant,Quanzhou,24.685975,118.717825,70.0,Chinese Restaurant;Seafood Restaurant,08:00,24:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,4.0
Arrive with Light Music Dining Bar (Hongtawan Branch),Quanzhou,24.685406,118.718791,100.0,Food Service Related;Food Service Related,11:00,21:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,3.9
No. 9 Kitchen Seafood Restaurant (Shishi Ten Mile Golden Coast Hongtawan Tourism Area Branch),Quanzhou,24.686294,118.717923,85.0,Chinese Restaurant;Seafood Restaurant,10:30,01:00,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,4.3
Haidibay Seafood Restaurant,Quanzhou,24.686325,118.717903,100.0,Chinese Restaurant;Seafood Restaurant,11:00,23:45,Shishi Golden Coast,"118.707192,24.673685",24.673685,118.707192,4.0
Beishuixie Tea Restaurant,Quanzhou,24.928607,118.584494,41.0,Fast Food Restaurant;Tea Restaurant,08:00,23:30,West Lake Park,"118.581605,24.929148",24.929148,118.581605,4.1
Yidu New Farmer Restaurant (Xinhua Community Jiannan Garden Branch),Quanzhou,24.925189,118.580905,60.0,Chinese Restaurant;Chinese Restaurant,16:30,23:00,West Lake Park,"118.581605,24.929148",24.929148,118.581605,4.2
Auntie's Chinese Restaurant (Zhongjun West Lake No. 1 North District Branch),Quanzhou,24.931942,118.577349,61.0,Chinese Restaurant;Chinese Restaurant,18:00,21:00,West Lake Park,"118.581605,24.929148",24.929148,118.581605,4.0
Come Again Restaurant (Zhongjun West Lake No.1 North District Branch),Quanzhou,24.931815,118.577244,41.0,Chinese Restaurant;Chinese Restaurant,10:00,24:00,West Lake Park,"118.581605,24.929148",24.929148,118.581605,4.0
