origin,destination,distance_meters,duration_minutes,cost
"32.045458,118.846557","32.056287,118.866392",3110,5,15
"32.045458,118.846557","32.044777,118.795778",6700,10,26
"32.045458,118.846557","32.020660,118.788899",8530,13,31
"32.045458,118.846557","32.067825,118.777783",9720,15,35
"32.045458,118.846557","31.995131,118.703146",20490,31,78
"32.045458,118.846557","32.064698,118.830719",3650,5,17
"32.045458,118.846557","32.094477,118.748018",15070,23,56
"32.045458,118.846557","32.092359,118.744723",15290,23,57
"32.045458,118.846557","32.012800,118.781821",9940,15,35
"32.045458,118.846557","32.049053,118.850510",770,9,0
"32.045458,118.846557","32.058352,118.847527",2010,5,12
"32.045458,118.846557","32.058378,118.847167",2010,5,12
"32.045458,118.846557","32.053088,118.840329",1440,17,0
"32.045458,118.846557","32.041985,118.849227",650,8,0
"32.045458,118.846557","32.043804,118.840376",860,10,0
"32.045458,118.846557","32.042471,118.841831",780,9,0
"32.045458,118.846557","32.042886,118.840991",840,10,0
"32.045458,118.846557","32.037885,118.850974",1320,16,0
"32.045458,118.846557","32.037985,118.850289",1260,15,0
"32.045458,118.846557","32.053020,118.826593",2890,5,14
"32.045458,118.846557","32.052922,118.826357",2910,5,14
"32.045458,118.846557","32.038346,118.840115",1400,17,0
"32.045458,118.846557","32.036269,118.853232",1680,20,0
"32.045458,118.846557","32.041811,118.878425",4240,6,18
"32.045458,118.846557","32.045050,118.795997",6670,10,26
"32.045458,118.846557","32.044738,118.795705",6710,10,26
"32.045458,118.846557","32.044619,118.795650",6720,10,26
"32.045458,118.846557","32.045993,118.796627",6590,10,25
"32.045458,118.846557","32.045954,118.796309",6630,10,25
"32.045458,118.846557","32.045158,118.795034",6800,10,26
"32.045458,118.846557","32.045045,118.794465",6870,10,26
"32.045458,118.846557","32.045751,118.794110",6920,10,26
"32.045458,118.846557","32.045509,118.792470",7140,11,27
"32.045458,118.846557","32.044040,118.792340",7160,11,27
"32.045458,118.846557","32.020352,118.789761",8450,13,31
"32.045458,118.846557","32.020275,118.790175",8410,13,31
"32.045458,118.846557","32.021861,118.789212",8410,13,31
"32.045458,118.846557","32.019013,118.790272",8490,13,31
"32.045458,118.846557","32.021395,118.791283",8200,12,30
"32.045458,118.846557","32.020696,118.786196",8850,13,32
"32.045458,118.846557","32.022689,118.787481",8560,13,31
"32.045458,118.846557","32.021996,118.791824",8090,12,30
"32.045458,118.846557","32.023204,118.787265",8560,13,31
"32.045458,118.846557","32.022530,118.786194",8730,13,32
"32.045458,118.846557","32.031013,118.738209",14470,22,53
"32.045458,118.846557","32.032169,118.736831",14630,22,54
"32.045458,118.846557","32.030694,118.738053",14500,22,54
"32.045458,118.846557","32.066370,118.815739",5210,8,21
"32.045458,118.846557","32.067685,118.817973",5120,8,21
"32.045458,118.846557","32.011515,118.787387",9430,14,34
"32.045458,118.846557","32.011774,118.786821",9470,14,34
"32.045458,118.846557","32.012241,118.787144",9390,14,34
"32.045458,118.846557","32.011940,118.786703",9470,14,34
"32.045458,118.846557","32.011064,118.786955",9520,14,34
"32.045458,118.846557","32.009595,118.785806",9770,15,35
"32.045458,118.846557","32.067708,118.777860",9700,15,35
"32.045458,118.846557","32.068005,118.778377",9660,14,35
"32.045458,118.846557","32.068328,118.777251",9810,15,35
"32.045458,118.846557","32.068635,118.777723",9770,15,35
"32.045458,118.846557","32.068108,118.776615",9880,15,35
"32.045458,118.846557","32.068922,118.777773",9780,15,35
"32.045458,118.846557","32.066348,118.779251",9460,14,34
"32.045458,118.846557","32.065691,118.778978",9460,14,34
"32.045458,118.846557","32.065692,118.779045",9450,14,34
"32.045458,118.846557","32.067995,118.780615",9380,14,34
"32.045458,118.846557","31.990868,118.708386",20120,30,76
"32.045458,118.846557","31.992314,118.709804",19860,30,75
"32.045458,118.846557","31.991023,118.708803",20060,30,76
"32.045458,118.846557","31.990583,118.708585",20120,30,76
"32.045458,118.846557","31.990660,118.708676",20100,30,76
"32.045458,118.846557","31.991186,118.709348",19980,30,76
"32.045458,118.846557","31.992152,118.710080",19830,30,75
"32.045458,118.846557","31.990397,118.708624",20120,30,76
"32.045458,118.846557","31.998951,118.711814",19200,29,72
"32.045458,118.846557","31.988663,118.710784",19980,30,76
"32.045458,118.846557","32.068502,118.820836",4940,7,20
"32.045458,118.846557","32.053654,118.826412",2950,5,14
"32.045458,118.846557","32.058898,118.817225",4400,7,19
"32.045458,118.846557","32.054359,118.821680",3560,5,16
"32.045458,118.846557","32.075920,118.821336",5790,9,23
"32.045458,118.846557","32.064443,118.814406",5170,8,21
"32.045458,118.846557","32.092845,118.743475",15470,23,57
"32.045458,118.846557","32.087244,118.748231",14510,22,54
"32.045458,118.846557","32.097284,118.738466",16380,25,61
"32.045458,118.846557","32.085854,118.748233",14420,22,53
"32.045458,118.846557","32.085026,118.752184",13890,21,51
"32.045458,118.846557","32.083442,118.742272",14970,22,55
"32.045458,118.846557","32.083937,118.757297",13210,20,48
"32.045458,118.846557","32.082070,118.753265",13560,20,50
"32.045458,118.846557","32.089317,118.733542",16400,25,61
"32.045458,118.846557","32.087203,118.734081",16200,24,60
"32.045458,118.846557","32.083999,118.735139",15880,24,59
"32.045458,118.846557","32.038484,118.793831",7040,11,27
"32.045458,118.846557","32.036798,118.793557",7120,11,27
"32.045458,118.846557","32.014032,118.782467",9770,15,35
"32.045458,118.846557","32.014340,118.786519",9290,14,33
"32.045458,118.846557","32.017659,118.781991",9560,14,34
"32.045458,118.846557","32.017072,118.778978",9950,15,35
"32.045458,118.846557","32.044801,118.783555",8310,12,31
"32.045458,118.846557","32.045307,118.783591",8310,12,31
"32.045458,118.846557","31.964275,118.798658",14130,21,52
"32.045458,118.846557","31.970608,118.792793",13640,20,50
"32.045458,118.846557","31.970035,118.792453",13740,21,51
"32.045458,118.846557","32.071835,118.907625",9040,14,33
"32.045458,118.846557","32.070438,118.907057",8880,13,32
"32.045458,118.846557","32.079605,118.908493",9750,15,35
"32.045458,118.846557","32.036621,118.785238",8210,12,30
"32.045458,118.846557","32.037317,118.783542",8410,13,31
"32.045458,118.846557","32.037694,118.787741",7850,12,29
"32.045458,118.846557","31.832674,118.838708",33140,50,128
"32.045458,118.846557","31.838331,118.845945",32240,48,125
"32.045458,118.846557","31.838785,118.836462",32200,48,124
"32.045458,118.846557","32.036913,118.788282",7800,12,29
"32.045458,118.846557","32.069636,118.898916",7870,12,29
"32.045458,118.846557","32.050525,118.894318",6350,10,25
"32.045458,118.846557","32.046716,118.890513",5800,9,23
"32.045458,118.846557","45.679286,126.614384",2319120,3479,9272
"32.045458,118.846557","45.668225,126.620588",2317880,3477,9267
"32.045458,118.846557","45.666401,126.621928",2317690,3477,9266
"32.045458,118.846557","31.911518,118.652479",33040,50,128
"32.045458,118.846557","31.912543,118.653729",32810,49,127
"32.045458,118.846557","31.920657,118.638587",33640,50,130
"32.045458,118.846557","31.936447,118.822113",17270,26,65
"32.045458,118.846557","31.936464,118.822102",17270,26,65
"32.045458,118.846557","31.937886,118.820249",17100,26,64
"32.045458,118.846557","31.970322,118.805872",12870,19,47
"32.045458,118.846557","31.963009,118.802914",14070,21,52
"32.045458,118.846557","32.012414,118.800383",7970,12,30
"32.045458,118.846557","31.995601,118.808036",9280,14,33
"32.045458,118.846557","32.007394,118.797112",8810,13,32
"32.045458,118.846557","31.980307,118.738099",17540,26,66
"32.045458,118.846557","31.983099,118.739200",17180,26,64
"32.045458,118.846557","31.983244,118.739570",17120,26,64
"32.045458,118.846557","32.087348,118.794086",9510,14,34
"32.045458,118.846557","32.086884,118.794940",9380,14,34
"32.045458,118.846557","32.088550,118.791667",9870,15,35
"32.045458,118.846557","31.793083,118.814155",39520,59,154
"32.045458,118.846557","31.771798,118.832410",42640,64,166
"32.045458,118.846557","31.789736,118.810925",40090,60,156
"32.045458,118.846557","32.334505,118.825957",45080,68,176
"32.045458,118.846557","32.319195,118.807750",42920,64,167
"32.045458,118.846557","32.326439,118.830268",43790,66,171
"32.045458,118.846557","32.083795,118.800594",8510,13,31
"32.045458,118.846557","32.089780,118.804143",8880,13,32
"32.045458,118.846557","31.980448,118.735894",17770,27,67
"32.045458,118.846557","31.982015,118.734584",17780,27,67
"32.045458,118.846557","32.322922,118.830047",43250,65,169
"32.045458,118.846557","32.302138,118.819691",40110,60,156
"32.045458,118.846557","32.103046,118.891205",10730,16,39
"32.045458,118.846557","32.098674,118.886171",9790,15,35
"32.045458,118.846557","32.091200,118.882883",8580,13,31
"32.045458,118.846557","32.037157,118.793687",7100,11,27
"32.045458,118.846557","32.106223,118.719676",19220,29,72
"32.045458,118.846557","32.045455,118.783199",8360,13,31
"32.045458,118.846557","31.842300,118.826000",31740,48,123
"32.045458,118.846557","32.318400,118.820000",42630,64,166
"32.045458,118.846557","31.967739,118.804099",13330,20,49
"32.045458,118.846557","32.103049,118.891212",10730,16,39
"32.045458,118.846557","31.979202,118.740648",17370,26,65
"32.045458,118.846557","31.788973,118.831307",39980,60,156
"32.045458,118.846557","32.045542,118.783456",8330,12,31
"32.045458,118.846557","31.981410,118.737095",17560,26,66
"32.045458,118.846557","32.037057,118.785687",8140,12,30
"32.045458,118.846557","32.036533,118.785952",8120,12,30
"32.045458,118.846557","32.071969,118.908081",9110,14,33
"32.045458,118.846557","31.936237,118.821917",17310,26,65
"32.045458,118.846557","32.031002,118.738503",14440,22,53
"32.045458,118.846557","32.007382,118.812006",7480,11,28
"32.045458,118.846557","32.037122,118.793920",7070,11,27
"32.045458,118.846557","32.091374,118.775473",11790,18,43
"32.045458,118.846557","32.018343,118.788350",8770,13,32
"32.045458,118.846557","32.315278,118.827921",42080,63,164
"32.045458,118.846557","31.907894,118.648118",33840,51,131
"32.045458,118.846557","32.062172,118.888463",6110,9,24
"32.045458,118.846557","31.731634,118.871181",48960,73,191
"32.045458,118.846557","31.142267,121.808682",417160,626,1664
"32.045458,118.846557","41.639456,123.495270",1601210,2402,6400
"32.045458,118.846557","39.510561,116.429172",1201410,1802,4801
"32.045458,118.846557","40.080213,116.602545",1282140,1923,5124
"32.045458,118.846557","32.087125,118.797510",9160,14,33
"32.045458,118.846557","31.968763,118.798034",13550,20,50
"32.045458,118.846557","41.819192,123.436213",1624490,2437,6494
"32.045458,118.846557","32.096106,118.741442",15950,24,59
"32.045458,118.846557","41.794400,123.395147",1619130,2429,6472
"32.045458,118.846557","32.081307,118.733844",15880,24,59
"32.045458,118.846557","41.668789,123.407006",1601520,2402,6402
"32.045458,118.846557","32.016973,118.788631",8840,13,32
"32.045458,118.846557","32.089454,118.779471",11190,17,40
"32.045458,118.846557","32.087971,118.772097",11840,18,43
"32.045458,118.846557","32.092281,118.769398",12520,19,46
"32.045458,118.846557","32.097053,118.778817",12020,18,44
"32.045458,118.846557","32.087946,118.768697",12220,18,44
"32.045458,118.846557","31.731634,118.871181",48960,73,191
"32.045458,118.846557","41.639456,123.495270",1601210,2402,6400
"32.045458,118.846557","41.644069,123.501493",1602150,2403,6404
"32.045458,118.846557","41.629688,123.495914",1599830,2400,6395
"32.045458,118.846557","31.998425,118.780177",11420,17,41
"32.045458,118.846557","31.998338,118.773660",12100,18,44
"32.045458,118.846557","32.004719,118.778684",10980,16,40
"32.045458,118.846557","32.004300,118.773048",11630,17,42
"32.045458,118.846557","32.005229,118.772592",11600,17,42
"32.045458,118.846557","32.007525,118.774560",11190,17,40
"32.045458,118.846557","31.997514,118.792254",10350,16,37
"32.045458,118.846557","32.007026,118.787968",9780,15,35
"32.045458,118.846557","32.006777,118.788451",9750,15,35
"32.045458,118.846557","32.006899,118.789687",9610,14,34
"32.045458,118.846557","32.020660,118.788899",8530,13,31
"32.045458,118.846557","32.055418,118.867942",3220,5,15
"32.045458,118.846557","32.054508,118.854097",1720,21,0
"32.045458,118.846557","32.055096,118.855382",1900,23,0
"32.045458,118.846557","32.040802,118.825064",2930,5,14
"32.045458,118.846557","32.039269,118.825427",2950,5,14
"32.045458,118.846557","32.039919,118.823378",3180,5,15
"32.045458,118.846557","32.043422,118.824293",2950,5,14
"32.045458,118.846557","32.038720,118.822091",3390,5,16
"32.045458,118.846557","32.044629,118.822917",3120,5,15
"32.045458,118.846557","32.043222,118.816105",4030,6,18
"32.045458,118.846557","32.040970,118.834915",1690,20,0
"32.045458,118.846557","32.032954,118.830965",2830,5,14
"32.045458,118.846557","32.034991,118.816403",4300,6,18
"32.045458,118.846557","32.046252,118.814997",4170,6,18
"32.056287,118.866392","32.045458,118.846557",3110,5,15
"32.056287,118.866392","32.044777,118.795778",9490,14,34
"32.056287,118.866392","32.020660,118.788899",11630,17,42
"32.056287,118.866392","32.067825,118.777783",11830,18,43
"32.056287,118.866392","31.995131,118.703146",23560,35,90
"32.056287,118.866392","32.064698,118.830719",4890,7,20
"32.056287,118.866392","32.094477,118.748018",16710,25,62
"32.056287,118.866392","32.092359,118.744723",17000,26,64
"32.056287,118.866392","32.012800,118.781821",13050,20,48
"32.056287,118.866392","32.049053,118.850510",2380,5,13
"32.056287,118.866392","32.058352,118.847527",2510,5,13
"32.056287,118.866392","32.058378,118.847167",2560,5,13
"32.056287,118.866392","32.053088,118.840329",3470,5,16
"32.056287,118.866392","32.041985,118.849227",3180,5,15
"32.056287,118.866392","32.043804,118.840376",3940,6,17
"32.056287,118.866392","32.042471,118.841831",3890,6,17
"32.056287,118.866392","32.042886,118.840991",3950,6,17
"32.056287,118.866392","32.037885,118.850974",3510,5,16
"32.056287,118.866392","32.037985,118.850289",3550,5,16
"32.056287,118.866392","32.053020,118.826593",5280,8,21
"32.056287,118.866392","32.052922,118.826357",5310,8,22
"32.056287,118.866392","32.038346,118.840115",4450,7,19
"32.056287,118.866392","32.036269,118.853232",3570,5,16
"32.056287,118.866392","32.041811,118.878425",2760,5,14
"32.056287,118.866392","32.045050,118.795997",9450,14,34
"32.056287,118.866392","32.044738,118.795705",9500,14,34
"32.056287,118.866392","32.044619,118.795650",9510,14,34
"32.056287,118.866392","32.045993,118.796627",9340,14,34
"32.056287,118.866392","32.045954,118.796309",9390,14,34
"32.056287,118.866392","32.045158,118.795034",9570,14,34
"32.056287,118.866392","32.045045,118.794465",9650,14,35
"32.056287,118.866392","32.045751,118.794110",9680,15,35
"32.056287,118.866392","32.045509,118.792470",9900,15,35
"32.056287,118.866392","32.044040,118.792340",9960,15,35
"32.056287,118.866392","32.020352,118.789761",11560,17,42
"32.056287,118.866392","32.020275,118.790175",11510,17,42
"32.056287,118.866392","32.021861,118.789212",11510,17,42
"32.056287,118.866392","32.019013,118.790272",11600,17,42
"32.056287,118.866392","32.021395,118.791283",11300,17,41
"32.056287,118.866392","32.020696,118.786196",11950,18,43
"32.056287,118.866392","32.022689,118.787481",11650,17,42
"32.056287,118.866392","32.021996,118.791824",11190,17,40
"32.056287,118.866392","32.023204,118.787265",11640,17,42
"32.056287,118.866392","32.022530,118.786194",11820,18,43
"32.056287,118.866392","32.031013,118.738209",17370,26,65
"32.056287,118.866392","32.032169,118.736831",17500,26,66
"32.056287,118.866392","32.030694,118.738053",17400,26,65
"32.056287,118.866392","32.066370,118.815739",6860,10,26
"32.056287,118.866392","32.067685,118.817973",6630,10,25
"32.056287,118.866392","32.011515,118.787387",12540,19,46
"32.056287,118.866392","32.011774,118.786821",12580,19,46
"32.056287,118.866392","32.012241,118.787144",12510,19,46
"32.056287,118.866392","32.011940,118.786703",12580,19,46
"32.056287,118.866392","32.011064,118.786955",12630,19,46
"32.056287,118.866392","32.009595,118.785806",12880,19,47
"32.056287,118.866392","32.067708,118.777860",11810,18,43
"32.056287,118.866392","32.068005,118.778377",11750,18,43
"32.056287,118.866392","32.068328,118.777251",11910,18,43
"32.056287,118.866392","32.068635,118.777723",11850,18,43
"32.056287,118.866392","32.068108,118.776615",11990,18,44
"32.056287,118.866392","32.068922,118.777773",11860,18,43
"32.056287,118.866392","32.066348,118.779251",11600,17,42
"32.056287,118.866392","32.065691,118.778978",11630,17,42
"32.056287,118.866392","32.065692,118.779045",11620,17,42
"32.056287,118.866392","32.067995,118.780615",11460,17,41
"32.056287,118.866392","31.990868,118.708386",23210,35,88
"32.056287,118.866392","31.992314,118.709804",22940,34,87
"32.056287,118.866392","31.991023,118.708803",23150,35,88
"32.056287,118.866392","31.990583,118.708585",23200,35,88
"32.056287,118.866392","31.990660,118.708676",23190,35,88
"32.056287,118.866392","31.991186,118.709348",23070,35,88
"32.056287,118.866392","31.992152,118.710080",22920,34,87
"32.056287,118.866392","31.990397,118.708624",23210,35,88
"32.056287,118.866392","31.998951,118.711814",22270,33,85
"32.056287,118.866392","31.988663,118.710784",23080,35,88
"32.056287,118.866392","32.068502,118.820836",6300,9,25
"32.056287,118.866392","32.053654,118.826412",5290,8,21
"32.056287,118.866392","32.058898,118.817225",6500,10,25
"32.056287,118.866392","32.054359,118.821680",5910,9,23
"32.056287,118.866392","32.075920,118.821336",6680,10,26
"32.056287,118.866392","32.064443,118.814406",6980,10,27
"32.056287,118.866392","32.092845,118.743475",17180,26,64
"32.056287,118.866392","32.087244,118.748231",16320,24,61
"32.056287,118.866392","32.097284,118.738466",18040,27,68
"32.056287,118.866392","32.085854,118.748233",16250,24,61
"32.056287,118.866392","32.085026,118.752184",15720,24,58
"32.056287,118.866392","32.083442,118.742272",16910,25,63
"32.056287,118.866392","32.083937,118.757297",15020,23,56
"32.056287,118.866392","32.082070,118.753265",15450,23,57
"32.056287,118.866392","32.089317,118.733542",18260,27,69
"32.056287,118.866392","32.087203,118.734081",18110,27,68
"32.056287,118.866392","32.083999,118.735139",17840,27,67
"32.056287,118.866392","32.038484,118.793831",9970,15,36
"32.056287,118.866392","32.036798,118.793557",10080,15,36
"32.056287,118.866392","32.014032,118.782467",12880,19,47
"32.056287,118.866392","32.014340,118.786519",12400,19,45
"32.056287,118.866392","32.017659,118.781991",12660,19,46
"32.056287,118.866392","32.017072,118.778978",13050,20,48
"32.056287,118.866392","32.044801,118.783555",11080,17,40
"32.056287,118.866392","32.045307,118.783591",11060,17,40
"32.056287,118.866392","31.964275,118.798658",16890,25,63
"32.056287,118.866392","31.970608,118.792793",16500,25,62
"32.056287,118.866392","31.970035,118.792453",16600,25,62
"32.056287,118.866392","32.071835,118.907625",5950,9,23
"32.056287,118.866392","32.070438,118.907057",5800,9,23
"32.056287,118.866392","32.079605,118.908493",6640,10,26
"32.056287,118.866392","32.036621,118.785238",11140,17,40
"32.056287,118.866392","32.037317,118.783542",11320,17,41
"32.056287,118.866392","32.037694,118.787741",10770,16,39
"32.056287,118.866392","31.832674,118.838708",35000,53,136
"32.056287,118.866392","31.838331,118.845945",34040,51,132
"32.056287,118.866392","31.838785,118.836462",34090,51,132
"32.056287,118.866392","32.036913,118.788282",10740,16,39
"32.056287,118.866392","32.069636,118.898916",4770,7,20
"32.056287,118.866392","32.050525,118.894318",3790,6,17
"32.056287,118.866392","32.046716,118.890513",3510,5,16
"32.056287,118.866392","45.679286,126.614384",2316590,3475,9262
"32.056287,118.866392","45.668225,126.620588",2315350,3473,9257
"32.056287,118.866392","45.666401,126.621928",2315160,3473,9256
"32.056287,118.866392","31.911518,118.652479",36130,54,140
"32.056287,118.866392","31.912543,118.653729",35910,54,139
"32.056287,118.866392","31.920657,118.638587",36750,55,143
"32.056287,118.866392","31.936447,118.822113",19550,29,74
"32.056287,118.866392","31.936464,118.822102",19550,29,74
"32.056287,118.866392","31.937886,118.820249",19410,29,73
"32.056287,118.866392","31.970322,118.805872",15590,23,58
"32.056287,118.866392","31.963009,118.802914",16770,25,63
"32.056287,118.866392","32.012414,118.800383",11070,17,40
"32.056287,118.866392","31.995601,118.808036",12190,18,44
"32.056287,118.866392","32.007394,118.797112",11900,18,43
"32.056287,118.866392","31.980307,118.738099",20660,31,78
"32.056287,118.866392","31.983099,118.739200",20290,30,77
"32.056287,118.866392","31.983244,118.739570",20240,30,77
"32.056287,118.866392","32.087348,118.794086",10690,16,38
"32.056287,118.866392","32.086884,118.794940",10560,16,38
"32.056287,118.866392","32.088550,118.791667",11060,17,40
"32.056287,118.866392","31.793083,118.814155",41550,62,162
"32.056287,118.866392","31.771798,118.832410",44510,67,174
"32.056287,118.866392","31.789736,118.810925",42140,63,164
"32.056287,118.866392","32.334505,118.825957",43640,65,170
"32.056287,118.866392","32.319195,118.807750",41650,62,162
"32.056287,118.866392","32.326439,118.830268",42320,63,165
"32.056287,118.866392","32.083795,118.800594",9680,15,35
"32.056287,118.866392","32.089780,118.804143",9730,15,35
"32.056287,118.866392","31.980448,118.735894",20880,31,79
"32.056287,118.866392","31.982015,118.734584",20890,31,79
"32.056287,118.866392","32.322922,118.830047",41780,63,163
"32.056287,118.866392","32.302138,118.819691",38760,58,151
"32.056287,118.866392","32.103046,118.891205",7980,12,30
"32.056287,118.866392","32.098674,118.886171",7100,11,27
"32.056287,118.866392","32.091200,118.882883",5850,9,23
"32.056287,118.866392","32.037157,118.793687",10050,15,36
"32.056287,118.866392","32.106223,118.719676",20850,31,79
"32.056287,118.866392","32.045455,118.783199",11110,17,40
"32.056287,118.866392","31.842300,118.826000",33740,51,131
"32.056287,118.866392","32.318400,118.820000",41260,62,161
"32.056287,118.866392","31.967739,118.804099",16050,24,60
"32.056287,118.866392","32.103049,118.891212",7980,12,30
"32.056287,118.866392","31.979202,118.740648",20480,31,78
"32.056287,118.866392","31.788973,118.831307",41870,63,163
"32.056287,118.866392","32.045542,118.783456",11070,17,40
