poi_name,latitude,longitude,address,poi_type
Hongya Cave Folk Culture Area,29.562204,106.579027,,attraction
Huguang Guild Hall,29.557921,106.586915,,attraction
Chongqing China Three Gorges Museum,29.562014,106.550513,,attraction
Mountain City Trail · Jianxing Slope Grand Stairway,29.551340,106.548454,,attraction
Nanshan One Tree Scenic Area,29.545316,106.602505,,attraction
Liziba Monorail Station,29.553340,106.538016,,attraction
Chongqing Two Rivers Night Cruise,29.560000,106.580000,,attraction
Bayi Road Food Street,29.556310,106.577448,,attraction
Chongqing Art Museum,29.560017,106.576909,,attraction
Chongqing Shibati Traditional Style Area,29.551015,106.573042,,attraction
Beibuyuan Old Hot Pot (Hongyadong Branch),29.561089,106.578870,,restaurant
Guaxixi Hot Pot (Hongyadong Branch),29.561056,106.579061,,restaurant
Jinzhao Drunken Tavern (Hongyadong Branch),29.561251,106.578230,,restaurant
Yangji Longfu Chongqing Jianghu Cuisine (Jiefangbei Flagship Store),29.561053,106.578091,,restaurant
Ancient Maple Hot Pot (Hongyadong Branch),29.560770,106.579150,,restaurant
Sister Lian Hot Pot (Hongyadong Branch),29.561313,106.580333,,restaurant
Aunt Ding's Hotpot (Hongyadong Branch),29.562602,106.580798,,restaurant
Grandma Chen Hot Pot,29.561436,106.577164,,restaurant
Beibu Garden Old Hot Pot (Hongyadong Daijia Lane Branch),29.561223,106.577220,,restaurant
Pei Jie Old Hot Pot (Hongyadong Branch),29.561384,106.581577,,restaurant
Hidden Here Garden Restaurant (Chongbai Building Branch),29.556809,106.576425,,restaurant
Eguan (Jiefangbei Yingli Branch),29.555982,106.575355,,restaurant
Yingli Grand Mall Restaurant (Yingli International Financial Center Branch),29.555697,106.575618,,restaurant
New Fun Restaurant (Cathay Branch),29.558893,106.576121,,restaurant
Guangzhou Chaoren Tea Restaurant (Guotai Plaza Branch),29.559065,106.576152,,restaurant
Bob Burger,29.550482,106.595027,,restaurant
Fan Jianghu · Jianghu Cuisine (Huguang Guild Hall Branch),29.557397,106.587080,,restaurant
99 Tofu Pudding House (Jiefangbei Pedestrian Street Branch),29.559132,106.584040,,restaurant
Xiaoju Family Cuisine,29.555101,106.585600,,restaurant
SPEAKEASY Garden Restaurant,29.557825,106.582875,,restaurant
Old Wharf Restaurant Chongqing Noodles Specialty Jianghu Cuisine,29.562890,106.587738,,restaurant
Mr. Rice (Raffles Restaurant),29.562981,106.585820,,restaurant
Luming Cloud Restaurant,29.563207,106.586046,,restaurant
Raffles Second Restaurant (Chongqing Raffles City Branch),29.563225,106.588275,,restaurant
Xu Shengji. Louwaixiang Chinese Restaurant (Jiefangbei Fosun International Branch),29.560375,106.581225,,restaurant
Fumanjia Hot Pot,29.548696,106.573429,,restaurant
Liziba Liangshan Chicken (Park Branch),29.551647,106.535731,,restaurant
Chongqing Hidden Goose Ridge Art Museum Hotel · Hidden Scenic View Restaurant,29.550875,106.538693,,restaurant
Second Factory Old Hotpot (Cultural Park Branch),29.550769,106.540372,,restaurant
Liaoji Restaurant (Jiankang Xinjv Branch),29.552250,106.541818,,restaurant
Joyful Restaurant (Changjiang First Road),29.551440,106.543603,,restaurant
Wang's Restaurant (Eling Zheng Street),29.548097,106.536410,,restaurant
Fourth Sister Restaurant (Eling Mountain Villa Branch),29.548024,106.536141,,restaurant
Dongyun Restaurant,29.551409,106.544207,,restaurant
Hongyun Restaurant (Lianglukou Branch),29.551409,106.544207,,restaurant
Juanjuan Restaurant (Lianglukou Branch),29.551413,106.544232,,restaurant
Heryu Cuisine,29.573221,106.533461,,restaurant
Hao Ke Lai Steak (Chongqing Guanyinqiao Yingjia Restaurant),29.572855,106.533791,,restaurant
Baixing Restaurant (Zengjiayan Tunnel Branch),29.560680,106.551088,,restaurant
Xiayun Restaurant Noodles (Renmin Village Community Branch),29.562897,106.552496,,restaurant
Taoyuan Restaurant,29.559479,106.549782,,restaurant
Clarella Western Restaurant,29.564931,106.549439,,restaurant
Yizhishi Garden Restaurant,29.562546,106.546935,,restaurant
