origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 17:20:00,2025-11-12 19:30:00,130,HU7860,Hainan Airlines | Hainan Airlines,Economy Class,2,737,Medium Aircraft,Boeing,720,1,175
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CAN,Baiyun International Airport,2025-11-12 11:10:00,2025-11-12 13:40:00,150,CZ3778,China Southern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,3370,1,186
Ningbo,Zhengzhou,2025-11-12,CAN,Baiyun International Airport,CGO,Xinzheng International Airport,2025-11-12 14:45:00,2025-11-12 17:00:00,135,CZ6626,China Southern Airlines,Economy Class,1,737,Medium Aircraft,Boeing,3370,2,186
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 14:15:00,2025-11-12 16:20:00,125,SC4944,Shandong Airlines,Economy Class,3,737,Medium Aircraft,Boeing,798,1,178
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 08:50:00,2025-11-12 10:50:00,120,MU6353,China Eastern Airlines,Economy Class,2,320,Medium Aircraft,Airbus,1120,1,180
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 08:50:00,2025-11-12 10:50:00,120,G58554,China Express Airlines,Economy Class,1,320,Medium Aircraft,Airbus,1130,1,181
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 18:45:00,2025-11-12 20:45:00,120,MU9895,China Eastern Airlines,Economy Class,3,320,Medium Aircraft,Airbus,700,1,176
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 18:45:00,2025-11-12 20:45:00,120,G56802,China Express Airlines,Economy Class,7,320,Medium Aircraft,Airbus,750,1,177
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 14:15:00,2025-11-12 16:20:00,125,CA4890,Air China,Economy Class,2,737,Medium Aircraft,Boeing,800,1,179
Ningbo,Zhengzhou,2025-11-12,NGB,Lishe International Airport,CGO,Xinzheng International Airport,2025-11-12 10:10:00,2025-11-12 12:15:00,125,PN6362,Hainan Airlines | West Air,First Class,3,320,Medium Aircraft,Airbus,2130,1,182
Zhengzhou,Ningbo,2025-11-18,CGO,Xinzheng International Airport,NGB,Lishe International Airport,2025-11-18 21:45:00,2025-11-18 23:30:00,105,G56803,China Express Airlines,Economy Class,3,320,Medium Aircraft,Airbus,1130,1,192
Zhengzhou,Ningbo,2025-11-18,CGO,Xinzheng International Airport,NGB,Lishe International Airport,2025-11-18 11:35:00,2025-11-18 13:25:00,110,SC4943,Shandong Airlines,Economy Class,2,737,Medium Aircraft,Boeing,796,1,189
Zhengzhou,Ningbo,2025-11-18,CGO,Xinzheng International Airport,DLC,Zhoushuizi Airport,2025-11-18 07:45:00,2025-11-18 09:40:00,115,9C7070,Spring Airlines,Economy Class,1,320,Medium Aircraft,Airbus,889,1,193
Zhengzhou,Ningbo,2025-11-18,DLC,Zhoushuizi Airport,NGB,Lishe International Airport,2025-11-18 11:15:00,2025-11-18 13:20:00,125,MU6560,China Eastern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,889,2,193
Zhengzhou,Ningbo,2025-11-18,CGO,Xinzheng International Airport,NGB,Lishe International Airport,2025-11-18 11:50:00,2025-11-18 13:40:00,110,MU6354,China Eastern Airlines,Economy Class,2,320,Medium Aircraft,Airbus,782,1,188
Zhengzhou,Ningbo,2025-11-18,CGO,Xinzheng International Airport,NGB,Lishe International Airport,2025-11-18 21:45:00,2025-11-18 23:30:00,105,MU9896,China Eastern Airlines,First Class,8,320,Medium Aircraft,Airbus,2080,1,191
Zhengzhou,Ningbo,2025-11-18,CGO,Xinzheng International Airport,NGB,Lishe International Airport,2025-11-18 17:55:00,2025-11-18 19:50:00,115,PN6361,Hainan Airlines | West Air,Economy Class,1,320,Medium Aircraft,Airbus,770,1,187
Zhengzhou,Ningbo,2025-11-18,CGO,Xinzheng International Airport,NGB,Lishe International Airport,2025-11-18 14:30:00,2025-11-18 16:25:00,115,HU7859,Hainan Airlines | Hainan Airlines,Economy Class,3,737,Medium Aircraft,Boeing,790,1,190
