restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
"Nanjing The Grand Mansion, a Luxury Collection Hotel · Xuanling Pavilion Chinese Restaurant",Nanjing,32.042870,118.798986,334.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.3
The Grand Mansion Luxury Collection Hotel · Old Nanjing Orange Twilight Restaurant,Nanjing,32.042545,118.798838,236.0,Chinese Restaurant;Chinese Restaurant,17:30,21:30,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.2
Ge Wai Xiang Restaurant (Taiping Bridge South Community South District Branch),Nanjing,32.045396,118.799443,100.0,Chinese Restaurant;Chinese Restaurant,09:00,23:00,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.0
Kao Yin · Fresh Grill Social Tavern (Daxing Palace 1912 Branch),Nanjing,32.044619,118.795650,107.0,Chinese Restaurant;Chinese Restaurant,11:30,01:00,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.6
Nanjing Da Pai Dang (1912 Presidential Palace Branch),Nanjing,32.045050,118.795997,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.7
Fine Recipe Creative Western Cuisine (Presidential Palace 1912 Branch),Nanjing,32.044738,118.795705,110.0,Foreign Restaurant;Western Restaurant,11:00,20:30,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.7
Zhuque Bridge · Nanjing Duck Culture Theme Restaurant,Nanjing,32.045993,118.796627,59.0,Food Service Related;Food Service Related,11:00,21:00,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.3
Qiangye Restaurant (Changbai Street Branch),Nanjing,32.039040,118.798726,100.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.4
Plum Blossom Ode · Jinling Bistro (Presidential Palace 1912 Branch),Nanjing,32.045954,118.796309,77.0,Chinese Restaurant;Chinese Restaurant,09:00,20:30,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.7
Xinjiang Cuisine BBQ Restaurant (Taiping North Road Branch),Nanjing,32.045158,118.795034,85.0,Chinese Restaurant;Local Specialty Restaurant,11:00,21:00,Six Dynasties Museum,"118.799124,32.042840",32.042840,118.799124,4.0
La Niña Spanish Restaurant (Beiting Alley Branch),Nanjing,32.045045,118.794465,101.0,Foreign Restaurant;地中海风格菜品,10:30,21:30,Nanjing 1912 Block,"118.795778,32.044777",32.044777,118.795778,3.9
Sam's Mexican Restaurant (Nanjing D9 District Branch),Nanjing,32.045751,118.794110,68.0,Foreign Restaurant;Foreign Restaurant,17:00,23:00,Nanjing 1912 Block,"118.795778,32.044777",32.044777,118.795778,4.8
No Worries Australian Bistro (Shipopo'an Branch),Nanjing,32.045509,118.792470,100.0,Cafe;Cafe,11:00,21:00,Nanjing 1912 Block,"118.795778,32.044777",32.044777,118.795778,4.8
Hanfu Hotel Chinese Restaurant,Nanjing,32.044040,118.792340,181.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing 1912 Block,"118.795778,32.044777",32.044777,118.795778,3.9
LA·Lanan Riverside View Restaurant,Nanjing,32.109562,118.748666,105.0,Food Service Related;Food Service Related,11:00,23:00,Nanjing Yangtze River Bridge,"118.738514,32.116040",32.116040,118.738514,4.1
Sili Garden Restaurant,Nanjing,32.122554,118.727990,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Nanjing Yangtze River Bridge,"118.738514,32.116040",32.116040,118.738514,3.8
