city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Chongqing,Huguang Guild Hall,B0017822LZ,"Ancient Qing Dynasty architectural complex, showcasing immigrant culture and exploring the historical and cultural roots of Chongqing.",Historical and Cultural,,29.557921,106.586915,4.7,09:00,18:00,,1.0,2.5,30
Chongqing,Bayilu Food Street,B0G2XXRPD4,"Famous Chongqing snack street, featuring authentic local delicacies such as Chongqing noodles and spicy and sour vermicelli.",Leisure Experience,,29.556310,106.577448,4.8,10:00,23:00,,1.0,2.5,0
Chongqing,Chongqing Two Rivers Night Cruise,B0H3S7N77H,Classic activity of taking a night cruise on the Yangtze River and Jialing River to enjoy the dazzling night views along the banks.,Leisure Experience,,29.560000,106.580000,4.5,19:30,21:30,,0.5,2.0,158
Chongqing,Hongyadong Folk Culture Area,B0FFG8V7SH,"Iconic architectural complex of Chongqing, featuring stilted building style and vibrant night views, showcasing the charm of the mountain city.",Historical and Cultural,,29.562204,106.579027,4.7,09:00,23:00,,1.0,2.5,0
Chongqing,Nanshan One Tree Scenic Area,B0FFGAMI8G,"The best observation deck in Chongqing, offering a 360-degree panoramic view of the Yuzhong Peninsula and an excellent spot to admire the mountain city's nightscape.",Natural Scenery,,29.545316,106.602505,4.6,09:00,23:00,,1.0,2.5,30
Chongqing,Liziba Monorail Station,B0IAL19QWL,"Internet-famous spectacle of a light rail passing through a building, a unique three-dimensional transportation scene in Chongqing.",City Landmark,,29.553340,106.538016,4.5,Open 24 Hours,Open 24 Hours,,0.0,1.5,0
Chongqing,Chongqing Art Museum,B0FFFYS1T2,"Municipal art museum in Chongqing, showcasing contemporary art pieces, located in the core business district of Jiefangbei.",Art Exhibition,,29.560017,106.576909,4.7,09:00,17:00,Monday,1.0,2.5,0
Chongqing,Mountain City Trail · Jianxingpo Grand Stairway,B0FFFE4P2C,"Chongqing's characteristic mountain city trail, offering an experience of the mountain city's lifestyle with its steep slopes and stairways, perfect for urban hiking.",Leisure Experience,,29.551340,106.548454,4.2,00:00,24:00,,0.5,2.0,0
Chongqing,Chongqing China Three Gorges Museum,B001709RVF,"A treasure trove of Chongqing's history and culture, featuring exquisite Three Gorges artifacts and exploring the city's rich historical heritage.",Historical and Cultural,,29.562014,106.550513,4.7,09:00,17:00,Monday,1.5,3.0,0
Chongqing,Chongqing Shibati Traditional Style Area,B0G1XDI8P4,"The most representative mountain city neighborhood in Chongqing, showcasing the traditional lifestyle and architectural features of old Chongqing.",Historical and Cultural,,29.551015,106.573042,4.7,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Chongqing,Chongqing People's Great Hall,B00170BPJJ,"A landmark building in Chongqing, designed in the style of an ancient palace, a classic example of modern Chinese architectural art.",Historical and Cultural,,29.561674,106.553277,4.7,08:00,18:00,,0.0,1.5,8
Chongqing,Baigongguan Former Site,B0FFK75W6R,"Revolutionary historical site, commemorating revolutionary martyrs and learning about Chongqing's wartime history.",Historical and Cultural,,29.576464,106.432065,4.7,09:00,16:30,,0.5,2.0,0
Chongqing,Changjiahui Danzishi Old Street,B0FFHCL1T9,Riverside historical district blending traditional Bayu culture with modern commercial elements.,Historical and Cultural,,29.579709,106.588015,4.7,10:00,22:00,,1.0,2.5,0
Chongqing,Jiefangbei Pedestrian Street,B0FFG33I2E,"Chongqing's most bustling commercial center, a shopping and leisure destination to experience the city's vibrant urban life.",City Landmark,,29.557253,106.575329,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Chongqing,Chaotianmen Dock,B00170I3Z0,"The confluence of two rivers, a historic port in Chongqing where visitors can take a cruise to enjoy the night views.",Natural Scenery,,29.563361,106.589421,4.0,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Chongqing,Hongyan Revolutionary Memorial Hall,B00170L7NV,"China's revolutionary history museum, showcasing the Hongyan Spirit during the Anti-Japanese War and the Liberation War in Chongqing.",Historical and Cultural,,29.551553,106.497421,5.0,09:00,17:00,Monday,1.0,2.5,0
Chongqing,Chongqing Chaotianmen Square,B00170L11G,"The confluence of the Yangtze River and Jialing River, a symbolic landmark and dock of Chongqing.",City Landmark,,29.566880,106.587866,4.8,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
