restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Wentong Ice Room (Parkview Green Branch),Dalian,38.917672,121.630530,41.0,Cold Beverage Shop;Cold Beverage Shop,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.7,Outdoor Seating
Big Tree Restaurant (Parkview Green Branch),Dalian,38.917691,121.630150,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.6,Must-Eat Top 10;Waiting Area
Xinjiang Erzhiwawa Restaurant (Jinhua Street Branch),Dalian,38.915330,121.629402,85.0,Chinese Restaurant;Chinese Restaurant,11:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.2,Outdoor Seating;Waiting Area
Amore Pizza (Parkview Green Branch),Dalian,38.917817,121.629352,80.0,Foreign Restaurant;Western Restaurant,11:30,20:30,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.2,Outdoor Seating;Birthday Package
Hang Xiaodian · Dim Sum & Scallion Oil Noodles (Parkview Green Branch),Dalian,38.917896,121.629365,65.0,Chinese Restaurant;Zhejiang Cuisine,09:30,21:30,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.8,Waiting Area;Birthday Package
Jiahe House Fashion Restaurant (Jinhua Street Branch),Dalian,38.915142,121.629056,28.0,Fast Food Restaurant;Fast Food Restaurant,09:00,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.4,Must-Eat Top 10
Shunhexiang Halal Garden Restaurant (Dalian Parkland Branch),Dalian,38.918042,121.629067,92.0,Chinese Restaurant;Halal Restaurant,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.6,Must-Eat Top 10
ABURI Flame Grilled Sushi (Parkland Branch),Dalian,38.918134,121.629134,105.0,Foreign Restaurant;Japanese Cuisine,09:30,21:30,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.4,Must-Eat Top 10
Thousand Days Celebration Tea Restaurant (Parkview Green Branch),Dalian,38.918074,121.628955,59.0,Fast Food Restaurant;Tea Restaurant,10:30,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.4,Must-Eat Top 10
Unlimited Shrimp Enjoyment - Fengguang Street Branch,Dalian,38.914657,121.628668,100.0,Chinese Restaurant;Chinese Restaurant,16:00,21:00,Qingniwa Bridge Commercial Area,"121.631086,38.916526",38.916526,121.631086,4.7,Must-Eat Top 10;Waiting Area
Fisherman’s Love Fisherman’s Gift Seafood Restaurant,Dalian,39.078632,122.004641,121.0,Chinese Restaurant;Seafood Restaurant,09:00,00:30,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.8,Outdoor Seating;Online Queue
Jinshitan Luneng Hilton · Kitchen All-Day Dining Restaurant,Dalian,39.075001,121.997921,244.0,Foreign Restaurant;Japanese Cuisine,06:30,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,4.2,Outdoor Seating;Birthday Package
Jinshitan Seafood Food Stall No. 12 Restaurant,Dalian,39.080485,122.012637,72.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,4.3,Waiting Area;Online Queue
Qingyuan Restaurant (Blue Bay Branch),Dalian,39.087721,122.012230,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.6,Must-Eat Top 10;Birthday Package
Meishiduoduo Restaurant (Meishiduoduo Catering Branch),Dalian,39.088915,122.014309,100.0,Chinese Restaurant;Chinese Restaurant,10:00,22:45,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.5,Outdoor Seating;Online Queue
Jinshitan No. 13 Seafood Food Stall Restaurant (Temporarily Closed),Dalian,39.080383,122.012676,48.0,Food Service Related;Food Service Related,10:00,24:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.9,Must-Eat Top 10
Tianchi Restaurant (Heishijiao Street),Dalian,38.872667,121.556567,23.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Dalian Natural History Museum,"121.561602,38.870371",38.870371,121.561602,4.4,Must-Eat Top 10
