origin,destination,distance_meters,duration_minutes,cost
"23.120498,113.324593","23.126692,113.245158",11410,17,41
"23.120498,113.324593","23.114228,113.246895",11170,17,40
"23.120498,113.324593","23.132145,113.327019",1850,22,0
"23.120498,113.324593","23.116029,113.236659",12610,19,46
"23.120498,113.324593","23.119581,113.236027",12680,19,46
"23.120498,113.324593","23.126999,113.245409",11380,17,41
"23.120498,113.324593","23.114589,113.260262",9260,14,33
"23.120498,113.324593","23.137723,113.265698",8850,13,32
"23.120498,113.324593","23.124873,113.268844",8010,12,30
"23.120498,113.324593","23.113365,113.242484",11810,18,43
"23.120498,113.324593","23.120523,113.324423",20,5,0
"23.120498,113.324593","23.120155,113.324504",50,5,0
"23.120498,113.324593","23.119710,113.324676",120,5,0
"23.120498,113.324593","23.120175,113.323773",130,5,0
"23.120498,113.324593","23.119706,113.324315",130,5,0
"23.120498,113.324593","23.119912,113.325607",170,5,0
"23.120498,113.324593","23.120745,113.323237",200,5,0
"23.120498,113.324593","23.120005,113.325952",210,5,0
"23.120498,113.324593","23.119722,113.326446",290,5,0
"23.120498,113.324593","23.120521,113.322541",290,5,0
"23.120498,113.324593","23.106473,113.323512",2190,5,12
"23.120498,113.324593","23.106533,113.321618",2220,5,12
"23.120498,113.324593","23.124866,113.245630",11330,17,41
"23.120498,113.324593","23.128637,113.244810",11490,17,42
"23.120498,113.324593","23.124911,113.246189",11250,17,41
"23.120498,113.324593","23.127554,113.242929",11740,18,43
"23.120498,113.324593","23.128594,113.246464",11260,17,41
"23.120498,113.324593","23.124163,113.245397",11350,17,41
"23.120498,113.324593","23.129648,113.245025",11480,17,42
"23.120498,113.324593","23.124377,113.247650",11030,17,40
"23.120498,113.324593","23.125489,113.248563",10910,16,39
"23.120498,113.324593","23.123471,113.246339",11210,17,40
"23.120498,113.324593","23.114582,113.247940",11010,17,40
"23.120498,113.324593","23.114666,113.248337",10960,16,39
"23.120498,113.324593","23.114505,113.248544",10930,16,39
"23.120498,113.324593","23.113319,113.245509",11380,17,41
"23.120498,113.324593","23.113153,113.245444",11390,17,41
"23.120498,113.324593","23.113075,113.245125",11440,17,41
"23.120498,113.324593","23.115184,113.241926",11860,18,43
"23.120498,113.324593","23.114907,113.241602",11910,18,43
"23.120498,113.324593","23.118214,113.250498",10610,16,38
