origin,destination,distance_meters,duration_minutes,cost
"24.441998,118.067137","24.425286,118.125370",8650,13,32
"24.441998,118.067137","24.566280,118.092832",19690,30,74
"24.441998,118.067137","24.442614,118.161900",13430,20,49
"24.441998,118.067137","24.431470,118.142622",10820,16,39
"24.441998,118.067137","24.437609,118.087587",2980,5,15
"24.441998,118.067137","24.438300,118.069799",690,8,0
"24.441998,118.067137","24.490845,118.199438",20230,30,77
"24.441998,118.067137","24.452775,118.094162",4180,6,18
"24.441998,118.067137","24.442613,118.161867",13430,20,49
"24.441998,118.067137","24.439167,118.092371",3600,5,16
"24.441998,118.067137","24.437025,118.092127",3630,5,16
"24.441998,118.067137","24.425358,118.124858",8580,13,31
"24.441998,118.067137","24.424218,118.124715",8620,13,31
"24.441998,118.067137","24.424150,118.124644",8610,13,31
"24.441998,118.067137","24.426987,118.125449",8590,13,31
"24.441998,118.067137","24.423277,118.124971",8700,13,32
"24.441998,118.067137","24.426628,118.123478",8340,13,31
"24.441998,118.067137","24.426359,118.123234",8320,12,31
"24.441998,118.067137","24.426436,118.123210",8310,12,31
"24.441998,118.067137","24.427532,118.124499",8440,13,31
"24.441998,118.067137","24.423458,118.127330",9010,14,33
"24.441998,118.067137","24.444820,118.067696",450,5,0
"24.441998,118.067137","24.444922,118.067810",470,6,0
"24.441998,118.067137","24.444404,118.064810",500,6,0
"24.441998,118.067137","24.445378,118.064724",630,8,0
"24.441998,118.067137","24.442736,118.068569",230,5,0
"24.441998,118.067137","24.443658,118.069567",430,5,0
"24.441998,118.067137","24.443323,118.069694",420,5,0
"24.441998,118.067137","24.440870,118.066559",190,5,0
"24.441998,118.067137","24.440881,118.069643",400,5,0
"24.441998,118.067137","24.442886,118.070977",560,7,0
"24.441998,118.067137","24.443387,118.071405",640,8,0
"24.441998,118.067137","24.442379,118.072770",800,10,0
"24.441998,118.067137","24.443529,118.071283",630,8,0
"24.441998,118.067137","24.443839,118.071394",670,8,0
"24.441998,118.067137","24.566552,118.094191",19760,30,75
"24.441998,118.067137","24.569347,118.095095",20220,30,76
"24.441998,118.067137","24.568536,118.097449",20160,30,76
"24.441998,118.067137","24.570744,118.096545",20470,31,77
"24.441998,118.067137","24.568711,118.098544",20220,30,76
"24.441998,118.067137","24.571850,118.095861",20620,31,78
"24.441998,118.067137","24.572631,118.092606",20650,31,78
"24.441998,118.067137","24.572994,118.092889",20720,31,78
"24.441998,118.067137","24.572969,118.092020",20690,31,78
"24.441998,118.067137","24.573063,118.093172",20730,31,79
"24.441998,118.067137","24.441731,118.160292",13200,20,48
