origin,destination,distance_meters,duration_minutes,cost
"23.114743,113.326346","23.120498,113.324593",930,11,0
"23.114743,113.326346","23.114228,113.246895",11380,17,41
"23.114743,113.326346","23.132860,113.264692",9270,14,33
"23.114743,113.326346","23.126878,113.269853",8310,12,31
"23.114743,113.326346","23.112517,113.284844",5950,9,23
"23.114743,113.326346","23.132333,113.322605",2790,5,14
"23.114743,113.326346","23.119581,113.236027",12950,19,47
"23.114743,113.326346","23.137723,113.265698",9390,14,34
"23.114743,113.326346","23.113365,113.242484",12010,18,44
"23.114743,113.326346","23.107950,113.307228",2930,5,14
"23.114743,113.326346","23.116173,113.327470",270,5,0
"23.114743,113.326346","23.114802,113.328308",280,5,0
"23.114743,113.326346","23.114953,113.328317",280,5,0
"23.114743,113.326346","23.116427,113.327203",290,5,0
"23.114743,113.326346","23.116415,113.325245",300,5,0
"23.114743,113.326346","23.114306,113.328962",380,5,0
"23.114743,113.326346","23.114407,113.329132",400,5,0
"23.114743,113.326346","23.117511,113.325991",430,5,0
"23.114743,113.326346","23.117788,113.326131",480,6,0
"23.114743,113.326346","23.111725,113.327939",520,6,0
"23.114743,113.326346","23.120523,113.324423",940,11,0
"23.114743,113.326346","23.120155,113.324504",880,11,0
"23.114743,113.326346","23.119710,113.324676",810,10,0
"23.114743,113.326346","23.120175,113.323773",920,11,0
"23.114743,113.326346","23.119706,113.324315",830,10,0
"23.114743,113.326346","23.119912,113.325607",810,10,0
"23.114743,113.326346","23.120745,113.323237",1030,12,0
"23.114743,113.326346","23.120005,113.325952",820,10,0
"23.114743,113.326346","23.119722,113.326446",780,9,0
"23.114743,113.326346","23.120521,113.322541",1050,13,0
"23.114743,113.326346","23.114582,113.247940",11230,17,41
"23.114743,113.326346","23.114666,113.248337",11170,17,40
"23.114743,113.326346","23.114505,113.248544",11140,17,40
"23.114743,113.326346","23.113319,113.245509",11580,17,42
"23.114743,113.326346","23.113153,113.245444",11590,17,42
"23.114743,113.326346","23.113075,113.245125",11630,17,42
"23.114743,113.326346","23.115184,113.241926",12090,18,44
"23.114743,113.326346","23.114907,113.241602",12130,18,44
"23.114743,113.326346","23.118214,113.250498",10870,16,39
"23.114743,113.326346","23.141657,113.268382",9300,14,33
"23.114743,113.326346","23.142096,113.268446",9320,14,34
"23.114743,113.326346","23.137298,113.262015",9860,15,35
"23.114743,113.326346","23.139943,113.260837",10170,15,36
"23.114743,113.326346","23.138076,113.269909",8860,13,32
"23.114743,113.326346","23.141163,113.270362",9010,14,33
"23.114743,113.326346","23.140969,113.260656",10250,15,37
"23.114743,113.326346","23.141023,113.270484",8980,13,33
"23.114743,113.326346","23.134685,113.261613",9770,15,35
"23.114743,113.326346","23.133583,113.261670",9710,15,35
"23.114743,113.326346","23.133575,113.260425",9880,15,35
"23.114743,113.326346","23.131136,113.261513",9630,14,34
"23.114743,113.326346","23.132695,113.259374",9990,15,36
"23.114743,113.326346","23.132560,113.259242",10000,15,36
"23.114743,113.326346","23.130588,113.259629",9870,15,35
"23.114743,113.326346","23.130588,113.259456",9890,15,35
"23.114743,113.326346","23.128350,113.267806",8640,13,32
"23.114743,113.326346","23.126571,113.268955",8420,13,31
"23.114743,113.326346","23.126347,113.268959",8410,13,31
"23.114743,113.326346","23.125939,113.268547",8460,13,31
"23.114743,113.326346","23.126218,113.271378",8070,12,30
"23.114743,113.326346","23.125801,113.268465",8460,13,31
"23.114743,113.326346","23.125125,113.269625",8280,12,30
"23.114743,113.326346","23.127325,113.267925",8590,13,31
"23.114743,113.326346","23.126882,113.267679",8610,13,31
"23.114743,113.326346","23.126345,113.267659",8590,13,31
"23.114743,113.326346","23.125349,113.268271",8480,13,31
"23.114743,113.326346","23.112637,113.285343",5880,9,23
"23.114743,113.326346","23.111677,113.285971",5800,9,23
"23.114743,113.326346","23.111641,113.286057",5790,9,23
"23.114743,113.326346","23.113268,113.283479",6140,9,24
"23.114743,113.326346","23.113280,113.283400",6150,9,24
"23.114743,113.326346","23.114006,113.283510",6130,9,24
"23.114743,113.326346","23.115390,113.283033",6200,9,24
"23.114743,113.326346","23.117257,113.287107",5630,8,22
"23.114743,113.326346","23.117657,113.283998",6080,9,24
"23.114743,113.326346","23.117833,113.286451",5730,9,23
"23.114743,113.326346","23.132316,113.322802",2780,5,14
"23.114743,113.326346","23.132300,113.322385",2790,5,14
"23.114743,113.326346","23.132377,113.322218",2810,5,14
"23.114743,113.326346","23.131964,113.322664",2730,5,14
"23.114743,113.326346","23.131845,113.322562",2720,5,14
"23.114743,113.326346","23.131850,113.322861",2710,5,14
"23.114743,113.326346","23.132707,113.322167",2860,5,14
"23.114743,113.326346","23.131926,113.323116",2710,5,14
"23.114743,113.326346","23.132999,113.322371",2900,5,14
"23.114743,113.326346","23.132085,113.321283",2800,5,14
"23.114743,113.326346","23.116849,113.236430",12880,19,47
"23.114743,113.326346","23.116932,113.235996",12940,19,47
"23.114743,113.326346","23.117656,113.239570",12430,19,45
"23.114743,113.326346","23.118674,113.240405",12320,18,45
"23.114743,113.326346","23.117333,113.241294",12180,18,44
"23.114743,113.326346","23.118837,113.240548",12300,18,45
"23.114743,113.326346","23.118774,113.240604",12290,18,45
"23.114743,113.326346","23.117225,113.241474",12160,18,44
"23.114743,113.326346","23.121321,113.236214",12940,19,47
"23.114743,113.326346","23.121364,113.236807",12860,19,47
"23.114743,113.326346","23.121817,113.234791",13150,20,48
"23.114743,113.326346","23.117959,113.231403",13600,20,50
"23.114743,113.326346","23.107725,113.308325",2800,5,14
"23.114743,113.326346","23.107510,113.308425",2800,5,14
"23.114743,113.326346","23.111082,113.309855",2430,5,13
"23.114743,113.326346","23.108066,113.302397",3580,5,16
"23.114743,113.326346","23.107809,113.302307",3610,5,16
"23.114743,113.326346","23.102754,113.306846",3360,5,16
"23.114743,113.326346","23.102758,113.308383",3180,5,15
"23.114743,113.326346","23.102602,113.308909",3130,5,15
"23.114743,113.326346","23.102089,113.304220",3730,6,17
"23.114743,113.326346","23.100684,113.308799",3330,5,16
"23.114743,113.326346","22.988580,113.277198",20860,31,79
"23.114743,113.326346","22.981550,113.265371",22500,34,86
"23.114743,113.326346","22.988778,113.277390",20830,31,79
"23.114743,113.326346","23.150938,113.258589",11220,17,40
