origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Shanghai,Xiamen,2025-11-12,SHA,Hongqiao International Airport,XMN,Gaoqi International Airport,2025-11-12 18:50:00,2025-11-12 20:45:00,115,HO1111,Juneyao Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,595,1,72
Shanghai,Xiamen,2025-11-12,SHA,Hongqiao International Airport,XMN,Gaoqi International Airport,2025-11-12 19:05:00,2025-11-12 21:00:00,115,9C8803,Spring Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,510,1,68
Shanghai,Xiamen,2025-11-12,SHA,Hongqiao International Airport,XMN,Gaoqi International Airport,2025-11-12 08:55:00,2025-11-12 10:40:00,105,MU5663,China Eastern Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,1052,1,80
Shanghai,Xiamen,2025-11-12,SHA,Hongqiao International Airport,CGO,Xinzheng International Airport,2025-11-12 14:35:00,2025-11-12 16:40:00,125,FM9329,Shanghai Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,1030,1,84
Shanghai,Xiamen,2025-11-12,CGO,Xinzheng International Airport,XMN,Gaoqi International Airport,2025-11-12 18:50:00,2025-11-12 21:20:00,150,MU6382,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1030,2,84
Shanghai,Xiamen,2025-11-12,SHA,Hongqiao International Airport,XMN,Gaoqi International Airport,2025-11-12 12:20:00,2025-11-12 14:20:00,120,9C8837,Spring Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,660,1,73
Shanghai,Xiamen,2025-11-12,PVG,Pudong International Airport,XMN,Gaoqi International Airport,2025-11-12 06:50:00,2025-11-12 08:55:00,125,3U4451,Sichuan Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,360,1,65
Shanghai,Xiamen,2025-11-12,PVG,Pudong International Airport,XMN,Gaoqi International Airport,2025-11-12 14:20:00,2025-11-12 16:20:00,120,FM9257,Shanghai Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,760,1,77
Shanghai,Xiamen,2025-11-12,SHA,Hongqiao International Airport,XMN,Gaoqi International Airport,2025-11-12 07:05:00,2025-11-12 08:55:00,110,9C8815,Spring Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,370,1,67
Shanghai,Xiamen,2025-11-12,SHA,Hongqiao International Airport,CGO,Xinzheng International Airport,2025-11-12 14:35:00,2025-11-12 16:40:00,125,MU8429,China Eastern Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,696,1,82
Shanghai,Xiamen,2025-11-12,CGO,Xinzheng International Airport,XMN,Gaoqi International Airport,2025-11-12 18:50:00,2025-11-12 21:20:00,150,MU6382,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,696,2,82
Shanghai,Xiamen,2025-11-12,PVG,Pudong International Airport,KWE,Longdongbao International Airport,2025-11-12 11:40:00,2025-11-12 14:55:00,195,CZ3652,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1118,1,86
Shanghai,Xiamen,2025-11-12,KWE,Longdongbao International Airport,XMN,Gaoqi International Airport,2025-11-12 17:45:00,2025-11-12 19:45:00,120,CZ3659,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1118,2,86
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,CAN,Baiyun International Airport,2025-11-14 09:30:00,2025-11-14 11:10:00,100,CZ3724,China Southern Airlines,Economy Class,Sufficient,320NEO,Medium Aircraft,Airbus,1480,1,112
Xiamen,Shanghai,2025-11-14,CAN,Baiyun International Airport,SHA,Hongqiao International Airport,2025-11-14 12:00:00,2025-11-14 14:15:00,135,CZ3539,China Southern Airlines,Economy Class,Sufficient,350,Large Aircraft,Airbus,1480,2,112
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,SHA,Hongqiao International Airport,2025-11-14 09:00:00,2025-11-14 10:40:00,100,3U2609,Sichuan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1250,1,106
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,PVG,Pudong International Airport,2025-11-14 21:45:00,2025-11-14 23:35:00,110,CA3224,Air China,Economy Class,Sufficient,321,Medium Aircraft,Airbus,510,1,94
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,SHA,Hongqiao International Airport,2025-11-14 19:00:00,2025-11-14 20:40:00,100,3U2643,Sichuan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,890,1,104
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,SHA,Hongqiao International Airport,2025-11-14 22:00:00,2025-11-14 23:40:00,100,9C8804,Spring Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,451,1,89
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,SHA,Hongqiao International Airport,2025-11-14 17:00:00,2025-11-14 19:00:00,120,9C8808,Spring Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,451,1,90
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,PVG,Pudong International Airport,2025-11-14 08:00:00,2025-11-14 09:50:00,110,MF3916,Xiamen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,770,1,99
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,PVG,Pudong International Airport,2025-11-14 21:45:00,2025-11-14 23:35:00,110,3U4448,Sichuan Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,491,1,92
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,PVG,Pudong International Airport,2025-11-14 21:45:00,2025-11-14 23:35:00,110,MF7629,Xiamen Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,489,1,91
Xiamen,Shanghai,2025-11-14,XMN,Gaoqi International Airport,PVG,Pudong International Airport,2025-11-14 14:50:00,2025-11-14 16:50:00,120,MF3912,Xiamen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,900,1,105
