city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Nanjing,Hanting Hotel Nanjing Confucius Temple Pedestrian Street,"No. 146, Dashiba Street, Qinhuai District",32.018343,118.788350,2020,2,252,4.8,Hanting Hotel
Nanjing,Nanjing Central Hotel,"No. 75, Zhongshan Road (opposite Deji Plaza Phase II)",32.045542,118.783456,2019,5,528,4.8,
Nanjing,Orange Hotel Nanjing Museum Minggugong Metro Station,"No. 532-1, Zhongshan East Road, Qinhuai District, Nanjing, near Ming Palace Metro Station and Nanjing Museum, Gate 2 of Kingdee University Science Park",32.038681,118.822021,2022,3,414,4.9,Orange Hotel
Nanjing,Ji Hotel Nanjing Confucius Temple Laomendong,"No. 131, Changle Road (3-minute walk to the left from Exit 3 of Wudingmen)",32.016200,118.792000,2025,3,385,4.8,Ji Hotel
Nanjing,Hampton by Hilton Nanjing Jiangning Qilin,"No. 96, Binyuan Street, Qilin Subdistrict, Jiangning District, Nanjing, Jiangsu Province, China",32.017450,118.899612,2022,4,432,4.5,Hilton
Nanjing,Vienna Hotel (5.0 Nanjing Xinjiekou Shanxi Road Youth Plaza Metro Station Branch),"No. 8, Lao Cai Shi, Gulou District, Nanjing, Sanle Mansion",32.069021,118.766681,2025,3,264,3.9,
Nanjing,Orange Hotel Nanjing Lishui University Town,"No. 111, Yinghu Road, Country Garden",31.644900,118.901000,2021,3,224,4.8,Orange Hotel
Nanjing,The Westin Nanjing Jinmao Hotel,"No. 201, Zhongyang Road, Gulou District",32.071651,118.782799,2011,5,858,4.8,Marriott
Nanjing,Lavande Hotel Nanjing Confucius Temple Guanghua Gate Metro Station Branch,"No. 113, Yudao Street, Yuanfa Business Building, Nanjing",32.023285,118.816288,2025,3,265,4.2,
Nanjing,Nanjing Lihu Yazhi Airport Hotel,"No. 69, Feitian Avenue, Jiangning Airport Development Zone",31.778802,118.835747,2017,4,285,4.3,
Nanjing,Nanjing Suning Universal Suite Hotel,"No. 188, Guangzhou Road, at the intersection of Guangzhou Road and Shanghai Road",32.051110,118.774889,2019,5,419,4.3,
Nanjing,Nanjing Guli Grand Hotel,"No. 1, Niushou Avenue, Guli Subdistrict",31.880630,118.709714,2013,4,192,4.7,
Nanjing,Jumeirah Nanjing Autograph Collection Hotel,"No. 7, Linxiu Road, Tangshan Subdistrict",32.071596,119.004132,2021,5,870,4.7,
Nanjing,Atour Hotel Nanjing Qixia Jinma Road Metro Station,"No. 8, Shishi Road, Qixia District, Nanjing, Jiangsu Province",32.071969,118.908081,2023,4,479,4.7,Atour Hotel
Nanjing,Hampton by Hilton Nanjing Xianlin University Town,"No. 2, Wenlan Road, Qixia District, Nanjing, Jiangsu Province, Dongnan Youth Plaza, Building B",32.095329,118.922359,2023,3,624,4.8,Hilton
Nanjing,Hanting Hotel Nanjing Confucius Temple,"No. 1-88, Zhonghua Road",32.027564,118.786264,2024,3,330,4.8,Hanting Hotel
Nanjing,Park Inn Hotel (Nanjing South Railway Station Jiulong Lake Metro Station Branch),"No. 9, Changting Street, Jiangning District, Nanjing, Jiangsu Province, Junjie Science and Innovation Building, Floor 1",31.915549,118.823177,2024,3,294,4.9,
Nanjing,Home Inn·Neo - Nanjing Railway Station Xiaoshi Metro Station Branch,"No. 48, Dongmen Street, Central Gate, Gulou District, Nanjing",32.094428,118.786716,2020,2,222,4.7,Home Inn
Nanjing,Atour Hotel Nanjing Confucius Temple Laomendong,"No. 30, Jiangning Road",32.013084,118.794267,2025,4,438,4.8,Atour Hotel
Nanjing,Orange Hotel Nanjing Jiangning Sandship Future Network Town,"No. 117, Suyuan Avenue, Jiangning District, Nanjing, Jiangsu Province",31.842300,118.826000,2020,3,293,4.8,Orange Hotel
