origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Chengdu,Nanchang,2025-11-12,TFU,Tianfu Airport,KHN,Changbei International Airport,2025-11-12 19:10:00,2025-11-12 21:05:00,115,3U6961,Sichuan Airlines,Economy Class,Sufficient,319,Medium Aircraft,Airbus,895,1,13
Chengdu,Nanchang,2025-11-12,TFU,Tianfu Airport,KHN,Changbei International Airport,2025-11-12 20:20:00,2025-11-12 22:20:00,120,RY6680,Jiangxi Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,750,1,9
Chengdu,Nanchang,2025-11-12,TFU,Tianfu Airport,KHN,Changbei International Airport,2025-11-12 12:20:00,2025-11-12 14:25:00,125,RY6666,Jiangxi Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1120,1,16
Chengdu,Nanchang,2025-11-12,CTU,Shuangliu International Airport,KHN,Changbei International Airport,2025-11-12 14:50:00,2025-11-12 16:55:00,125,CA4531,Air China,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1230,1,17
Chengdu,Nanchang,2025-11-12,TFU,Tianfu Airport,KHN,Changbei International Airport,2025-11-12 12:20:00,2025-11-12 14:25:00,125,NS5066,Hebei Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1120,1,15
Chengdu,Nanchang,2025-11-12,TFU,Tianfu Airport,KHN,Changbei International Airport,2025-11-12 16:20:00,2025-11-12 18:30:00,130,MU6370,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,863,1,11
Chengdu,Nanchang,2025-11-12,CTU,Shuangliu International Airport,TYN,Wusu International Airport,2025-11-12 10:50:00,2025-11-12 12:40:00,110,TV9933,Tibet Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1084,1,24
Chengdu,Nanchang,2025-11-12,TYN,Wusu International Airport,KHN,Changbei International Airport,2025-11-12 17:55:00,2025-11-12 20:15:00,140,9C7617,Spring Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1084,2,24
Chengdu,Nanchang,2025-11-12,CTU,Shuangliu International Airport,PVG,Pudong International Airport,2025-11-12 14:35:00,2025-11-12 17:40:00,185,MU5414,China Eastern Airlines,Economy Class,Sufficient,777,Large Aircraft,Boeing,1194,1,26
Chengdu,Nanchang,2025-11-12,PVG,Pudong International Airport,KHN,Changbei International Airport,2025-11-12 21:00:00,2025-11-12 23:00:00,120,MU9027,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1194,2,26
