origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,XMN,Gaoqi International Airport,2025-11-12 12:25:00,2025-11-12 14:25:00,120,MF8398,Xiamen Airlines,Economy Class,1,321,Medium Aircraft,Airbus,350,1,112
Sanya,Nanjing,2025-11-12,XMN,Gaoqi International Airport,NKG,Lukou International Airport,2025-11-12 16:50:00,2025-11-12 18:50:00,120,MF8559,Xiamen Airlines,Economy Class,1,737,Medium Aircraft,Boeing,350,2,112
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,NKG,Lukou International Airport,2025-11-12 12:40:00,2025-11-12 15:45:00,185,MU3790,China Eastern Airlines,Economy Class,5,320NEO,Medium Aircraft,Airbus,400,1,110
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,PVG,Pudong International Airport,2025-11-12 15:00:00,2025-11-12 18:15:00,195,MU5374,China Eastern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,448,1,113
Sanya,Nanjing,2025-11-12,PVG,Pudong International Airport,NKG,Lukou International Airport,2025-11-12 19:15:00,2025-11-12 20:10:00,55,MU2882,China Eastern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,448,2,113
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,NKG,Lukou International Airport,2025-11-12 07:45:00,2025-11-12 10:55:00,190,HU7697,Hainan Airlines,Economy Class,1,737,Medium Aircraft,Boeing,260,1,105
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,NKG,Lukou International Airport,2025-11-12 19:45:00,2025-11-12 22:50:00,185,MU3788,China Eastern Airlines,Economy Class,1,321,Medium Aircraft,Airbus,300,1,108
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,NKG,Lukou International Airport,2025-11-12 12:40:00,2025-11-12 15:45:00,185,HO1740,Juneyao Airlines,Economy Class,1,320NEO,Medium Aircraft,Airbus,320,1,109
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,FOC,Changle International Airport,2025-11-12 15:40:00,2025-11-12 18:05:00,145,MF8776,Xiamen Airlines,Economy Class,1,737,Medium Aircraft,Boeing,350,1,111
Sanya,Nanjing,2025-11-12,FOC,Changle International Airport,NKG,Lukou International Airport,2025-11-12 19:25:00,2025-11-12 20:50:00,85,MF8085,Xiamen Airlines,Economy Class,1,737,Medium Aircraft,Boeing,350,2,111
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,NKG,Lukou International Airport,2025-11-12 19:45:00,2025-11-12 22:50:00,185,HO1736,Juneyao Airlines,Economy Class,1,321,Medium Aircraft,Airbus,220,1,104
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,NKG,Lukou International Airport,2025-11-12 19:20:00,2025-11-12 22:30:00,190,MU2728,China Eastern Airlines,Economy Class,1,320NEO,Medium Aircraft,Airbus,283,1,106
Sanya,Nanjing,2025-11-12,SYX,Phoenix International Airport,NKG,Lukou International Airport,2025-11-12 08:50:00,2025-11-12 11:45:00,175,CZ6667,China Southern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,300,1,107
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 14:50:00,2025-11-17 18:00:00,190,MF3365,Xiamen Airlines,Economy Class,1,320,Medium Aircraft,Airbus,1160,1,122
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 12:35:00,2025-11-17 15:50:00,195,QW6039,Qingdao Airlines,Economy Class,1,320NEO,Medium Aircraft,Airbus,1160,1,123
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 12:35:00,2025-11-17 15:50:00,195,CZ9417,China Southern Airlines,Economy Class,1,320NEO,Medium Aircraft,Airbus,1230,1,124
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 18:40:00,2025-11-17 22:10:00,210,HU7698,Hainan Airlines,Economy Class,1,737,Medium Aircraft,Boeing,950,1,120
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 14:50:00,2025-11-17 18:00:00,190,MU2727,China Eastern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,1100,1,121
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 15:25:00,2025-11-17 18:45:00,200,MU3789,China Eastern Airlines,Economy Class,1,321,Medium Aircraft,Airbus,900,1,119
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 08:25:00,2025-11-17 11:40:00,195,MU3787,China Eastern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,930,1,116
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 15:25:00,2025-11-17 18:45:00,200,HO1739,Juneyao Airlines,Economy Class,1,321,Medium Aircraft,Airbus,850,1,117
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 20:35:00,2025-11-17 23:55:00,200,CZ6668,China Southern Airlines,Economy Class,1,320,Medium Aircraft,Airbus,906,1,118
Nanjing,Sanya,2025-11-17,NKG,Lukou International Airport,SYX,Phoenix International Airport,2025-11-17 08:25:00,2025-11-17 11:40:00,195,HO1735,Juneyao Airlines,Economy Class,6,320,Medium Aircraft,Airbus,880,1,115
