restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Sumxiang Vegetarian Buffet Restaurant (Suzhou · Guanqian Street Branch),Suzhou,31.310412,120.625730,100.0,Chinese Restaurant;Chinese Restaurant,17:00,19:30,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.6,Must-Eat Top 10;Private Room
Deyuelou (Guanqian Branch),Suzhou,31.310410,120.625388,120.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.3,Birthday Package;Online Queue
Pearl Hotel,Suzhou,31.309900,120.625823,100.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.5,Outdoor Seating;Waiting Area
Xian Qi Half-Step Tipsy Bar (Guanqian Street Branch),Suzhou,31.309922,120.625108,76.0,Chinese Restaurant;Sichuan Cuisine,16:30,22:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.4,Must-Eat Top 10;Outdoor Seating
Podian Tavern (Guanqian Branch),Suzhou,31.309360,120.626841,100.0,Chinese Restaurant;Sichuan Cuisine,10:00,22:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.3,Private Room;Birthday Package
Huixianglou Halal Restaurant,Suzhou,31.309343,120.624264,74.0,Chinese Restaurant;Halal Restaurant,10:00,22:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.1,Private Room
Dongwu Sujinji (Gong Lane Branch),Suzhou,31.308622,120.626670,15.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.6,Private Room
The Place Where We Ate Skewers Together Back Then (Guanqian Branch),Suzhou,31.308799,120.623973,68.0,Chinese Restaurant;Chinese Restaurant,16:30,03:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.5,Private Room;Birthday Package
Li Bai Crab · Crab Roe (Guanqian Street Branch),Suzhou,31.310294,120.628397,84.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.6,Must-Eat Top 10
Tianshan Impression Restaurant,Suzhou,31.312575,120.627284,44.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Guanqian Street,"120.625637,31.310624",31.310624,120.625637,4.1,Waiting Area;Online Queue
Tongli Zhuangyuanju,Suzhou,31.158314,120.716303,56.0,Chinese Restaurant;Chinese Restaurant,09:00,20:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.1,Private Room;Online Queue
Tongli Cheng'en Hall Courtyard Private Cuisine,Suzhou,31.158649,120.720713,56.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.5,Must-Eat Top 10;Waiting Area
Yi Jiangnan Restaurant,Suzhou,31.156787,120.719058,65.0,Food Service Related;Food Service Related,09:00,21:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.1,Outdoor Seating;Private Room
Xinxin Noodle Restaurant,Suzhou,31.151863,120.718253,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,3.5,Outdoor Seating;Online Queue
Tongli Lake Resort Tongli No.1 Boat Restaurant,Suzhou,31.156125,120.726825,100.0,Foreign Restaurant;Western Restaurant,10:00,22:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.3,Must-Eat Top 10;Birthday Package
Tongli Lake Resort Kafka Restaurant,Suzhou,31.163313,120.728278,126.0,Foreign Restaurant;Western Restaurant,14:00,23:59,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,3.9,Outdoor Seating
Tongli Lake Resort Yijingxuan Chinese Restaurant,Suzhou,31.163440,120.728300,170.0,Chinese Restaurant;Jiangsu Cuisine,17:30,20:30,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.2,Outdoor Seating;Online Queue
Tongli Lake Resort Yixuan Western Restaurant,Suzhou,31.163403,120.728350,147.0,Foreign Restaurant;Western Restaurant,06:30,10:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.1,Private Room
Moli Fusion Restaurant,Suzhou,31.152002,120.726468,69.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.2,Waiting Area
Tongli Lake Resort (Tongli No.1 Boat Restaurant),Suzhou,31.155828,120.730190,135.0,Chinese Restaurant;Zhejiang Cuisine,11:00,21:00,Pearl Tower Scenic Garden,"120.718122,31.160042",31.160042,120.718122,4.1,Online Queue
Saizeriya Italian Restaurant (Suzhou Guanqian Street Branch),Suzhou,31.310619,120.622635,100.0,Foreign Restaurant;Italian Restaurant,10:00,21:30,Yi Garden,"120.621266,31.307521",31.307521,120.621266,4.6,Must-Eat Top 10
Orange Bird Light Meal Restaurant,Suzhou,31.304606,120.624018,100.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Yi Garden,"120.621266,31.307521",31.307521,120.621266,3.5,Birthday Package
Wyndham Garden Hotel - Dingfeng Pavilion Chinese Restaurant,Suzhou,31.307645,120.625715,100.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Yi Garden,"120.621266,31.307521",31.307521,120.621266,3.8,Waiting Area;Birthday Package
Old Changmen Cuisine Restaurant (Yangyu Alley Branch),Suzhou,31.306681,120.616020,100.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,Yi Garden,"120.621266,31.307521",31.307521,120.621266,4.5,Waiting Area
Ziliudi Villa Café Restaurant (Pingjiang Road Branch),Suzhou,31.313597,120.636821,59.0,Cafe;Cafe,10:30,20:30,Couple's Retreat Garden,"120.638350,31.316230",31.316230,120.638350,4.3,Private Room;Waiting Area
