origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Zhuhai,Chengdu,2025-11-12,MFQ,Mingzhu Station,IZQ,Guangzhou South Station,2025-11-12 13:16:00,2025-11-12 14:11:00,55,C7644,Intercity Train,Second Class Seat,Sufficient,720,1,236
Zhuhai,Chengdu,2025-11-12,IZQ,Guangzhou South Station,ICW,Chengdu East Station,2025-11-12 14:48:00,2025-11-12 22:13:00,445,G3712,High-Speed Train,Second Class Seat,Sufficient,720,2,236
Zhuhai,Chengdu,2025-11-12,MFQ,Mingzhu Station,IZQ,Guangzhou South Station,2025-11-12 12:16:00,2025-11-12 13:15:00,59,C7638,Intercity Train,Second Class Seat,Sufficient,690,1,233
Zhuhai,Chengdu,2025-11-12,IZQ,Guangzhou South Station,ICW,Chengdu East Station,2025-11-12 14:00:00,2025-11-12 21:32:00,452,G3708,High-Speed Train,Second Class Seat,Sufficient,690,2,233
Zhuhai,Chengdu,2025-11-12,ZHQ,Zhuhai Station,ICW,Chengdu East Station,2025-11-12 07:40:00,2025-11-12 18:32:00,652,D1832,Electric Multiple Unit,Second Class Seat,Sufficient,730,1,240
Zhuhai,Chengdu,2025-11-12,QXQ,Qianshan Station,IZQ,Guangzhou South Station,2025-11-12 11:05:00,2025-11-12 12:25:00,80,C7628,Intercity Train,Second Class Seat,Sufficient,690,1,237
Zhuhai,Chengdu,2025-11-12,IZQ,Guangzhou South Station,ICW,Chengdu East Station,2025-11-12 14:00:00,2025-11-12 21:32:00,452,G3708,High-Speed Train,Second Class Seat,Sufficient,690,2,237
Zhuhai,Chengdu,2025-11-12,ZHQ,Zhuhai Station,IZQ,Guangzhou South Station,2025-11-12 10:25:00,2025-11-12 11:21:00,56,D3842,Electric Multiple Unit,Second Class Seat,Sufficient,693,1,229
Zhuhai,Chengdu,2025-11-12,IZQ,Guangzhou South Station,ICW,Chengdu East Station,2025-11-12 11:59:00,2025-11-12 19:01:00,422,G3704,High-Speed Train,无座,Sufficient,693,2,229
Zhuhai,Chengdu,2025-11-12,ZHQ,Zhuhai Station,IZQ,Guangzhou South Station,2025-11-12 08:04:00,2025-11-12 09:10:00,66,C7662,Intercity Train,Second Class Seat,Sufficient,648,1,235
