origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Guangzhou,Quanzhou,2025-11-12,CAN,Baiyun International Airport,JJN,Quanzhou Jinjiang International Airport,2025-11-12 14:15:00,2025-11-12 15:30:00,75,HO7161,Lucky Air,Economy Class,Sufficient,737,Medium Aircraft,Boeing,680,1,3
Guangzhou,Quanzhou,2025-11-12,CAN,Baiyun International Airport,HGH,Xiaoshan International Airport,2025-11-12 11:50:00,2025-11-12 13:40:00,110,3U3152,Sichuan Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,960,1,5
Guangzhou,Quanzhou,2025-11-12,HGH,Xiaoshan International Airport,JJN,Quanzhou Jinjiang International Airport,2025-11-12 16:30:00,2025-11-12 17:55:00,85,NS3305,Hebei Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,960,2,5
Guangzhou,Quanzhou,2025-11-12,CAN,Baiyun International Airport,HGH,Xiaoshan International Airport,2025-11-12 12:10:00,2025-11-12 14:10:00,120,CZ3869,China Southern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,2064,1,8
Guangzhou,Quanzhou,2025-11-12,HGH,Xiaoshan International Airport,JJN,Quanzhou Jinjiang International Airport,2025-11-12 16:30:00,2025-11-12 17:55:00,85,NS3305,Hebei Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,2064,2,8
Quanzhou,Guangzhou,2025-11-17,JJN,Quanzhou Jinjiang International Airport,CAN,Baiyun International Airport,2025-11-17 11:20:00,2025-11-17 13:00:00,100,G59377,China Express Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,530,1,11
Quanzhou,Guangzhou,2025-11-17,JJN,Quanzhou Jinjiang International Airport,CAN,Baiyun International Airport,2025-11-17 11:20:00,2025-11-17 13:00:00,100,GJ3903,Loong Air,Economy Class,Sufficient,737,Medium Aircraft,Boeing,530,1,10
Quanzhou,Guangzhou,2025-11-17,JJN,Quanzhou Jinjiang International Airport,CAN,Baiyun International Airport,2025-11-17 11:20:00,2025-11-17 13:00:00,100,NS8385,Hebei Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,530,1,12
Quanzhou,Guangzhou,2025-11-17,JJN,Quanzhou Jinjiang International Airport,NTG,Xingdong International Airport,2025-11-17 07:20:00,2025-11-17 09:00:00,100,ZH8747,Shenzhen Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,820,1,16
Quanzhou,Guangzhou,2025-11-17,NTG,Xingdong International Airport,CAN,Baiyun International Airport,2025-11-17 10:35:00,2025-11-17 13:15:00,160,ZH8692,Shenzhen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,820,2,16
Quanzhou,Guangzhou,2025-11-17,JJN,Quanzhou Jinjiang International Airport,CAN,Baiyun International Airport,2025-11-17 11:20:00,2025-11-17 13:00:00,100,MF8385,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,500,1,9
