restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Hilton Garden Inn · TC CAFE Yurong Sky Dining Restaurant,Chengdu,30.656085,104.064025,250.0,Food Service Related;Food Service Related,06:30,22:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.3,Waiting Area;Birthday Package
SE Restaurant,Chengdu,30.658970,104.065865,30.0,Chinese Restaurant;Chinese Restaurant,10:00,17:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,3.7,Private Room
Ding Tai Po Authentic Old Mama Pig Trotters Shop (East Chenggen South Street Branch),Chengdu,30.656958,104.060634,29.0,Chinese Restaurant;Sichuan Cuisine,11:00,21:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.4,Online Queue
Kevin's Western Restaurant,Chengdu,30.655996,104.066530,92.0,Foreign Restaurant;Western Restaurant,17:00,21:30,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.6,Must-Eat Top 10
Yi Laoma Pig Trotter Main Store (Dongchenggen Branch),Chengdu,30.657032,104.060546,36.0,Chinese Restaurant;Sichuan Cuisine,08:00,21:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.2,Waiting Area;Birthday Package
Bafang Restaurant,Chengdu,30.659877,104.062021,45.0,Chinese Restaurant;Chinese Restaurant,10:30,22:30,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,3.8,Private Room;Waiting Area
Green Tea Restaurant (Chengdu Tianfu Hong Branch),Chengdu,30.655767,104.067000,48.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.5,Waiting Area
Celebrity Jinhui · Chinese Restaurant,Chengdu,30.654259,104.065470,150.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.8,Birthday Package;Online Queue
Chicken Feather Shop (People's Park Branch),Chengdu,30.659150,104.060393,75.0,Chinese Restaurant;General Restaurant,11:00,21:30,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.7,Private Room;Waiting Area
Zhong Dumplings (People's Park Branch),Chengdu,30.656754,104.059012,40.0,Chinese Restaurant;Local Specialty Restaurant,08:00,20:00,Chengdu Museum,"104.063749,30.657297",30.657297,104.063749,4.4,Waiting Area;Birthday Package
Grandma's Kitchen (Hexi Xiaozhu Branch),Chengdu,30.641445,104.050759,100.0,Chinese Restaurant;西北菜,11:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.0,Outdoor Seating
Tingzhou Dream Fragrance Chinese Restaurant,Chengdu,30.643241,104.048570,52.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.1,Outdoor Seating
Third Restaurant,Chengdu,30.641334,104.050190,60.0,Chinese Restaurant;Chinese Restaurant,15:30,18:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,3.9,Birthday Package
Chuangmu Restaurant (Huijin Apartment Branch),Chengdu,30.641888,104.055322,100.0,Fast Food Restaurant;Fast Food Restaurant,09:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.2,Birthday Package;Online Queue
Southwest Minzu University Heheyuan Restaurant,Chengdu,30.640353,104.051448,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.0,Online Queue
Butterfly Quest · Sichuan Banquet (Wuhou Temple Branch),Chengdu,30.646589,104.055046,450.0,Chinese Restaurant;Sichuan Cuisine,17:00,21:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.6,Birthday Package
Armed Police Hospital - Restaurant,Chengdu,30.642444,104.056934,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,2.7,Must-Eat Top 10
Shambhala Tibetan Banquet (Wuhou Temple Hengjie Branch),Chengdu,30.641064,104.047460,61.0,Chinese Restaurant;西北菜,09:30,22:30,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.3,Must-Eat Top 10;Private Room
Tibetan Secrets Lhasa (Shuadu Food Plaza Branch),Chengdu,30.646767,104.056740,94.0,Chinese Restaurant;Chinese Restaurant,15:00,02:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,3.7,Outdoor Seating
Old House Qingzhu Huaxi Folk Restaurant (Wuhou Shrine Branch),Chengdu,30.644238,104.045840,100.0,Chinese Restaurant;General Restaurant,17:30,21:00,Jinli Ancient Street,"104.052000,30.644000",30.644000,104.052000,4.7,Outdoor Seating
Huanhua Hongtai Hotel Restaurant,Chengdu,30.660109,104.032647,267.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Sichuan Museum,"104.034127,30.660792",30.660792,104.034127,4.1,Outdoor Seating;Private Room
Tang Restaurant (Huanhua Yijing Business Building Branch),Chengdu,30.662671,104.034577,77.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Sichuan Museum,"104.034127,30.660792",30.660792,104.034127,4.0,Waiting Area
