city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Guangzhou,Four Seasons Hotel Guangzhou,"No. 5, Zhujiang West Road, Zhujiang New Town, near Huacheng Square",23.117395,113.323006,2012,5,2087,4.7,
Guangzhou,Victoria Hotel (Guangzhou South High-Speed Railway Station),"1st Floor Lobby, East Tower, Aoyuan Yue Times Plaza, No. 283 Hanxi Avenue West",22.988918,113.277294,2018,3,226,4.6,
Guangzhou,Ji Hotel Guangzhou Tower,"No. 10, Jinjv Road, Haizhu District, Guangzhou",23.100700,113.313000,2020,3,459,4.7,Ji Hotel
Guangzhou,Hampton by Hilton Guangzhou Zhujiang New Town,"No. 495, Huangpu Avenue West, Tianhe District, Guangzhou, near Shipai East Road",23.126354,113.342619,2025,4,804,4.8,Hilton
Guangzhou,Home Inn Guangzhou Pazhou Exhibition Center,"No. 1066, Xingang East Road, Haizhu District, Guangzhou",23.097309,113.368864,2022,2,287,4.7,Home Inn
Guangzhou,Ji Hotel Guangzhou Zhujiang New Town,"No. 18, Mingyue 1st Road, Guangzhou Avenue Central, Yuexiu District, Guangzhou",23.114700,113.313000,2019,3,479,4.7,Ji Hotel
Guangzhou,Guangzhou Tianhe Dragon Hilton Garden Inn,"No. 63, Guangzhou Avenue North, Tianhe District, Guangzhou, Guangdong Province",23.154859,113.314563,2020,5,476,4.6,Hilton
Guangzhou,Atour Hotel Guangzhou Panyu Changlong Nancun Wanbo Metro Station,"No. 66, Huizhi 3rd Road, Nancun Town, Panyu District, Guangzhou (ITC International Innovation Center) Atour Hotel",23.005893,113.346323,2024,4,552,4.5,Atour Hotel
Guangzhou,Jinjiang Inn (Guangzhou Liwan Rainbow Bridge Metro Station),"No. 77, Xihua Road, Liwan District, Guangzhou, Guangdong Province",23.134029,113.244227,2017,2,199,4.8,Jinjiang Inn
Guangzhou,Hampton by Hilton Guangzhou Tianhe Sports Center,"No. 5-9, Tianhe North Road, Zhengsheng Building",23.141132,113.315759,2018,4,488,4.9,Hilton
Guangzhou,Ji Hotel Guangzhou Ximenkou,"No. 85-100, Zhongshan 7th Road, Liwan District, Guangzhou",23.125200,113.252000,2014,3,518,4.8,Ji Hotel
Guangzhou,W Hotel Guangzhou,"No. 26, Xiancun Road, Zhujiang New Town",23.121910,113.328475,2013,5,1495,4.6,
Guangzhou,Sheraton Guangzhou Yuexiu Hotel,"No. 208, Tianhe Road (next to Tianhe City, Exit D of Tiyu Xilu Metro Station)",23.132912,113.321810,2022,5,1329,4.8,
Guangzhou,Guangzhou Poly InterContinental Hotel,"No. 828, Yuejiang Middle Road",23.103844,113.384222,2018,5,1051,4.6,
Guangzhou,Vienna 3 Best Hotel (Guangzhou Haizhu Guangzhou Tower),"No. 1, Dongqing Street, Yizhou Road, Haizhu District, Guangzhou",23.105027,113.317251,2015,3,298,4.3,
Guangzhou,Guangzhou Huangpu Jincheng Hotel,"No. 1, Hualun 1st Road, Yonghe Avenue, near Guangzhou-Shenzhen Expressway",23.196334,113.561527,2023,5,383,4.6,
Guangzhou,Home Inn Selected - Guangzhou Baiyun Mountain Baiyun Avenue North Metro Station,"No. 1392, Baiyun Avenue North, Yongping Street, Baiyun District, Guangzhou, Guangdong Province",23.225614,113.302653,2024,4,410,4.8,Home Inn
