poi_name,latitude,longitude,address,poi_type
Old Summer Palace Ruins Park,40.008759,116.300960,,attraction
National Stadium (Bird's Nest),39.993330,116.395784,,attraction
National Aquatics Center (Water Cube),39.992834,116.390397,,attraction
Yangmeizhu Xiejie,39.895280,116.390844,,attraction
Nanluoguxiang,39.937182,116.402394,,attraction
Beihai Park,39.928775,116.391802,,attraction
Guozijian Street,39.947000,116.419000,,attraction
Monument to the People's Heroes,39.904632,116.397691,,attraction
Beijing Dashilan,39.895715,116.395042,,attraction
Beijing Zoo,39.942105,116.336701,,attraction
Jin Man Shan Qianmen Hot Pot (Qianmen Flagship Store),39.899557,116.400132,,restaurant
Huguosi Snacks (Roushi Street Branch),39.898374,116.398690,,restaurant
Golden Bean Restaurant,39.899020,116.393858,,restaurant
Beiping Garden (Tiananmen Branch),39.898039,116.395566,,restaurant
Juqi (Qianmen Branch),39.897718,116.397016,,restaurant
Liang · Restaurant PEKING LIANG (Qianmen Branch),39.897387,116.397002,,restaurant
Wanchun Jinfu Afternoon Tea (Qianmen Branch),39.897225,116.397475,,restaurant
Admiral · TIDU (Beijing Fang Branch),39.897546,116.394922,,restaurant
Icehouse Restaurant in Front of the Forbidden City,39.896963,116.398256,,restaurant
National Centre for the Performing Arts Western Restaurant,39.904765,116.389734,,restaurant
Chengdu Beijing Office Restaurant (Shudu Hotel Branch),39.925170,116.400666,,restaurant
Graduate School Restaurant of the Central Party School,39.999592,116.287885,,restaurant
Green Tea Restaurant (Beijing Longfor Starry Street Mall Branch),39.998068,116.289861,,restaurant
Dechang Garden Beijing Cuisine Restaurant (Summer Palace Branch),39.996701,116.291357,,restaurant
Dechang Garden Restaurant (Liangli Garden Branch),39.997009,116.293362,,restaurant
Huajia Yiyuan (Qinghua West Road Branch),39.999401,116.306592,,restaurant
Yixin Garden Restaurant (Beijing University of Posts and Telecommunications Conference Center Apartment Branch),39.996687,116.299639,,restaurant
Mexican Taco Restaurant (Longfor Beijing Yihe Star Yuehui Branch),39.997965,116.290649,,restaurant
Peking University Boya International Hotel - Yanchunyuan Chinese Restaurant,39.997804,116.313330,,restaurant
Peking University Changchunyuan Restaurant,39.993919,116.303733,,restaurant
Xinyuecheng Restaurant (Wanlin Building Branch),40.024203,116.300609,,restaurant
