origin,destination,distance_meters,duration_minutes,cost
"30.663869,104.053307","30.645000,104.050000",2970,5,15
"30.663869,104.053307","30.644000,104.052000",3100,5,15
"30.663869,104.053307","30.999000,103.617000",78250,117,309
"30.663869,104.053307","30.900000,103.567000",74710,112,294
"30.663869,104.053307","30.661542,104.042609",1480,18,0
"30.663869,104.053307","30.660792,104.034127",2610,5,13
"30.663869,104.053307","30.671442,104.102739",6720,10,26
"30.663869,104.053307","30.657297,104.063749",1730,21,0
"30.663869,104.053307","30.656882,104.058603",1300,16,0
"30.663869,104.053307","30.663924,104.053720",60,5,0
"30.663869,104.053307","30.663163,104.053746",120,5,0
"30.663869,104.053307","30.663338,104.054079",130,5,0
"30.663869,104.053307","30.663759,104.054408",150,5,0
"30.663869,104.053307","30.663520,104.054902",220,5,0
"30.663869,104.053307","30.664635,104.051670",250,5,0
"30.663869,104.053307","30.666555,104.052671",430,5,0
"30.663869,104.053307","30.667067,104.054643",530,6,0
"30.663869,104.053307","30.667881,104.055095",670,8,0
"30.663869,104.053307","30.667604,104.055896",680,8,0
"30.663869,104.053307","30.660109,104.032647",2830,5,14
"30.663869,104.053307","30.662743,104.034180",2570,5,13
"30.663869,104.053307","30.665537,104.030042",3130,5,15
"30.663869,104.053307","30.662671,104.034577",2510,5,13
"30.663869,104.053307","30.662669,104.034597",2510,5,13
"30.663869,104.053307","30.665536,104.031172",2980,5,15
"30.663869,104.053307","30.656642,104.034225",2790,5,14
"30.663869,104.053307","30.666445,104.029405",3230,5,15
"30.663869,104.053307","30.658406,104.036686",2380,5,13
"30.663869,104.053307","30.643241,104.048570",3270,5,15
"30.663869,104.053307","30.641445,104.050759",3510,5,16
"30.663869,104.053307","30.644238,104.045840",3220,5,15
"30.663869,104.053307","30.641334,104.050190",3530,5,16
"30.663869,104.053307","30.641064,104.047460",3640,5,17
"30.663869,104.053307","30.646589,104.055046",2700,5,14
"30.663869,104.053307","30.640353,104.051448",3670,6,17
"30.663869,104.053307","30.640688,104.047147",3700,6,17
"30.663869,104.053307","30.640652,104.047151",3710,6,17
