restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Qianjiang Restaurant,Hangzhou,30.259527,120.148472,100.0,Chinese Restaurant;General Restaurant,10:00,20:00,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.2
Le Shu Restaurant,Hangzhou,30.257025,120.144486,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.0
Hangzhou Xinxin Hotel·1913 Restaurant,Hangzhou,30.255994,120.144148,371.0,Food Service Related;Food Service Related,09:30,21:30,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.3
Zhejiang West Lake Villa Buffet Restaurant,Hangzhou,30.256935,120.142147,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.1
In the Corner Restaurant,Hangzhou,30.260575,120.153651,28.0,Food Service Related;Food Service Related,11:00,21:00,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.5
Green Tea Restaurant (Six Park Store),Hangzhou,30.257779,120.157824,63.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.7
Yihu Chun Restaurant,Hangzhou,30.257141,120.158020,386.0,Chinese Restaurant;Chinese Restaurant,10:00,21:30,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.5
Hangzhou Casablanca Music Bar & Restaurant,Hangzhou,30.260378,120.157253,109.0,Foreign Restaurant;Western Restaurant,10:00,02:00,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.5
Yixiangyuan Restaurant - Halal Ethnic Cuisine,Hangzhou,30.257475,120.159475,100.0,Chinese Restaurant;Halal Restaurant,09:00,01:00,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.2
Lou Wai Lou (Hangzhou West Lake Scenic Area Branch),Hangzhou,30.250209,120.140723,157.0,Chinese Restaurant;General Restaurant,16:30,20:30,Bai Causeway,"120.149189,30.255701",30.255701,120.149189,4.5
Hao Ke Lai Steak (Hangzhou Tianyang D32 Restaurant),Hangzhou,30.314744,120.137545,77.0,Foreign Restaurant;牛扒店(扒房),10:00,22:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.4
Courtyard Restaurant (Gongchen Bridge Branch),Hangzhou,30.315401,120.138443,75.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.3
BRIDGE Western Restaurant,Hangzhou,30.317777,120.136895,100.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,3.6
Yiheng Yisu Jixiang Restaurant (Gongchen Bridge Branch),Hangzhou,30.317787,120.136903,32.0,Chinese Restaurant;Chinese Restaurant,10:30,20:30,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.8
Sanren Noodle House Restaurant (Jinchang Wenhua Branch),Hangzhou,30.312099,120.142601,25.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.1
Qianyu Qianwei (Canal Store),Hangzhou,30.321992,120.137046,131.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.6
Baijia Dajia Restaurant (Wenzhou Road Branch),Hangzhou,30.320706,120.141437,18.0,Chinese Restaurant;Chinese Restaurant,14:00,19:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.2
Shida Renjia Happy Restaurant (Jiru Garden Store),Hangzhou,30.317507,120.129761,21.0,Food Service Related;Food Service Related,11:00,21:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.1
Nongtangli (Xiaohe Branch),Hangzhou,30.309394,120.133173,75.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.4
Pizza Italian Restaurant (Canal Street Store),Hangzhou,30.319066,120.144087,56.0,Foreign Restaurant;Italian Restaurant,10:00,22:00,Hangzhou Arts and Crafts Museum,"120.136930,30.315645",30.315645,120.136930,4.6
Liujia Hotel (Hangzhou West Lake Jiuxi Branch) Restaurant,Hangzhou,30.195991,120.113222,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,3.4
Jiulong Xiangzhang Courtyard Restaurant (Jiuxi Store),Hangzhou,30.193979,120.115111,80.0,Fast Food Restaurant;Tea Restaurant,08:30,19:30,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,4.2
Jiuxi Xiaozhu·Xunwei Restaurant (Jiuxi Store),Hangzhou,30.193690,120.115651,96.0,Food Service Related;Food Service Related,08:30,20:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,4.1
Chalan Garden Restaurant (Jiuxi Branch),Hangzhou,30.212569,120.117874,92.0,Chinese Restaurant;Chinese Restaurant,10:00,20:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,4.6
Hangzhou Millennium Resort Hotel - Shixi Restaurant,Hangzhou,30.191025,120.115325,129.0,Foreign Restaurant;Western Restaurant,10:00,22:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,4.2
Longjing Courtyard Restaurant,Hangzhou,30.214875,120.107925,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,4.1
Shanghai Railway Qianjiang Hotel - Restaurant,Hangzhou,30.190588,120.120679,100.0,Food Service Related;Food Service Related,11:00,21:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,3.7
Lanxuan Restaurant,Hangzhou,30.215821,120.117607,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,4.4
Meiling Family Restaurant,Hangzhou,30.215918,120.117925,77.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,4.2
Hangzhou West Lake Scenic Area Mountain View Garden Restaurant,Hangzhou,30.216137,120.118931,486.0,Chinese Restaurant;Cantonese Cuisine,10:30,21:00,Nine Creeks and Misty Trees,"120.113350,30.202395",30.202395,120.113350,3.8
Yuhe Bistro & Canteen Restaurant,Hangzhou,30.307864,120.135234,121.0,Food Service Related;Food Service Related,11:00,21:00,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.7
Lulege Cat Garden Restaurant,Hangzhou,30.307912,120.136153,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.6
Heyixuan Garden Restaurant,Hangzhou,30.308787,120.134207,88.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.5
The 101st Garden Restaurant (Xiaohe Straight Street Branch),Hangzhou,30.308955,120.133764,120.0,Food Service Related;Food Service Related,16:30,21:00,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.6
Tengfei Bistro · Artisan Handmade · Tea & Wine Restaurant,Hangzhou,30.308920,120.133695,76.0,Chinese Restaurant;Chinese Restaurant,16:30,21:30,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.4
New Tengfei Flower Language Restaurant (Xiaohe Straight Street Store),Hangzhou,30.308929,120.133698,51.0,Chinese Restaurant;Chinese Restaurant,11:00,20:30,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.4
Ancient Path Lamb Flavor Restaurant,Hangzhou,30.307053,120.137177,79.0,Chinese Restaurant;Chinese Restaurant,17:00,24:00,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.3
Yunshuiyao - Yunnan Flavors,Hangzhou,30.306812,120.137098,103.0,Food Service Related;Food Service Related,09:00,21:00,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,4.4
Geju Dining & Wine Lounge,Hangzhou,30.306462,120.136888,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xiaohe Historical and Cultural Block,"120.135337,30.308302",30.308302,120.135337,3.3
Hangzhou Shangri-La·Coffee Garden,Hangzhou,30.252574,120.137577,207.0,Cafe;Cafe,11:00,21:00,Zhejiang Provincial Museum (Gushan Branch),"120.143778,30.251243",30.251243,120.143778,4.1
North China Hotel - Chinese Restaurant,Hangzhou,30.253808,120.133460,112.0,Chinese Restaurant;Chinese Restaurant,17:30,20:30,Zhejiang Provincial Museum (Gushan Branch),"120.143778,30.251243",30.251243,120.143778,4.1
Zhanbilou - West Lake Scenic Restaurant,Hangzhou,30.247279,120.133313,100.0,Chinese Restaurant;Chinese Restaurant,11:00,22:30,Zhejiang Provincial Museum (Gushan Branch),"120.143778,30.251243",30.251243,120.143778,4.6
Twelve Hours Lakeview Restaurant,Hangzhou,30.251519,120.131988,100.0,Food Service Related;Food Service Related,10:30,20:00,Zhejiang Provincial Museum (Gushan Branch),"120.143778,30.251243",30.251243,120.143778,4.0
Lotus Encounter Garden Restaurant,Hangzhou,30.247373,120.131962,103.0,Chinese Restaurant;Zhejiang Cuisine,11:00,19:30,Zhejiang Provincial Museum (Gushan Branch),"120.143778,30.251243",30.251243,120.143778,4.7
Wei Lu · West Lake 1138 Cultural Tea Restaurant,Hangzhou,30.230253,120.138864,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,3.8
Zhiweiguan Weizhuang (Yang Gong Di Branch),Hangzhou,30.230581,120.137300,141.0,Chinese Restaurant;Chinese Restaurant,16:30,20:00,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,4.3
Jiexiang Pavilion,Hangzhou,30.229459,120.133953,751.0,Chinese Restaurant;Zhejiang Cuisine,17:00,20:30,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,4.5
Tulip Tea Restaurant (Prince Bay Park North Gate Welcome Pavilion Branch),Hangzhou,30.227600,120.143830,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,3.4
Yunshe Tea Restaurant,Hangzhou,30.227673,120.133043,60.0,Chinese Restaurant;Zhejiang Cuisine,08:00,22:30,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,4.1
Green Shade Restaurant,Hangzhou,30.227666,120.132958,100.0,Tea House;Tea House|Chinese Restaurant;Chinese Restaurant,08:00,21:00,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,4.3
Haina Leisure Restaurant,Hangzhou,30.224264,120.137429,57.0,Food Service Related;Food Service Related,09:00,21:00,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,4.5
Halal Yixiangyuan Restaurant - Roasted Lamb Ribs & Pilaf,Hangzhou,30.224122,120.137461,100.0,Chinese Restaurant;Halal Restaurant,09:00,24:00,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,3.9
Zheli Authentic Flavor,Hangzhou,30.224114,120.137490,146.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Viewing Fish at Flower Harbor,"120.139095,30.230233",30.230233,120.139095,4.5
Hangzhou West Lake Dianying Hotel · 1937 Restaurant,Hangzhou,30.263206,120.155350,447.0,Food Service Related;Food Service Related,11:00,21:00,Broken Bridge and Remaining Snow,"120.151299,30.258106",30.258106,120.151299,4.2
Sullivan Western Restaurant (WAKE TOWN Commercial Street Branch),Hangzhou,30.259038,120.159258,158.0,Foreign Restaurant;Western Restaurant,17:30,21:00,Broken Bridge and Remaining Snow,"120.151299,30.258106",30.258106,120.151299,3.9
Wanghu Building · Chinese Restaurant,Hangzhou,30.259017,120.159309,144.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Broken Bridge and Remaining Snow,"120.151299,30.258106",30.258106,120.151299,4.2
Ouxiangju Restaurant,Hangzhou,30.230372,120.148032,63.0,Chinese Restaurant;Chinese Restaurant,17:00,19:30,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,4.3
Kouzi International Grand Hotel Restaurant,Hangzhou,30.232386,120.149789,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,3.3
Zizhen Garden Tea Banquet,Hangzhou,30.225658,120.152509,100.0,Tea House;Tea House,10:00,22:00,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,4.2
West Lake Banquet - Scenic Restaurant,Hangzhou,30.236157,120.154292,360.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,4.5
Xiaolu Mansion · Republic Private Banquet,Hangzhou,30.225240,120.143968,206.0,Chinese Restaurant;Zhejiang Cuisine,11:00,21:00,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,4.3
Xiaolu Creative Restaurant (Taiziwan Branch),Hangzhou,30.225213,120.143880,100.0,Food Service Related;Food Service Related,11:00,21:00,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,3.6
West Lake Impression Restaurant,Hangzhou,30.234732,120.156845,120.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,4.6
Liuying Lakeside,Hangzhou,30.238732,120.154521,217.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Leifeng Pagoda Scenic Area,"120.148849,30.230934",30.230934,120.148849,4.6
Paper Kite Fusion Restaurant & Tavern,Hangzhou,30.240719,120.169041,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.6
Xiyue Garden Restaurant,Hangzhou,30.239312,120.169339,174.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.6
"MaLaMaLa Garden Restaurant, Coffee & Afternoon Tea",Hangzhou,30.239071,120.169689,100.0,Food Service Related;Food Service Related,11:00,21:00,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.7
Haipai Hui Restaurant,Hangzhou,30.240777,120.170435,98.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.5
Jiujiali·Creative Hangzhou Cuisine (Hefang Street Store),Hangzhou,30.240648,120.171031,82.0,Chinese Restaurant;General Restaurant,10:00,23:30,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.6
Yuting Zhandie (Drum Tower Store),Hangzhou,30.239810,120.171980,68.0,Chinese Restaurant;Zhejiang Cuisine,16:30,21:00,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.4
Jiang Xiaoxie (Xinjiang Cuisine Restaurant · Hefang Street Store),Hangzhou,30.239330,120.171880,75.0,Chinese Restaurant;Chinese Restaurant,11:30,21:30,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.6
New Zhou Ji · Jiangnan Flavors in the Alley (Drum Tower Branch),Hangzhou,30.237432,120.171040,64.0,Chinese Restaurant;Chinese Restaurant,10:30,23:30,Qinghefang Pedestrian Street,"120.168923,30.240073",30.240073,120.168923,4.6
