origin,destination,distance_meters,duration_minutes,cost
"31.313969,120.634556","31.324194,120.629211",1740,21,0
"31.313969,120.634556","31.322948,120.627856",1660,20,0
"31.313969,120.634556","31.317059,120.602105",4340,7,19
"31.313969,120.634556","31.298923,120.632998",2350,5,13
"31.313969,120.634556","31.307521,120.621266",2030,5,12
"31.313969,120.634556","31.157833,120.720272",26850,40,103
"31.313969,120.634556","31.158008,120.717448",26670,40,102
"31.313969,120.634556","31.160042,120.718122",26420,40,101
"31.313969,120.634556","31.310677,120.625678",1290,15,0
"31.313969,120.634556","31.310410,120.625388",1340,16,0
"31.313969,120.634556","31.314561,120.633675",150,5,0
"31.313969,120.634556","31.315297,120.634429",210,5,0
"31.313969,120.634556","31.312201,120.633994",290,5,0
"31.313969,120.634556","31.313597,120.636821",310,5,0
"31.313969,120.634556","31.312871,120.638349",530,6,0
"31.313969,120.634556","31.312907,120.638670",570,7,0
"31.313969,120.634556","31.312708,120.639472",680,8,0
"31.313969,120.634556","31.312277,120.639493",710,8,0
"31.313969,120.634556","31.312262,120.639742",740,9,0
"31.313969,120.634556","31.309541,120.631804",780,9,0
"31.313969,120.634556","31.323827,120.631367",1590,19,0
"31.313969,120.634556","31.325814,120.627879",2050,5,12
"31.313969,120.634556","31.321648,120.629695",1360,16,0
"31.313969,120.634556","31.322492,120.632072",1370,16,0
"31.313969,120.634556","31.322121,120.626030",1700,20,0
"31.313969,120.634556","31.321145,120.631896",1170,14,0
"31.313969,120.634556","31.320864,120.631685",1140,14,0
"31.313969,120.634556","31.321947,120.625253",1750,21,0
"31.313969,120.634556","31.320621,120.631810",1100,13,0
"31.313969,120.634556","31.320675,120.631957",1100,13,0
"31.313969,120.634556","31.311453,120.600703",4520,7,19
"31.313969,120.634556","31.317726,120.601528",4430,7,19
"31.313969,120.634556","31.316772,120.603189",4190,6,18
"31.313969,120.634556","31.316450,120.603223",4180,6,18
"31.313969,120.634556","31.315962,120.603731",4110,6,18
"31.313969,120.634556","31.316888,120.604254",4060,6,18
"31.313969,120.634556","31.318929,120.602753",4300,6,18
"31.313969,120.634556","31.315078,120.603486",4140,6,18
"31.313969,120.634556","31.315056,120.603787",4100,6,18
"31.313969,120.634556","31.316030,120.604871",3960,6,17
"31.313969,120.634556","31.316066,120.604961",3950,6,17
"31.313969,120.634556","31.310412,120.625730",1300,16,0
"31.313969,120.634556","31.310410,120.625388",1340,16,0
"31.313969,120.634556","31.309900,120.625823",1320,16,0
"31.313969,120.634556","31.309922,120.625108",1410,17,0
"31.313969,120.634556","31.309360,120.626841",1250,15,0
"31.313969,120.634556","31.309343,120.624264",1550,19,0
"31.313969,120.634556","31.308622,120.626670",1340,16,0
"31.313969,120.634556","31.308799,120.623973",1620,19,0
"31.313969,120.634556","31.310294,120.628397",1000,12,0
"31.313969,120.634556","31.312575,120.627284",990,12,0
"31.313969,120.634556","31.298997,120.632930",2340,5,13
"31.313969,120.634556","31.299340,120.632702",2290,5,12
"31.313969,120.634556","31.299520,120.632372",2270,5,12
"31.313969,120.634556","31.296740,120.631931",2700,5,14
"31.313969,120.634556","31.299167,120.635984",2310,5,13
"31.313969,120.634556","31.302304,120.636011",1830,22,0
"31.313969,120.634556","31.298442,120.627964",2570,5,13
"31.313969,120.634556","31.298418,120.627903",2580,5,13
"31.313969,120.634556","31.298628,120.627780",2550,5,13
"31.313969,120.634556","31.298404,120.627704",2590,5,13
"31.313969,120.634556","31.156125,120.726825",27470,41,105
"31.313969,120.634556","31.152002,120.726468",28030,42,108
"31.313969,120.634556","31.156787,120.719058",26930,40,103
"31.313969,120.634556","31.158649,120.720713",26760,40,103
"31.313969,120.634556","31.155828,120.730190",27710,42,106
"31.313969,120.634556","31.151863,120.718253",27590,41,106
"31.313969,120.634556","31.158314,120.716303",26560,40,102
"31.313969,120.634556","31.163313,120.728278",26560,40,102
"31.313969,120.634556","31.163403,120.728350",26560,40,102
"31.313969,120.634556","31.163440,120.728300",26550,40,102
"31.313969,120.634556","31.311974,120.605834",3830,6,17
"31.313969,120.634556","31.311662,120.605837",3840,6,17
"31.313969,120.634556","31.310619,120.622635",1670,20,0
"31.313969,120.634556","31.304606,120.624018",2020,5,12
"31.313969,120.634556","31.307645,120.625715",1530,18,0
"31.313969,120.634556","31.306681,120.616020",2710,5,14
"31.313969,120.634556","31.332687,120.611931",4190,6,18
"31.313969,120.634556","31.333420,120.609595",4490,7,19
"31.313969,120.634556","31.323137,120.612979",3200,5,15
"31.313969,120.634556","31.422074,120.640438",16850,25,63
"31.313969,120.634556","31.422183,120.635784",16850,25,63
"31.313969,120.634556","31.414101,120.631840",15590,23,58
"31.313969,120.634556","31.272630,120.627510",6500,10,25
"31.313969,120.634556","31.273756,120.630269",6290,9,24
