city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Zhengzhou,Yellow River Museum,B01730K030,A professional museum showcasing the history and culture of Yellow River governance.,Historical and Cultural,,34.871840,113.677764,4.6,09:00,17:00,Monday,1.0,2.5,0.0
Zhengzhou,Huiji Bridge Ruins Park,B0FFKZXJGC,Historic bridge ruins park with a serene environment suitable for leisure.,Historical and Cultural,,34.892354,113.585469,4.4,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,Chenghuang Temple,B01730ISGR,A historic Taoist temple in Zhengzhou with traditional architectural style and thriving incense offerings.,Historical and Cultural,,34.752061,113.686977,4.7,09:00,17:00,,0.5,2.0,0.0
Zhengzhou,Zhengdong New District CBD,B0FFFYIE8I,"Zhengzhou's modern business district, featuring urban architecture and a spectacular night light show.",City Landmark,,34.769100,113.753400,4.3,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,David Plaza Shopping Center,B0IB2CT0E0,"A renowned comprehensive shopping center in Zhengzhou, offering a wide range of brands and integrated shopping and dining experiences.",Leisure Experience,,34.758202,113.666031,4.8,10:00,22:00,,1.5,3.0,0.0
Zhengzhou,Zhengzhou Shangdu National Archaeological Site Park,B0FFGAJ6C3,"The ruins of the Shang Dynasty capital, a historical landmark in the city center showcasing the civilization of over 3,500 years ago.",Historical and Cultural,,34.753775,113.690498,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,Zijing Mountain Park,B01730IQMH,"A comprehensive park in the center of Zhengzhou with beautiful greenery, serving as a popular leisure destination for residents.",Natural Scenery,,34.761890,113.687708,4.8,00:00,23:00,,1.0,2.5,0.0
Zhengzhou,Zhengzhou Confucian Temple,B01730ISHP,"Ancient architectural complex from the Ming and Qing Dynasties, now the Wenmiao branch of Zhengzhou Museum, displaying ancient educational culture.",Historical and Cultural,,34.748659,113.688345,4.6,09:00,17:00,Monday,1.0,2.5,0.0
Zhengzhou,Qianxi Square (Big Corn),B0FFH2E0I1,"Zhengzhou CBD landmark building, nicknamed 'Big Corn' due to its corn-shaped appearance, featuring stunning nighttime lighting effects.",City Landmark,,34.769955,113.726322,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,Zhengzhou Yellow River Cultural Park,B01730839D,"A large cultural theme park on the southern bank of the Yellow River, offering elevated views of the river and an immersive experience of Yellow River culture.",Historical and Cultural,,34.953667,113.512589,4.5,06:30,21:00,,1.5,3.0,45.0
