origin,destination,distance_meters,duration_minutes,cost
"24.913284,118.585013","24.914168,118.585519",160,5,0
"24.913284,118.585013","24.895235,118.588755",2860,5,14
"24.913284,118.585013","24.894531,118.588435",2960,5,14
"24.913284,118.585013","24.929148,118.581605",2520,5,13
"24.913284,118.585013","24.707569,118.448945",37350,56,145
"24.913284,118.585013","24.894531,118.588435",2960,5,14
"24.913284,118.585013","24.813513,118.413917",28730,43,111
"24.913284,118.585013","24.934989,118.589887",3450,5,16
"24.913284,118.585013","24.673685,118.707192",41100,62,160
"24.913284,118.585013","24.913223,118.584174",120,5,0
"24.913284,118.585013","24.915495,118.584602",350,5,0
"24.913284,118.585013","24.914277,118.582408",400,5,0
"24.913284,118.585013","24.911231,118.583200",410,5,0
"24.913284,118.585013","24.912722,118.587884",410,5,0
"24.913284,118.585013","24.916149,118.584741",450,5,0
"24.913284,118.585013","24.916196,118.584752",450,5,0
"24.913284,118.585013","24.912134,118.588839",570,7,0
"24.913284,118.585013","24.917233,118.584235",620,7,0
"24.913284,118.585013","24.917467,118.585093",650,8,0
"24.913284,118.585013","24.917628,118.584496",680,8,0
"24.913284,118.585013","24.903031,118.590654",1780,21,0
"24.913284,118.585013","24.901835,118.591758",2020,5,12
"24.913284,118.585013","24.903708,118.590841",1700,20,0
"24.913284,118.585013","24.900897,118.592886",2230,5,12
"24.913284,118.585013","24.903301,118.588315",1620,19,0
"24.913284,118.585013","24.905770,118.589087",1300,16,0
"24.913284,118.585013","24.903078,118.587157",1620,19,0
"24.913284,118.585013","24.900000,118.594903",2500,5,13
"24.913284,118.585013","24.903589,118.595795",2140,5,12
"24.913284,118.585013","24.913278,118.608548",3320,5,16
"24.913284,118.585013","24.906516,118.606802",3250,5,15
"24.913284,118.585013","24.905978,118.605802",3150,5,15
"24.913284,118.585013","24.894490,118.588141",2960,5,14
"24.913284,118.585013","24.894445,118.587585",2960,5,14
"24.913284,118.585013","24.897184,118.590875",2640,5,14
"24.913284,118.585013","24.895030,118.593372",3080,5,15
"24.913284,118.585013","24.891104,118.592805",3620,5,16
"24.913284,118.585013","24.895851,118.594983",3060,5,15
"24.913284,118.585013","24.897409,118.596286",2940,5,14
"24.913284,118.585013","24.895574,118.596981",3230,5,15
"24.913284,118.585013","24.909813,118.595386",1560,19,0
"24.913284,118.585013","24.910048,118.594914",1490,18,0
"24.913284,118.585013","24.911475,118.596001",1580,19,0
"24.913284,118.585013","24.928607,118.584494",2390,5,13
"24.913284,118.585013","24.925189,118.580905",1940,23,0
"24.913284,118.585013","24.931942,118.577349",3100,5,15
"24.913284,118.585013","24.931815,118.577244",3090,5,15
"24.913284,118.585013","24.934433,118.579499",3380,5,16
"24.913284,118.585013","24.923299,118.581532",1630,20,0
"24.913284,118.585013","24.924267,118.585372",1710,21,0
"24.913284,118.585013","24.934758,118.584752",3340,5,16
"24.913284,118.585013","24.935483,118.578573",3570,5,16
"24.913284,118.585013","24.934823,118.575415",3620,5,16
"24.913284,118.585013","24.941154,118.595897",4600,7,19
"24.913284,118.585013","24.941661,118.595652",4670,7,20
"24.913284,118.585013","24.940220,118.595308",4440,7,19
"24.913284,118.585013","24.938396,118.594929",4150,6,18
"24.913284,118.585013","24.935964,118.595053",3800,6,17
"24.913284,118.585013","24.872033,118.654740",11760,18,43
"24.913284,118.585013","24.872290,118.655164",11780,18,43
"24.913284,118.585013","24.871418,118.653567",11670,18,42
"24.913284,118.585013","24.874189,118.657790",11940,18,43
"24.913284,118.585013","24.943075,118.589191",4680,7,20
"24.913284,118.585013","24.703018,118.452352",37720,57,146
"24.913284,118.585013","24.702140,118.451665",37890,57,147
"24.913284,118.585013","24.701145,118.451819",38010,57,148
"24.913284,118.585013","24.701463,118.443982",38530,58,150
"24.913284,118.585013","24.705692,118.457473",37000,56,144
"24.913284,118.585013","24.706721,118.459936",36690,55,142
"24.913284,118.585013","24.697803,118.451460",38490,58,150
"24.913284,118.585013","24.708459,118.461820",36330,54,141
"24.913284,118.585013","24.702665,118.436896",38900,58,151
"24.913284,118.585013","24.707549,118.463624",36330,54,141
"24.913284,118.585013","24.818444,118.418512",27770,42,107
"24.913284,118.585013","24.806396,118.417117",28970,43,111
