origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Shenzhen,Shanghai,2025-11-12,NZQ,Futian Station,IOQ,Shenzhen North Station,2025-11-12 14:40:00,2025-11-12 14:48:00,8,G3002,High-Speed Train,Second Class Seat,Sufficient,824,1,726
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,SNH,Shanghai South Station,2025-11-12 15:06:00,2025-11-12 22:27:00,441,G998,High-Speed Train,Second Class Seat,Sufficient,824,2,726
Shenzhen,Shanghai,2025-11-12,SZQ,Shenzhen Station,GOG,Ganzhou West Station,2025-11-12 09:05:00,2025-11-12 11:07:00,122,G2726,High-Speed Train,Second Class Seat,Sufficient,853,1,735
Shenzhen,Shanghai,2025-11-12,GOG,Ganzhou West Station,SNH,Shanghai South Station,2025-11-12 11:33:00,2025-11-12 17:20:00,347,G3068,High-Speed Train,Second Class Seat,Sufficient,853,2,735
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,AOH,Shanghai Hongqiao Station,2025-11-12 08:22:00,2025-11-12 19:08:00,646,D2284,Electric Multiple Unit,Second Class Seat,Sufficient,687,1,729
Shenzhen,Shanghai,2025-11-12,SZQ,Shenzhen Station,ECH,Xuancheng Station,2025-11-12 06:40:00,2025-11-12 12:56:00,376,G2790,High-Speed Train,Second Class Seat,Sufficient,837,1,713
Shenzhen,Shanghai,2025-11-12,ECH,Xuancheng Station,IMH,Shanghai Songjiang Station,2025-11-12 13:11:00,2025-11-12 14:48:00,97,G2391,High-Speed Train,Second Class Seat,Sufficient,837,2,713
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,AOH,Shanghai Hongqiao Station,2025-11-12 09:09:00,2025-11-12 20:42:00,693,D2290,Electric Multiple Unit,Second Class Seat,Sufficient,609,1,723
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,SNH,Shanghai South Station,2025-11-12 11:16:00,2025-11-12 22:26:00,670,D2424,Electric Multiple Unit,Second Class Seat,Sufficient,638,1,725
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,FYS,Fuzhou South Station,2025-11-12 11:37:00,2025-11-12 16:41:00,304,D3308,Electric Multiple Unit,Second Class Seat,Sufficient,620,1,720
Shenzhen,Shanghai,2025-11-12,FYS,Fuzhou South Station,SNH,Shanghai South Station,2025-11-12 17:09:00,2025-11-12 22:53:00,344,D3108,Electric Multiple Unit,Second Class Seat,Sufficient,620,2,720
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,NUG,Nanchang East Station,2025-11-12 06:54:00,2025-11-12 10:33:00,219,G2756,High-Speed Train,Second Class Seat,Sufficient,776,1,709
Shenzhen,Shanghai,2025-11-12,NUG,Nanchang East Station,AOH,Shanghai Hongqiao Station,2025-11-12 10:52:00,2025-11-12 14:35:00,223,G700,High-Speed Train,Second Class Seat,Sufficient,776,2,709
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,AOH,Shanghai Hongqiao Station,2025-11-12 07:05:00,2025-11-12 18:44:00,699,D3126,Electric Multiple Unit,Second Class Seat,Sufficient,616,1,724
Shenzhen,Shanghai,2025-11-12,NZQ,Futian Station,IOQ,Shenzhen North Station,2025-11-12 11:20:00,2025-11-12 11:28:00,8,D7576,Electric Multiple Unit,Second Class Seat,Sufficient,636,1,732
Shenzhen,Shanghai,2025-11-12,IOQ,Shenzhen North Station,SNH,Shanghai South Station,2025-11-12 11:53:00,2025-11-12 22:53:00,660,D3108,Electric Multiple Unit,Second Class Seat,Sufficient,636,2,732
Shanghai,Shenzhen,2025-11-16,AOH,Shanghai Hongqiao Station,IOQ,Shenzhen North Station,2025-11-16 13:50:00,2025-11-16 21:31:00,461,G99,High-Speed Train,Second Class Seat,Sufficient,839,1,769
Shanghai,Shenzhen,2025-11-16,AOH,Shanghai Hongqiao Station,IOQ,Shenzhen North Station,2025-11-16 15:00:00,2025-11-16 22:22:00,442,G699,High-Speed Train,Second Class Seat,Sufficient,874,1,775
Shanghai,Shenzhen,2025-11-16,AOH,Shanghai Hongqiao Station,IOQ,Shenzhen North Station,2025-11-16 08:44:00,2025-11-16 20:15:00,691,D2281,Electric Multiple Unit,Second Class Seat,Sufficient,639,1,763
Shanghai,Shenzhen,2025-11-16,SNH,Shanghai South Station,IOQ,Shenzhen North Station,2025-11-16 08:15:00,2025-11-16 19:09:00,654,D377,Electric Multiple Unit,Second Class Seat,Sufficient,638,1,756
Shanghai,Shenzhen,2025-11-16,SHH,Shanghai Station,NYH,Huangshan North Station,2025-11-16 14:27:00,2025-11-16 17:19:00,172,G7301,High-Speed Train,Second Class Seat,Sufficient,787,1,774
Shanghai,Shenzhen,2025-11-16,NYH,Huangshan North Station,IOQ,Shenzhen North Station,2025-11-16 18:06:00,2025-11-16 23:21:00,315,G697,High-Speed Train,Second Class Seat,Sufficient,787,2,774
