city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Zhengzhou,Ji Hotel Zhengzhou East Station Provincial Government Hotel,"No. 101, 1st Floor, North of Zhengguang Road and West of Minsheng West Street, Zhengdong New District, Zhengzhou City, Henan Province (Convenience Service Center)",34.767800,113.746000,2023,3,457,4.8,Ji Hotel,Gym;Robot Service
Zhengzhou,Atour Hotel Zhengzhou Xinzheng International Airport Huaxia Avenue,"Atour Hotel, Financial Plaza, South of Yungang Road, No. 2, West Side of Huaxia Avenue, Zhengzhou Aviation Port District",34.536927,113.826736,2021,4,323,4.7,Atour Hotel,Gym;Free Parking;Washer and Dryer;TV Casting
Zhengzhou,Hanting Hotel Zhengzhou Shakou Road,"No. 103, Shakou Road, Jinshui District, Zhengzhou City",34.778489,113.632973,2019,2,183,4.5,Hanting Hotel,SPA Service;Gym;Robot Service;Washer and Dryer
Zhengzhou,Orange Hotel Zhengzhou Erqi Square David City,"1st Floor and Floors 5-10, West End of Xidajie",34.751695,113.668010,2024,3,372,4.8,Orange Hotel,Free Parking;Robot Service;Washer and Dryer
Zhengzhou,Zhengzhou Aimagene Hotel,"No. 167, Ninth Avenue, Economic and Technological Development Zone",34.707160,113.765391,2023,3,211,4.4,,Gym;Robot Service;TV Casting
Zhengzhou,Home Inn Plus - Zhengzhou Xianghu University Town Fantawild Green Expo Park Branch,"Block B, Weiye International, Southwest Corner of the Intersection of Zhengkai Avenue and Jinxiu Road, Zhengzhou City",34.772125,113.863671,2020,3,185,4.8,Home Inn,Robot Service;Swimming Pool;Washer and Dryer;TV Casting
Zhengzhou,Holiday Inn Zhengzhou High-Tech Zone,"No. 186, Heyang Road, High-Tech Zone (Adjacent to the Cybersecurity Science and Technology Museum)",34.819372,113.484180,2021,5,533,4.8,,Free Parking;TV Casting
Zhengzhou,Home Inn - Zhengzhou Tongbai Road Jinshui West Road Rose Park Metro Station Branch,"No. 115, North Tongbai Road, Zhongyuan District, Zhengzhou, Henan",34.768965,113.616208,2019,2,123,4.3,Home Inn,Gym;Robot Service;Washer and Dryer;TV Casting
Zhengzhou,Atour Hotel Zhengzhou Convention Center Shangdu Road,"No. 6, Shangdu Road, Jinshui District, Zhengzhou City, Henan Province",34.748433,113.732490,2025,4,375,5.0,Atour Hotel,SPA Service;Free Parking;Robot Service;Washer and Dryer
Zhengzhou,Crowne Plaza Zhengzhou High-Tech Zone,"No. 26, Mudan Road",34.827628,113.563243,2022,5,556,4.8,,Free Parking;Robot Service;Washer and Dryer
Zhengzhou,Home Inn - Zhengzhou Future Road Zhongyuan International Expo Center Branch,"Pangpang Apartment, Shangcheng East Road, Chengdong Street, Guancheng Hui District, Zhengzhou City, Henan Province",34.751806,113.707762,2024,3,206,4.8,Home Inn,Gym;Free Parking;Swimming Pool;Washer and Dryer
Zhengzhou,Zhongzhou Elegant Hotel Zhengzhou (Zhongmu Movie Town Branch),"Northwest Corner of the Intersection of Guandu Avenue and Zhongxing Road, Zhongmu County",34.722506,114.008375,2016,3,107,4.9,,SPA Service;Gym;Swimming Pool;Washer and Dryer
Zhengzhou,Wyndham Garden Hotel Zhengzhou,"No. 22-1 Courtyard, Jiuru East Road, Zhengdong New District (Intersection of Jiuru East Road and Longhu Outer Ring Road), Adjacent to CBD Convention and Exhibition Center",34.777824,113.742526,2019,5,499,4.6,,Gym;Free Parking;Robot Service;Swimming Pool
Zhengzhou,Ji Hotel Zhengzhou Longzihu University District Hotel,"1st Floor, All Seasons Hotel, Intersection of Boxue Road and Xiuxue Street, Longzihu",34.790156,113.800906,2024,3,475,4.8,Ji Hotel,Robot Service;Washer and Dryer;TV Casting
Zhengzhou,Atour Hotel Zhengzhou Provincial Museum Huayuan Road,"No. 21-5, Jingwu Road, Jinshui District, Zhengzhou, 100 meters south of the intersection with Nongye Road, West Side of the Road",34.784188,113.677554,2020,4,367,4.8,Atour Hotel,SPA Service;Robot Service;Washer and Dryer;TV Casting
Zhengzhou,Ji Hotel (Zhengzhou Zhongmu Green Expo Avenue Fantawild Resort Branch),"100 meters west of the intersection of Lvbo Avenue and Hengtong Road, Shenghe Jiayuan No. 3 Courtyard, Zhongmu, China",34.760072,113.890748,2024,3,267,4.8,Ji Hotel,Gym;TV Casting
Zhengzhou,Holiday Inn Zhengzhou Binhe International (Economic Development Diehu Park Branch),"20 meters west of the intersection of South Third Ring Road and Fifteenth Avenue, South Side of the Road",34.702484,113.789610,2023,3,222,4.8,,Robot Service;TV Casting
Zhengzhou,Hilton Garden Inn Zhengzhou Airport,"No. 29, Xiaodian Road, Hangkonggang District, Zhengzhou City, Henan Province, Unit 2",34.489252,113.924137,2025,4,385,4.5,Hilton,SPA Service;Gym;Swimming Pool
Zhengzhou,Hampton by Hilton Zhengzhou Xinzheng International Airport Hotel,"No. 6, Yingbin Avenue, Aviation Port District",34.534382,113.829695,2025,4,476,4.9,Hilton,SPA Service;Free Parking;Swimming Pool;Washer and Dryer
