restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Moon Deer · No. 87 Restaurant,Guilin,24.917639,110.530731,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,0.2
Haoji Cantonese Flavor Restaurant,Guilin,24.915656,110.529760,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,3.5
Rosewood Restaurant (Xingping Branch),Guilin,24.917761,110.528831,52.0,Chinese Restaurant;Chinese Restaurant,07:00,24:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,4.4
Ethnic Performance Restaurant,Guilin,24.755992,110.491218,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,3.5
Guilin Yangshuo Tengsheng Hilton Garden Inn · Hua Hui · Wei All-Day Dining Restaurant,Guilin,24.917910,110.533485,100.0,Food Service Related;Food Service Related,11:00,21:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,4.1
Jiang Xiaoyu Local Restaurant (Wharf Branch),Guilin,24.917137,110.527145,59.0,Food Service Related;Food Service Related,09:00,22:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,4.0
Shuiyun Riverside Restaurant,Guilin,24.920051,110.525624,67.0,Chinese Restaurant;Chinese Restaurant,10:30,23:30,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,4.3
Yangshuo County Folk Specialty Restaurant,Guilin,24.921047,110.540072,100.0,Chinese Restaurant;Chinese Restaurant,16:30,20:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,4.2
Three Thousand Li Riverside Restaurant,Guilin,24.921429,110.540165,42.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,4.1
Origin Flavor Garden Restaurant,Guilin,24.924014,110.516195,84.0,Chinese Restaurant;Chinese Restaurant,07:30,21:31,Xingping Ancient Town,"110.530606,24.916611",24.916611,110.530606,4.5
Duxiu Restaurant,Guilin,25.282752,110.300426,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,3.2
Hong Kong Lan Kee (Dongxi Lane Branch),Guilin,25.278725,110.299395,14.0,Food Service Related;Food Service Related,10:30,22:30,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,4.3
Jiu Shi BBQ (Dongxi Lane Branch),Guilin,25.278702,110.299195,50.0,Chinese Restaurant;Chinese Restaurant,11:00,23:00,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,4.5
True Fresh Story Lijiang Flavor Grilled Fish Restaurant (Dongxi Lane Branch),Guilin,25.278638,110.300524,100.0,Chinese Restaurant;Sichuan Cuisine,10:00,22:00,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,3.8
ZUI Lijiang Scenic Restaurant (Poetry and Faraway Lijiang Courtyard Branch),Guilin,25.284980,110.303467,107.0,Food Service Related;Food Service Related,17:30,21:00,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,4.6
Guilin Foodie 15 Yuan Buffet Restaurant,Guilin,25.286911,110.301664,100.0,Food Service Related;Food Service Related,11:00,21:00,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,4.0
Hanyuan Tea Restaurant (Yiren Road Branch),Guilin,25.276077,110.297095,54.0,Fast Food Restaurant;Tea Restaurant,11:00,22:00,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,3.9
Little Chili Restaurant (Libin Road Branch),Guilin,25.275836,110.300338,19.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,4.4
Running Bird Tea Room (Shangshui Food Street Branch),Guilin,25.275190,110.299915,36.0,Fast Food Restaurant;Tea Restaurant,12:00,20:30,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,4.5
Rosemary Western Restaurant (Yiren Road No. 1-3),Guilin,25.275088,110.299183,57.0,Foreign Restaurant;Foreign Restaurant,10:30,23:30,Duxiu Peak,"110.299118,25.281648",25.281648,110.299118,4.2
Lingering Pizza Western Restaurant,Guilin,24.924040,110.516180,100.0,Fast Food Restaurant;Fast Food Restaurant,09:00,22:00,Li River Bamboo Rafting (Yangdi-Xingping Section),"110.520203,24.922688",24.922688,110.520203,4.2
Yangshuo Liyue Riverside Restaurant,Guilin,24.924059,110.515536,87.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Li River Bamboo Rafting (Yangdi-Xingping Section),"110.520203,24.922688",24.922688,110.520203,4.7
Half-Mountain Cloud and Water Restaurant,Guilin,24.923972,110.515423,33.0,Cold Beverage Shop;Cold Beverage Shop,10:30,22:00,Li River Bamboo Rafting (Yangdi-Xingping Section),"110.520203,24.922688",24.922688,110.520203,4.3
Guilin Yangshuo Misty Blue Bay Resort Hotel Restaurant,Guilin,24.924041,110.514798,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Li River Bamboo Rafting (Yangdi-Xingping Section),"110.520203,24.922688",24.922688,110.520203,2.5
Tai Heng Ice Room (Pedestrian Street Entrance Branch),Guilin,25.274727,110.299561,40.0,Cold Beverage Shop;Cold Beverage Shop,11:30,21:00,Dongxi Lane,"110.299731,25.278717",25.278717,110.299731,4.5
Kitchen Stories Riverside Restaurant (Liangjiang Sihu Liberation Bridge Branch),Guilin,25.276789,110.304448,74.0,Food Service Related;Food Service Related,11:00,03:00,Dongxi Lane,"110.299731,25.278717",25.278717,110.299731,4.6
Yuxiang Garden Restaurant,Guilin,24.813925,110.402126,61.0,Chinese Restaurant;Chinese Restaurant|休闲场所;休闲场所,10:00,22:00,Yulong River Bamboo Rafting,"110.399652,24.809946",24.809946,110.399652,4.6
Magpie Music Restaurant,Guilin,24.775933,110.495108,66.0,Entertainment Venue;Bar|Chinese Restaurant;Chinese Restaurant,11:30,24:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.5
Ganges · Impressions Indian Restaurant,Guilin,24.776363,110.494390,63.0,Foreign Restaurant;Indian Cuisine|Foreign Restaurant;其它亚洲菜,12:00,22:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.5
Qixiang Restaurant,Guilin,24.776975,110.494575,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,0.2
Qishuo Restaurant,Guilin,24.777089,110.494646,64.0,Chinese Restaurant;Chinese Restaurant,17:00,22:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.6
Asia Music Restaurant,Guilin,24.775439,110.494172,83.0,Chinese Restaurant;Chinese Restaurant,10:00,23:30,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.8
Mountain View Restaurant,Guilin,24.775425,110.494175,70.0,Foreign Restaurant;Western Restaurant,09:00,24:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.3
Duoduo Luo Fusion Restaurant,Guilin,24.777685,110.494799,25.0,服装鞋帽皮具店;服装鞋帽皮具店|糕饼店;糕饼店,10:30,22:30,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.3
Frog Hero (Yitian West Street Branch),Guilin,24.774744,110.493574,67.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.7
Hetian Garden·West Street Outdoor Garden Restaurant,Guilin,24.774883,110.493468,75.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,4.5
Bangkok Street Thai Restaurant (Yunwu · LISA'S Hotel Branch),Guilin,24.779057,110.494972,56.0,Food Service Related;Food Service Related,10:00,15:00,Impression Liu Sanjie,"110.496000,24.776000",24.776000,110.496000,3.8
Encounter Fan Jian Light Stay Restaurant,Guilin,24.744601,110.471863,52.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Ten-Mile Gallery,"110.476517,24.749369",24.749369,110.476517,4.0
Yangshuo Resort Hotel Riverside Restaurant,Guilin,24.741905,110.479428,112.0,Chinese Restaurant;Chinese Restaurant,11:30,21:00,Ten-Mile Gallery,"110.476517,24.749369",24.749369,110.476517,4.1
Lanyang Tea Restaurant,Guilin,24.751775,110.491175,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Ten-Mile Gallery,"110.476517,24.749369",24.749369,110.476517,2.4
Chinese Restaurant·Chinese Restaurant,Guilin,24.743266,110.491507,80.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Ten-Mile Gallery,"110.476517,24.749369",24.749369,110.476517,4.2
Sister Liu's Beer Fish Ethnic Performance Restaurant (High-Speed Rail Ten-Mile Gallery Branch),Guilin,24.756078,110.491208,76.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Ten-Mile Gallery,"110.476517,24.749369",24.749369,110.476517,4.5
Fisherman's Boss Restaurant,Guilin,24.756812,110.491433,51.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Ten-Mile Gallery,"110.476517,24.749369",24.749369,110.476517,4.3
Poetry and Distance · Gallery Courtyard (Yangshuo Ten-Mile Gallery Yulong River Branch) · ZUI Li River Restaurant (Gallery Courtyard Branch),Guilin,24.735600,110.485275,69.0,Food Service Related;Food Service Related,17:00,21:00,Ten-Mile Gallery,"110.476517,24.749369",24.749369,110.476517,4.3
