city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Shaoxing,Zhuji Xiangsheng Century Hotel,"No. 195, Zhuluo East Road",29.702256,120.253708,2019,5,486,4.5,
Shaoxing,Orange Hotel Shaoxing University of Arts and Sciences Lu Xun Native Place,"No. 26, Changxi Road, near Nanshan Campus of Wenli College, Hedong and Hexi Campuses",29.990900,120.569000,2020,3,243,4.8,Orange Hotel
Shaoxing,Anyue Hotel (Shaoxing Datandi Metro Station Yigao Plaza Branch),"Building 2, Yigao Plaza, Yuecheng District",30.024749,120.581137,2020,4,167,3.8,
Shaoxing,Shaoxing Yuecheng Hilton Garden Hotel,"No. 328, Jiefang North Road, Yuecheng District, Shaoxing City, Zhejiang Province",30.003190,120.581716,2025,4,387,5.0,Hilton
Shaoxing,All Seasons Zhuji Xishi Native Place Hotel,"No. 22, Zhuluo East Road, Zhuji City, Shaoxing City, Zhejiang Province",29.702600,120.241000,2018,3,385,4.8,Ji Hotel
Shaoxing,Home Inn - Shaoxing Renmin Middle Road Lu Xun Native Place Branch,"No. 360, Renmin Middle Road, Yuecheng District, Shaoxing City (100 meters east of the intersection of Renmin Road and Zhongxing Road, next to Shaoxing Bank)",29.995812,120.588996,2016,2,149,4.6,Home Inn
Shaoxing,Home Inn - Shengzhou Wuyue Plaza Guanhenan Road Branch,"No. 399, Guanhenan Road (southeast corner of the intersection of Guanhenan Road and Lingtaiyuan Second Road)",29.567261,120.827427,2015,2,144,4.8,Home Inn
Shaoxing,Home Inn Neo - Shaoxing Bus Terminal Lu Xun Native Place Branch,"No. 195, Zhongxing North Road, Yuecheng District, Shaoxing City, Zhejiang Province",30.015040,120.593455,2022,2,146,4.3,Home Inn
Shaoxing,Home Inn - Shaoxing North Station Paojiang New District Olympic Sports Center Branch,"No. 64, Tang Road, Paojiang, Yuecheng District, Shaoxing City, Zhejiang Province",30.090379,120.602315,2023,2,108,4.1,Home Inn
Shaoxing,Jinjiang Inn (Shaoxing Lu Xun Native Place City Plaza Metro Station Hotel),"No. 748, Shengli West Road, Yuecheng District, Shaoxing City, Zhejiang Province",30.004240,120.567050,2024,2,166,4.8,Jinjiang Inn
Shaoxing,Yunhe Night Stay Hotel (Shaoxing Lu Xun Native Place Ying'en Gate Branch),"Anyue Lane-6, Ying'enmen Scenic Water Street, Beihai Subdistrict, Yuecheng District, Shaoxing City, Zhejiang Province",30.015451,120.568541,2023,5,473,4.7,
Shaoxing,Yongli Huazen Hotel (Lu Xun Native Place Branch),"No. 175, Renmin East Road, Yuecheng District",29.993871,120.603001,2018,3,116,4.1,
Shaoxing,All Seasons Shaoxing Shangyu E-Sports Town Hotel,"No. 888, Wuxing Middle Road, Cao'e Subdistrict",30.029300,120.826000,2021,3,260,4.8,Ji Hotel
Shaoxing,Hanting Hotel Shaoxing Lu Xun Native Place,"Part of the first floor and all of floors 7-14, No. 208, Renmin Middle Road",29.996300,120.586000,2022,2,293,4.8,Hanting Hotel
Shaoxing,Jinjiang Inn Zhuji Baolong Plaza High-Speed Railway Station,"No. 98, Zhusan Road",29.729078,120.212837,2011,2,424,4.5,Jinjiang Inn
Shaoxing,Vienna Zhihao Hotel (Zhejiang Shaoxing Keqiao North Station Branch),"Chenglong Building, 50 meters north of the intersection of Huanzhen East Road and Yangshan Road, Keqiao District",30.110281,120.548716,2022,3,225,4.4,
Shaoxing,Shaoxing Lu Xun Native Place Radisson Blu Plaza Hotel (Cangqiao Straight Street Branch),"No. 105, Fushan West Road, Yuecheng District, Shaoxing, China",30.008626,120.569232,2024,4,263,4.2,
Shaoxing,Shaoxing Anchang Ancient Town Guantang,"No. 2188, Kebei Avenue, Keqiao District, Shaoxing City",30.136878,120.495558,2021,5,552,4.7,
Shaoxing,Shaoxing Kapok · Hyatt Centric Hotel,"No. 28, Mazhen South Road, Beihai Subdistrict, Yuecheng District, Shaoxing City, Zhejiang Province",30.000139,120.565449,2025,5,1197,4.7,
Shaoxing,Shaoxing Yuecheng Lu Xun Native Place Kaiyuan Mingting Hotel,"No. 1, Shengli East Road, Fushan Subdistrict, Yuecheng District, Shaoxing, China",30.004758,120.582328,2020,4,341,4.3,
