poi_name,latitude,longitude,address,poi_type
Sun Yat-sen Mausoleum Scenic Area,32.054508,118.854097,,attraction
Nanjing Museum,32.040802,118.825064,,attraction
Qinhuai River Painted Boat Cruise,32.020660,118.788899,,attraction
Laomendong,32.011682,118.787631,,attraction
Lion Bridge Pedestrian Street,32.067825,118.777783,,attraction
Nanjing Eye Pedestrian Bridge,31.995131,118.703146,,attraction
Nanjing City Wall Taicheng Scenic Area,32.069455,118.812688,,attraction
Nanjing Yangtze River Bridge,32.116040,118.738514,,attraction
Yihe Road Mansion Area Section 12,32.063981,118.770087,,attraction
Nanjing Deji Plaza,32.044077,118.784902,,attraction
Meilu Restaurant (Sifangcheng Branch),32.049053,118.850510,,restaurant
Nanjing Dongjiao State Guesthouse·Daoxiangcun A La Carte Restaurant,32.058352,118.847527,,restaurant
Jingli Seafood Buffet Restaurant,32.058378,118.847167,,restaurant
Wheat Spike Café (Restaurant),32.053088,118.840329,,restaurant
Yishengyuan Restaurant,32.041985,118.849227,,restaurant
Kuandu Hotel (Kuandu·Emerald Garden Restaurant),32.043804,118.840376,,restaurant
Old Camera · Garden Restaurant,32.042471,118.841831,,restaurant
Frontline Courtyard Fanghua Cultural Theme Restaurant,32.042886,118.840991,,restaurant
Giraffe Tea Restaurant (Junlin Zijin Commercial Street Branch),32.037885,118.850974,,restaurant
Golden Almond Restaurant,32.037985,118.850289,,restaurant
Xun·Garden Restaurant (Zijin Square Branch),32.040970,118.834915,,restaurant
Yichun Restaurant (Nanjing Museum Branch),32.039269,118.825427,,restaurant
Taoxiangju Restaurant · Nanjing Jinling International Hotel,32.039919,118.823378,,restaurant
Panda Restaurant,32.043422,118.824293,,restaurant
Zhenmu Space Tea Restaurant,32.038720,118.822091,,restaurant
Tai Hang Bing Room Tea Restaurant (Qingxi Road Branch),32.044629,118.822917,,restaurant
San Dian Hong Red-themed Restaurant (Minggugong Road No. 21 Community Branch),32.043222,118.816105,,restaurant
Tongxinyuan Hotel Chinese Restaurant,32.032954,118.830965,,restaurant
Yuyuan Hotel - Chinese Restaurant,32.034991,118.816403,,restaurant
Yifeng Jiayan Theme Restaurant,32.046252,118.814997,,restaurant
The Grand Mansion Luxury Collection Hotel · Old Nanjing Orange Twilight Restaurant,32.042545,118.798838,,restaurant
Wanquinglou Gourmet Pavilion,32.020352,118.789761,,restaurant
Zhengxing Restaurant,32.020275,118.790175,,restaurant
Lao Song Ji Marinated Seafood,32.021861,118.789212,,restaurant
Tianyuanlou True Jiangnan Fashion Restaurant (Confucius Temple Branch),32.019013,118.790272,,restaurant
Eleven Scenic Rooftop Bar (Confucius Temple Pedestrian Street Branch),32.021395,118.791283,,restaurant
Tianfeng Tower Restaurant,32.020696,118.786196,,restaurant
Yongheyuan Banquet Hall,32.022689,118.787481,,restaurant
Night Stay Qinhuai Junting Hotel Restaurant (Grand Theater Branch),32.021996,118.791824,,restaurant
Yongshengli Tea Restaurant (Fuzimiao Branch),32.023204,118.787265,,restaurant
Bella Kitchen Unlimited Steak Restaurant (Maoye World Branch),32.022530,118.786194,,restaurant
NEW ARC Sunset Restaurant (Xuanwu Lake Jinling STYLE Branch),32.066600,118.813012,,restaurant
Fangyuan · Lakeview Banquet (Xuanwu Lake Branch),32.068443,118.808893,,restaurant
Jinling Star Grand Hotel - Chinese Restaurant,32.072880,118.812323,,restaurant
Hong Xiaoman Bistro · Nanjing Specialty Eatery,32.065951,118.813648,,restaurant
Xiatileke Western Region Restaurant (Jinling STYLE Branch),32.065844,118.813334,,restaurant
Xuzhou Impression Restaurant,32.065749,118.812922,,restaurant
Mingxuan Chinese Restaurant,32.066370,118.815739,,restaurant
Silk Road Xinjiang Aizizi Barbecue Restaurant (Suojin Branch),32.073502,118.814071,,restaurant
Chow Yun-fat Chinese Restaurant,32.065167,118.813406,,restaurant
Jiangnan Courtyard Restaurant (Bancang Street Branch),32.067685,118.817973,,restaurant
Wenliu Cuisine (Laomendong Branch),32.011515,118.787387,,restaurant
Jiang Youji (Lao Mendong Branch),32.011774,118.786821,,restaurant
Xun Wei·Jinling Twelve Dishes (Laomendong Branch),32.012241,118.787144,,restaurant
Jiming Soup Dumplings (Nanjing Flagship Store) Nanjing Cuisine,32.011940,118.786703,,restaurant
New Belle Italian Restaurant · Wood-fired Pizza (Laomendong Branch),32.011064,118.786955,,restaurant
Six Dynasties Pine Teahouse,32.010760,118.788191,,restaurant
South City Yan Gui Lou (Laomendong Branch),32.012681,118.788744,,restaurant
Reunion with Smoke Firewood Wonton Love Snack Shop,32.011082,118.789613,,restaurant
The Free Cook · Family Cuisine (Laomendong Branch),32.014135,118.787506,,restaurant
Yunshe Restaurant,32.009595,118.785806,,restaurant
San Liang San Sichuan-Chongqing Spicy Tripe (Hunan Road Lion Bridge Branch),32.067708,118.777860,,restaurant
Halal·AL-JANNAT Jannat Indian Restaurant (Shiziqiao Branch),32.068005,118.778377,,restaurant
Macau Pavilion (Shiziqiao Branch),32.068328,118.777251,,restaurant
Wanqianyun Self-Service Restaurant (Shiziqiao Branch),32.068635,118.777723,,restaurant
Top Fresh Seafood Garden Restaurant,32.068108,118.776615,,restaurant
