restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Huidu Restaurant (Huidu May Day Shopping Center Branch),Taiyuan,37.862948,112.573198,100.0,Chinese Restaurant;Chinese Restaurant,08:45,20:30,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,4.2
Bingzhou Hotel · Chinese Restaurant,Taiyuan,37.859491,112.572068,63.0,Food Service Related;Food Service Related,18:00,21:00,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,4.0
Hong Kong-Guangdong Dim Sum · Hong Kong-style Tea Restaurant (Taiyuan Wuyi Road Branch),Taiyuan,37.864723,112.574410,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,3.9
Uncle Wu's Claypot Rice & Sizzling Pot & Congee,Taiyuan,37.865166,112.568681,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,4.4
Flaming Mountain Hotpot & BBQ Integrated Buffet Restaurant (Liuxiang Branch),Taiyuan,37.863879,112.567302,63.0,Chinese Restaurant;Hot Pot,18:00,21:30,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,4.3
Nayuki Tea (Taiyuan Liuxiang Maoye Branch),Taiyuan,37.863448,112.567046,100.0,Cold Beverage Shop;Cold Beverage Shop,10:00,22:00,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,4.4
Dragon City Flavor Restaurant,Taiyuan,37.858025,112.573825,73.0,Food Service Related;Food Service Related,18:00,21:00,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,3.9
Hanok Village Korean Cuisine Restaurant (Lida International Mall Branch),Taiyuan,37.866325,112.568175,38.0,Foreign Restaurant;韩国料理,10:00,21:30,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,4.4
Lakeside International Hotel - Chinese Restaurant,Taiyuan,37.859129,112.566920,146.0,Chinese Restaurant;General Restaurant,17:30,21:00,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,4.0
Everyone Says Good Restaurant Community Canteen Warm Bee Station,Taiyuan,37.864146,112.565742,100.0,生活服务;生活服务场所;生活服务场所,11:00,21:00,Chunyang Palace,"112.572122,37.862385",37.862385,112.572122,3.4
