origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 21:15:00,2025-11-12 23:55:00,160,3U1744,Sichuan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,270,1,2
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 07:05:00,2025-11-12 09:25:00,140,MU5829,China Eastern Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,333,1,3
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 07:00:00,2025-11-12 09:35:00,155,CA5751,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,370,1,5
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 07:05:00,2025-11-12 09:25:00,140,G56794,China Express Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,383,1,6
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CTU,Shuangliu International Airport,2025-11-12 13:40:00,2025-11-12 15:10:00,90,CA4414,Air China,Economy Class,Sufficient,319,Medium Aircraft,Airbus,1408,1,14
Kunming,Zhengzhou,2025-11-12,CTU,Shuangliu International Airport,CGO,Xinzheng International Airport,2025-11-12 16:15:00,2025-11-12 18:20:00,125,CA4049,Air China,Economy Class,Sufficient,319,Medium Aircraft,Airbus,1408,2,14
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 16:10:00,2025-11-12 18:50:00,160,8L9507,Hainan Airlines | Lucky Air,Economy Class,Sufficient,737MAX,Medium Aircraft,Boeing,330,1,7
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 12:40:00,2025-11-12 15:20:00,160,MF4311,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1149,1,10
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 19:20:00,2025-11-12 21:55:00,155,MU5576,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,302,1,4
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 15:25:00,2025-11-12 17:55:00,150,MU5789,China Eastern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,393,1,8
