origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,KHN,Changbei International Airport,2025-11-12 13:00:00,2025-11-12 14:35:00,95,SC1200,Shandong Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,600,1,125
Zhuhai,Chengdu,2025-11-12,KHN,Changbei International Airport,TFU,Tianfu Airport,2025-11-12 21:25:00,2025-11-12 23:55:00,150,SC9080,Shandong Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,600,2,125
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,CTU,Shuangliu International Airport,2025-11-12 15:15:00,2025-11-12 17:50:00,155,3U8764,Sichuan Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,720,1,116
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,TFU,Tianfu Airport,2025-11-12 20:40:00,2025-11-12 23:10:00,150,MF4548,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,554,1,112
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,CTU,Shuangliu International Airport,2025-11-12 15:15:00,2025-11-12 17:50:00,155,EU7352,Chengdu Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,720,1,117
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,TFU,Tianfu Airport,2025-11-12 07:25:00,2025-11-12 09:45:00,140,SC7949,Shandong Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,947,1,119
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,CTU,Shuangliu International Airport,2025-11-12 15:15:00,2025-11-12 17:50:00,155,CZ9148,China Southern Airlines,First Class,Sufficient,321,Medium Aircraft,Airbus,1720,1,114
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,TFU,Tianfu Airport,2025-11-12 10:55:00,2025-11-12 13:40:00,165,CA2678,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,759,1,118
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,TFU,Tianfu Airport,2025-11-12 19:50:00,2025-11-12 22:25:00,155,CA2694,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,547,1,113
Zhuhai,Chengdu,2025-11-12,ZUH,Jinwan Airport,TFU,Tianfu Airport,2025-11-12 08:30:00,2025-11-12 11:05:00,155,MF4536,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1020,1,121
