origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Jinan,Hangzhou,2025-11-12,MDK,Jinan East Station,HGH,Hangzhou East Station,2025-11-12 07:07:00,2025-11-12 12:12:00,305,G1734,High-Speed Train,First Class Seat,Sufficient,979.0,1,421
Jinan,Hangzhou,2025-11-12,JGK,Jinan West Station,NKH,Nanjing South Station,2025-11-12 17:24:00,2025-11-12 19:24:00,120,G19,High-Speed Train,Second Class Seat,Sufficient,463.0,1,409
Jinan,Hangzhou,2025-11-12,NKH,Nanjing South Station,HGH,Hangzhou East Station,2025-11-12 19:45:00,2025-11-12 21:01:00,76,G189,High-Speed Train,Second Class Seat,Sufficient,463.0,2,409
Jinan,Hangzhou,2025-11-12,JGK,Jinan West Station,HGH,Hangzhou East Station,2025-11-12 10:11:00,2025-11-12 14:13:00,242,G179,High-Speed Train,Second Class Seat,Sufficient,420.0,1,396
Jinan,Hangzhou,2025-11-12,JNK,Jinan Station,HGH,Hangzhou East Station,2025-11-12 09:29:00,2025-11-12 13:36:00,247,G281,High-Speed Train,Second Class Seat,Sufficient,464.0,1,416
Jinan,Hangzhou,2025-11-12,JGK,Jinan West Station,HGH,Hangzhou East Station,2025-11-12 14:42:00,2025-11-12 18:33:00,231,G183,High-Speed Train,Second Class Seat,Sufficient,456.0,1,411
Jinan,Hangzhou,2025-11-12,JGK,Jinan West Station,HGH,Hangzhou East Station,2025-11-12 08:55:00,2025-11-12 13:02:00,247,G173,High-Speed Train,Second Class Seat,Sufficient,419.0,1,390
Jinan,Hangzhou,2025-11-12,JGK,Jinan West Station,NKH,Nanjing South Station,2025-11-12 08:18:00,2025-11-12 11:10:00,172,G171,High-Speed Train,Second Class Seat,Sufficient,381.0,1,384
Jinan,Hangzhou,2025-11-12,NKH,Nanjing South Station,HGH,Hangzhou East Station,2025-11-12 11:30:00,2025-11-12 12:53:00,83,G3105,High-Speed Train,Second Class Seat,Sufficient,381.0,2,384
Jinan,Hangzhou,2025-11-12,JGK,Jinan West Station,HVU,Hangzhou West Station,2025-11-12 16:07:00,2025-11-12 20:20:00,253,G2623,High-Speed Train,Second Class Seat,Sufficient,447.0,1,415
