restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Zhonghong Feast · Bird's Nest Restaurant (Asian Games Village Branch),Beijing,39.992378,116.395075,171.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.5,Must-Eat Top 10;Outdoor Seating
Guofeng Family Restaurant (Bird's Nest Scenic View Branch),Beijing,39.992725,116.395475,556.0,Chinese Restaurant;Chinese Restaurant,16:30,22:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.6,Outdoor Seating;Private Room
Bird's Nest Cultural Center Guofengjia Restaurant,Beijing,39.992875,116.397025,756.0,Chinese Restaurant;Cantonese Cuisine,11:30,21:30,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.0,Waiting Area;Online Queue
Beijing Academy of Social Sciences Restaurant,Beijing,39.989342,116.385246,40.0,Chinese Restaurant;Chinese Restaurant,16:30,20:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.2,Private Room;Online Queue
Beijing North Star InterContinental Hotel · Italian Trattoria,Beijing,39.998325,116.388176,414.0,Foreign Restaurant;Italian Restaurant,17:30,22:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.3,Must-Eat Top 10;Online Queue
Xiangyun Tower Restaurant,Beijing,39.994451,116.381719,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,3.3,Must-Eat Top 10;Birthday Package
Yuexiu Pavilion Chinese Restaurant,Beijing,39.999089,116.386255,288.0,Chinese Restaurant;Chinese Restaurant,17:30,22:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.1,Birthday Package
Beijing Grand Skylight Hotel Elysee Western Restaurant (Asian Games Village Branch),Beijing,39.992708,116.400185,100.0,Cafe;Cafe,06:30,21:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.1,Outdoor Seating;Waiting Area
AmazingThai Authentic Thai Restaurant (Beitou New World Shopping Center Branch),Beijing,39.999286,116.395925,87.0,Foreign Restaurant;泰国/越南菜品餐厅,11:00,21:00,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.7,Must-Eat Top 10;Outdoor Seating
Little Sheep (Beitou New World Shopping Center Branch),Beijing,40.000038,116.396371,104.0,Chinese Restaurant;Hot Pot,10:00,21:30,National Aquatics Center (Water Cube),"116.390397,39.992834",39.992834,116.390397,4.4,Must-Eat Top 10;Waiting Area
