city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Changsha,Tingbo Hotel (Changsha Provincial Museum Xiangya Hospital Metro Station Branch),"1st Floor, Room 10, Oubo Building, No. 248 Dongfeng Road, Dongfeng Road Street, Kaifu District, Changsha, Hunan",28.218272,112.992676,2022,4,281,4.8,
Changsha,Orange Hotel Changsha Lugu Step-by-Step High New World,"Building S1, Aijia Meixi Mansion, No. 60 Dongfanghong Middle Road",28.205315,112.862808,2024,3,308,4.7,Orange Hotel
Changsha,All Seasons Changsha South Railway Station Hotel,"Room 109, 1st Floor, Building 25, Greenland Window Jiayuan, No. 499 Xiangtian Road, Yuhua District, Changsha, All Seasons Hotel",28.136700,113.058000,2019,3,279,4.6,Ji Hotel
Changsha,Changsha Yuelu Fairfield Hotel,"No. 36 Jinxing South Road, Yuelu District, Changsha",28.198965,112.920325,2023,4,392,5.0,Marriott
Changsha,Hanting Hotel Changsha Wuyi Square Furong Middle Road,"No. 187, Section 2, Furong Middle Road",28.183085,112.987491,2022,2,181,4.9,Hanting Hotel
Changsha,Changsha Huadeng Chushang Hotel,"No. 186 Changxing Road, Dongfanghong Street, Yuelu District, Changsha, Hunan Province",28.231638,112.824321,2024,5,399,4.9,
Changsha,Vienna Hotel (Changsha Furong Middle Road Wuyi Square Branch),"No. 459, Section 1, Furong Middle Road",28.205810,112.986717,2024,3,188,4.6,
Changsha,Jinjiang Inn Changsha Shuguang Middle Road Guihua Park Metro Station Hotel,"No. 55 Junpei Lane, Shuguang Middle Road (opposite the south gate of Changsha Intermediate People's Court)",28.172862,113.002624,2016,2,115,4.7,Jinjiang Inn
Changsha,MORE·SLEEP Hotel (Ningxiang Emerald Lake International Commercial Plaza Branch),"No. 88 Chuncheng North Road, Ningxiang",28.268679,112.548976,2025,4,204,5.0,
Changsha,Hyatt Regency Changsha,"Tower T2, International Finance Center, No. 188 Jiefang West Road, Furong District, Changsha, Hunan Province, China",28.192400,112.978800,2024,5,1464,4.8,
Changsha,Changsha Wuyi Square Wanbao Avenue Atour Hotel,"1st Floor and Floors 12-20, Xiangze Nanhu Building, No. 138 Chezhan North Road, Xianghu Street",28.203536,113.010377,2019,4,300,4.9,Atour Hotel
Changsha,Orange Hotel Changsha Furong Middle Road Huangxing Square,"Dingwang Building, No. 388 Furong Middle Road, Furong District, Changsha",28.188882,112.986521,2017,3,311,4.9,Orange Hotel
Changsha,Tingbo Hotel (Changsha Central South University of Forestry and Technology Railway Institute Metro Station Branch),"Floors 25-30, Zhongyun Apartment, No. 15 Linda Road",28.136285,112.989957,2021,3,306,4.9,
Changsha,Vienna International Hotel · Changsha Yuelu Mountain West Bus Station Metro Station Branch,"No. 8 Fenglin Third Road, next to the West Bus Station",28.210820,112.914234,2023,3,225,4.8,
Changsha,Changsha IFS Atour Hotel,No. 119 Cai'e South Road,28.189381,112.980317,2024,4,566,4.9,Atour Hotel
Changsha,Changsha Meixi Lake Jinmao Luxury Collection Hotel,"No. 1177 Huanhu Road, Meixi Lake, Yuelu District, Changsha",28.195554,112.904404,2017,5,762,4.8,Marriott
Changsha,Meiyang Luxury Hotel (Changsha Lugu Science Park Jiantang Metro Station Branch),"No. 1089 Dujuan Road, Tianding Street, Yuelu District, Changsha",28.225339,112.903916,2023,3,180,4.7,
Changsha,Hanting Hotel Changsha Yuelu Orange Isle (formerly Yuelu Hotel),"1st Floor, Qingfeng Building, No. 29 Lushan Road, Yuelu District",28.193690,112.951614,2020,2,298,4.8,Hanting Hotel
