city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Zhengzhou,Yellow River Museum,B01730K030,A professional museum showcasing the history and culture of Yellow River governance.,Historical and Cultural,,34.871840,113.677764,4.6,09:00,17:00,Monday,1.0,2.5,0.0
Zhengzhou,Huiji Bridge Ruins Park,B0FFKZXJGC,A historical bridge site park with a serene environment suitable for leisure.,Historical and Cultural,,34.892354,113.585469,4.4,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,Chenghuang Temple,B01730ISGR,A historic Taoist temple in Zhengzhou with traditional architectural style and thriving incense offerings.,Historical and Cultural,,34.752061,113.686977,4.7,09:00,17:00,,0.5,2.0,0.0
Zhengzhou,Zhengdong New District CBD,B0FFFYIE8I,"Zhengzhou's modern business district, featuring urban architecture and a nighttime light show.",City Landmark,,34.769100,113.753400,4.3,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,David City Shopping Center,B0IB2CT0E0,"A well-known comprehensive shopping center in Zhengzhou, offering a full range of brands and integrated shopping and dining experiences.",Leisure Experience,,34.758202,113.666031,4.8,10:00,22:00,,1.5,3.0,0.0
Zhengzhou,Zhengzhou Shangdu National Archaeological Site Park,B0FFGAJ6C3,"The ruins of the Shang Dynasty capital, a historical landmark in the city center showcasing the civilization of over 3,500 years ago.",Historical and Cultural,,34.753775,113.690498,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,Zijing Mountain Park,B01730IQMH,"A comprehensive park in downtown Zhengzhou with beautiful greenery, a popular leisure destination for residents.",Natural Scenery,,34.761890,113.687708,4.8,00:00,23:00,,1.0,2.5,0.0
Zhengzhou,Zhengzhou Confucian Temple,B01730ISHP,"A complex of ancient Ming and Qing dynasty buildings, now the Confucian Temple branch of Zhengzhou Museum, showcasing ancient educational culture.",Historical and Cultural,,34.748659,113.688345,4.6,09:00,17:00,Monday,1.0,2.5,0.0
Zhengzhou,Qianxi Square (Big Corn),B0FFH2E0I1,"A landmark building in Zhengzhou's CBD, nicknamed 'Big Corn' due to its corn-shaped design, featuring stunning nighttime lighting effects.",City Landmark,,34.769955,113.726322,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Zhengzhou,Zhengzhou Yellow River Cultural Park,B01730839D,"A large cultural theme park on the southern bank of the Yellow River, offering elevated views of the river and an experience of Yellow River culture.",Historical and Cultural,,34.953667,113.512589,4.5,06:30,21:00,,1.5,3.0,45.0
Zhengzhou,Zhengzhou Museum (Songshan Road Branch),B0173044E5,A comprehensive museum displaying the historical and cultural development of Zhengzhou.,Historical and Cultural,,34.723400,113.632600,4.3,09:00,17:00,Monday,1.5,3.0,0.0
Zhengzhou,Erqi Square,B01730IES4,"A landmark square in downtown Zhengzhou, featuring the Erqi Memorial Tower as a city landmark.",City Landmark,,34.751860,113.666451,4.9,09:00,17:00,,1.0,2.5,0.0
Zhengzhou,Henan Museum,B01730HZRE,"One of China's first national first-grade museums, showcasing the essence of Central Plains culture with a rich collection of artifacts.",Historical and Cultural,,34.788263,113.672097,4.9,09:00,17:00,Monday,2.0,3.5,0.0
Zhengzhou,Yellow River Huayuankou Tourist Area,B017305563,"A significant historical site of the Yellow River, where the 1938 Huayuankou breach event occurred, blending historical culture with natural scenery.",Historical and Cultural,,34.903629,113.676636,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Zhengzhou,Ruyi Lake Scenic Area,B01730J4AI,"The central scenic lake of Zhengdong New District's CBD, renowned for its nighttime light show.",City Landmark,,34.772895,113.724204,4.8,14:00,22:00,,1.0,2.5,0.0
Zhengzhou,Beilong Lake Wetland Park,,"An ecological wetland park in Zhengdong New District, offering a beautiful environment ideal for leisure, strolling, and sightseeing.",Natural Scenery,,34.812300,113.789100,4.4,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Zhengzhou,Sanhuangzhai,B0FFFCLJNL,"A highlight scenic area of Shaoshi Mountain in Mount Song, famous for its steep peaks and hanging plank paths.",Natural Scenery,,34.473496,112.952063,4.7,08:00,17:00,,2.5,4.0,0.0
Zhengzhou,Zhengzhou Museum New Hall,B0FFKCGLHK,A modernly designed comprehensive museum featuring cultural exhibitions themed around Zhengzhou's local history and culture.,Historical and Cultural,,34.739600,113.546720,4.7,09:00,17:00,Monday,1.0,2.5,0.0
