origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Zhengzhou,Quanzhou,2025-11-12,ZZF,Zhengzhou Station,PTS,Putian Station,2025-11-12 09:34:00,2025-11-12 18:04:00,510,G3130,High-Speed Train,Second Class Seat,Sufficient,729.5,1,185
Zhengzhou,Quanzhou,2025-11-12,PTS,Putian Station,QRS,Quanzhou East Station,2025-11-12 18:38:00,2025-11-12 19:03:00,25,G3545,High-Speed Train,Second Class Seat,Sufficient,729.5,2,185
Zhengzhou,Quanzhou,2025-11-12,ZZF,Zhengzhou Station,WHN,Wuhan Station,2025-11-12 11:38:00,2025-11-12 14:01:00,143,G1147,High-Speed Train,Second Class Seat,Sufficient,548.0,1,171
Zhengzhou,Quanzhou,2025-11-12,WHN,Wuhan Station,QYS,Quanzhou Station,2025-11-12 15:42:00,2025-11-12 22:08:00,386,D2231,Electric Multiple Unit,Second Class Seat,Sufficient,548.0,2,171
Zhengzhou,Quanzhou,2025-11-12,ZZF,Zhengzhou Station,QRS,Quanzhou East Station,2025-11-12 09:34:00,2025-11-12 18:24:00,530,G3130,High-Speed Train,Second Class Seat,Sufficient,729.5,1,179
Zhengzhou,Quanzhou,2025-11-12,ZAF,Zhengzhou East Station,QRS,Quanzhou East Station,2025-11-12 08:42:00,2025-11-12 19:03:00,621,G3545,High-Speed Train,Second Class Seat,Sufficient,688.5,1,184
Zhengzhou,Quanzhou,2025-11-12,ZAF,Zhengzhou East Station,QNS,Quanzhou South Station,2025-11-12 08:14:00,2025-11-12 17:31:00,557,G2045,High-Speed Train,First Class Seat,Sufficient,1225.0,1,180
Zhengzhou,Quanzhou,2025-11-12,ZAF,Zhengzhou East Station,ENH,Hefei South Station,2025-11-12 09:24:00,2025-11-12 12:37:00,193,G2693,High-Speed Train,Second Class Seat,Sufficient,697.5,1,177
Zhengzhou,Quanzhou,2025-11-12,ENH,Hefei South Station,QRS,Quanzhou East Station,2025-11-12 13:02:00,2025-11-12 18:24:00,322,G3127,High-Speed Train,Second Class Seat,Sufficient,697.5,2,177
Zhengzhou,Quanzhou,2025-11-12,ZZF,Zhengzhou Station,FYS,Fuzhou South Station,2025-11-12 09:34:00,2025-11-12 17:38:00,484,G3130,High-Speed Train,Second Class Seat,Sufficient,729.5,1,183
Zhengzhou,Quanzhou,2025-11-12,FYS,Fuzhou South Station,QRS,Quanzhou East Station,2025-11-12 18:15:00,2025-11-12 18:52:00,37,G3051,High-Speed Train,Second Class Seat,Sufficient,729.5,2,183
Zhengzhou,Quanzhou,2025-11-12,ZAF,Zhengzhou East Station,FXU,Fuyang West Station,2025-11-12 09:36:00,2025-11-12 11:19:00,103,G2807,High-Speed Train,Second Class Seat,Sufficient,702.0,1,175
Zhengzhou,Quanzhou,2025-11-12,FXU,Fuyang West Station,QRS,Quanzhou East Station,2025-11-12 11:47:00,2025-11-12 18:24:00,397,G3127,High-Speed Train,Second Class Seat,Sufficient,702.0,2,175
Zhengzhou,Quanzhou,2025-11-12,ZAF,Zhengzhou East Station,WHN,Wuhan Station,2025-11-12 11:39:00,2025-11-12 13:38:00,119,G363,High-Speed Train,Second Class Seat,Sufficient,538.0,1,167
Zhengzhou,Quanzhou,2025-11-12,WHN,Wuhan Station,QYS,Quanzhou Station,2025-11-12 14:10:00,2025-11-12 21:01:00,411,D3289,Electric Multiple Unit,Second Class Seat,Sufficient,538.0,2,167
Zhengzhou,Quanzhou,2025-11-12,ZAF,Zhengzhou East Station,QNS,Quanzhou South Station,2025-11-12 09:57:00,2025-11-12 18:37:00,520,G3130,High-Speed Train,Second Class Seat,Sufficient,736.0,1,178
Quanzhou,Zhengzhou,2025-11-18,QRS,Quanzhou East Station,ENH,Hefei South Station,2025-11-18 11:53:00,2025-11-18 17:15:00,322,G3128,High-Speed Train,Second Class Seat,Sufficient,699.5,1,201
Quanzhou,Zhengzhou,2025-11-18,ENH,Hefei South Station,ZZF,Zhengzhou Station,2025-11-18 17:58:00,2025-11-18 20:56:00,178,G2402,High-Speed Train,Second Class Seat,Sufficient,699.5,2,201
Quanzhou,Zhengzhou,2025-11-18,QNS,Quanzhou South Station,YPS,Yanping Station,2025-11-18 13:43:00,2025-11-18 15:30:00,107,G3028,High-Speed Train,Second Class Seat,Sufficient,690.5,1,198
Quanzhou,Zhengzhou,2025-11-18,YPS,Yanping Station,ZAF,Zhengzhou East Station,2025-11-18 15:54:00,2025-11-18 22:40:00,406,G1906,High-Speed Train,Second Class Seat,Sufficient,690.5,2,198
Quanzhou,Zhengzhou,2025-11-18,QYS,Quanzhou Station,WHN,Wuhan Station,2025-11-18 13:05:00,2025-11-18 19:36:00,391,D3290,Electric Multiple Unit,Second Class Seat,Sufficient,568.0,1,187
Quanzhou,Zhengzhou,2025-11-18,WHN,Wuhan Station,ZAF,Zhengzhou East Station,2025-11-18 19:53:00,2025-11-18 21:43:00,110,G810,High-Speed Train,Second Class Seat,Sufficient,568.0,2,187
Quanzhou,Zhengzhou,2025-11-18,QRS,Quanzhou East Station,FXU,Fuyang West Station,2025-11-18 11:53:00,2025-11-18 18:28:00,395,G3128,High-Speed Train,Second Class Seat,Sufficient,695.0,1,200
Quanzhou,Zhengzhou,2025-11-18,FXU,Fuyang West Station,ZZF,Zhengzhou Station,2025-11-18 19:09:00,2025-11-18 20:56:00,107,G2402,High-Speed Train,Second Class Seat,Sufficient,695.0,2,200
Quanzhou,Zhengzhou,2025-11-18,QRS,Quanzhou East Station,ZZF,Zhengzhou Station,2025-11-18 11:53:00,2025-11-18 20:50:00,537,G3128,High-Speed Train,Second Class Seat,Sufficient,729.5,1,204
Quanzhou,Zhengzhou,2025-11-18,QRS,Quanzhou East Station,WHN,Wuhan Station,2025-11-18 07:46:00,2025-11-18 14:05:00,379,G2046,High-Speed Train,First Class Seat,Sufficient,1275.0,1,206
Quanzhou,Zhengzhou,2025-11-18,WHN,Wuhan Station,ZZF,Zhengzhou Station,2025-11-18 14:32:00,2025-11-18 16:15:00,103,G680,High-Speed Train,Second Class Seat,Sufficient,775.0,2,206
Quanzhou,Zhengzhou,2025-11-18,QYS,Quanzhou Station,WHN,Wuhan Station,2025-11-18 13:05:00,2025-11-18 19:36:00,391,D3290,Electric Multiple Unit,Second Class Seat,Sufficient,544.0,1,189
Quanzhou,Zhengzhou,2025-11-18,WHN,Wuhan Station,ZAF,Zhengzhou East Station,2025-11-18 21:33:00,2025-11-18 23:25:00,112,G1192,High-Speed Train,Second Class Seat,Sufficient,544.0,2,189
Quanzhou,Zhengzhou,2025-11-18,QRS,Quanzhou East Station,ZAF,Zhengzhou East Station,2025-11-18 07:46:00,2025-11-18 16:26:00,520,G2046,High-Speed Train,First Class Seat,Sufficient,1275.0,1,203
Quanzhou,Zhengzhou,2025-11-18,QRS,Quanzhou East Station,ENH,Hefei South Station,2025-11-18 11:53:00,2025-11-18 17:15:00,322,G3128,High-Speed Train,Second Class Seat,Sufficient,691.5,1,193
Quanzhou,Zhengzhou,2025-11-18,ENH,Hefei South Station,ZAF,Zhengzhou East Station,2025-11-18 17:33:00,2025-11-18 20:24:00,171,G1962,High-Speed Train,Second Class Seat,Sufficient,691.5,2,193
Quanzhou,Zhengzhou,2025-11-18,QRS,Quanzhou East Station,ZAF,Zhengzhou East Station,2025-11-18 11:53:00,2025-11-18 20:28:00,515,G3128,High-Speed Train,Second Class Seat,Sufficient,723.0,1,199
