poi_name,latitude,longitude,address,poi_type
Sun Yat-sen Mausoleum Scenic Area,32.054508,118.854097,,attraction
Ming Xiaoling Mausoleum Scenic Area,32.051926,118.840463,,attraction
Meiling Palace,32.045458,118.846557,,attraction
Qinhuai River Painted Boat Cruise,32.020660,118.788899,,attraction
Xuanwu Lake Scenic Area,32.069455,118.812688,,attraction
Lion Bridge Pedestrian Street,32.067825,118.777783,,attraction
Nanjing Eye Pedestrian Bridge,31.995131,118.703146,,attraction
China Nanjing Yunjin Museum,32.036390,118.744814,,attraction
Xinjiekou,32.041500,118.788055,,attraction
Kexiang,32.039213,118.796070,,attraction
Meilu Restaurant (Sifangcheng Branch),32.049053,118.850510,,restaurant
Nanjing Dongjiao State Guesthouse · Daoxiang Village A La Carte Restaurant,32.058352,118.847527,,restaurant
Crystal Sea Seafood Buffet Restaurant,32.058378,118.847167,,restaurant
Maïs Café (Restaurant),32.053088,118.840329,,restaurant
Yisheng Garden Restaurant,32.041985,118.849227,,restaurant
Kuandu Hotel (Kuandu · Emerald Garden Restaurant),32.043804,118.840376,,restaurant
Old Camera · Garden Restaurant,32.042471,118.841831,,restaurant
Frontline Courtyard Fanghua Cultural Theme Restaurant,32.042886,118.840991,,restaurant
Giraffe Tea Restaurant (Junlin Zijin Commercial Street Branch),32.037885,118.850974,,restaurant
Golden Almond Restaurant,32.037985,118.850289,,restaurant
Nanjing Bofu Huajiantang · Pipa Mountain Residence Hotel · Huajian Food Restaurant,32.053020,118.826593,,restaurant
Xun · Garden Restaurant (Zijin Plaza Branch),32.040970,118.834915,,restaurant
Kuandu · Lake Biwa Restaurant,32.052922,118.826357,,restaurant
Mijing Alice Garden Restaurant MJ Secret Wonderland,32.038346,118.840115,,restaurant
Xilai Shun (Xiaowei Street Main Branch),32.036269,118.853232,,restaurant
The Grand Mansion Luxury Collection Hotel · Old Nanjing Orange Twilight Restaurant,32.042545,118.798838,,restaurant
Wanquinglou Gourmet Pavilion,32.020352,118.789761,,restaurant
Zhengxing Restaurant,32.020275,118.790175,,restaurant
Lao Song Ji Marinated Small Seafood,32.021861,118.789212,,restaurant
Tianyuan Building True Jiangnan Fashion Restaurant (Confucius Temple Branch),32.019013,118.790272,,restaurant
Eleven Scenic Rooftop Bar (Confucius Temple Pedestrian Street Branch),32.021395,118.791283,,restaurant
Tianfeng Building Restaurant,32.020696,118.786196,,restaurant
Yongheyuan Banquet Hall,32.022689,118.787481,,restaurant
Night Stay Qinhuai Junting Hotel Restaurant (Grand Theater Branch),32.021996,118.791824,,restaurant
Yongshengli Tea Restaurant (Confucius Temple Branch),32.023204,118.787265,,restaurant
Bella Kitchen Unlimited Steak Restaurant (Maoye Tiandi Branch),32.022530,118.786194,,restaurant
Abaji Xinjiang Barbecue Restaurant,32.032508,118.743635,,restaurant
Saizeriya Italian Restaurant (Nanjing Jianye Wanda Plaza Branch),32.033003,118.737038,,restaurant
Zhaoyang Hui Restaurant (West City Plaza Branch),32.037808,118.747551,,restaurant
Lansheng Hilton Hotel · Yueyang Chinese Restaurant,32.031013,118.738209,,restaurant
Keming Ice Room (Jianye Wanda Branch),32.032169,118.736831,,restaurant
Nanjing Hilton Lansheng Hotel All-Day Dining Western Restaurant,32.030694,118.738053,,restaurant
Pigeon Flavor Pavilion (Jianye Wuyue Branch),32.037366,118.735959,,restaurant
Haoji · Jinling Banquet (Jianye Wuyue Branch),32.037663,118.735970,,restaurant
Waanjai Restaurant (Nanjing Jianye Wuyue Plaza Branch),32.037628,118.735845,,restaurant
Haokelai (Nanjing Jianye Wuyue Plaza Restaurant),32.037600,118.735407,,restaurant
NEW ARC Sunset Restaurant (Xuanwu Lake Jinling STYLE Branch),32.066600,118.813012,,restaurant
Fangyuan · Lakeview Banquet (Xuanwu Lake Branch),32.068443,118.808893,,restaurant
Jinling Star Grand Hotel - Chinese Restaurant,32.072880,118.812323,,restaurant
Hong Xiaoman Bistro · Nanjing Specialty Bistro,32.065951,118.813648,,restaurant
Shatileke Western Region Restaurant (Jinling STYLE Branch),32.065844,118.813334,,restaurant
Xuzhou Impression Restaurant,32.065749,118.812922,,restaurant
Mingxuan Chinese Restaurant,32.066370,118.815739,,restaurant
Silk Road Xinjiang Aizizi Barbecue Restaurant (Suojin Branch),32.073502,118.814071,,restaurant
Chow Yun Fat Chinese Restaurant,32.065167,118.813406,,restaurant
Jiangnan Courtyard Restaurant (Bancang Street Branch),32.067685,118.817973,,restaurant
Sanliang Szechuan-Chongqing Spicy Tripe (Hunan Road Lion Bridge Branch),32.067708,118.777860,,restaurant
Halal · AL-JANNAT Jannat Indian Restaurant (Shiziqiao Branch),32.068005,118.778377,,restaurant
Macau Pavilion (Lion Bridge Branch),32.068328,118.777251,,restaurant
Wanqianyun Self-Service Restaurant (Shiziqiao Branch),32.068635,118.777723,,restaurant
Top Fresh Seafood Garden Restaurant,32.068108,118.776615,,restaurant
Ai Karen Music Restaurant (Huayang Building Branch),32.068922,118.777773,,restaurant
QBINGO7 Chinese Cuisine,32.066348,118.779251,,restaurant
Haizhengxian Steamed Seafood Restaurant (Yunnan North Road Branch),32.065691,118.778978,,restaurant
Utopia · New Concept Restaurant (Yunnan North Road Branch),32.065692,118.779045,,restaurant
Songlan Yakitori & Sake Bar (North Yunnan Road Branch),32.067995,118.780615,,restaurant
Hou Weidao · Chinese Restaurant,31.990868,118.708386,,restaurant
Pushan · Zen Restaurant (Renheng Jiangwan New World Branch),31.992314,118.709804,,restaurant
International Youth Conference Hotel · Lecker German Beer Restaurant,31.991023,118.708803,,restaurant
Xiang · All-Day Dining Restaurant,31.990583,118.708585,,restaurant
International Youth Conference Hotel - Buffet Restaurant (Nanjing International Youth Conference Hotel),31.990660,118.708676,,restaurant
Jumeirah Nanjing Hotel · Luchao Contemporary Chinese Restaurant,31.991186,118.709348,,restaurant
Bama Ou Yue Seafood House (Renhengli New World),31.992152,118.710080,,restaurant
RONG57 · Contemporary Cantonese Cuisine (International Youth Conference Center),31.990397,118.708624,,restaurant
Furun Jiangwan Chinese Restaurant,31.998951,118.711814,,restaurant
ANTEP Turkish Restaurant (Jiangshan Center Branch),31.988663,118.710784,,restaurant
Xiao Panji Duck Blood Vermicelli Soup,32.040697,118.793211,,restaurant
Peng Xiaoxian Restaurant,32.038522,118.793875,,restaurant
Qiangye Hotel (Changbai Street Branch),32.039040,118.798726,,restaurant
Xinjiang Asimu Barbecue Restaurant (Shimao Bund New City Phase II Branch),32.083999,118.735139,,restaurant
Jiangnanli (Nanjing Xinbai Branch),32.041093,118.785062,,restaurant
DimDouDuck (Xinbai Branch),32.041194,118.784796,,restaurant
Xincheng Shanshi,32.040514,118.784886,,restaurant
Fat Family Kitchen,32.038788,118.789362,,restaurant
Wentong Ice Room (Nanjing Xinbai Branch),32.040570,118.784570,,restaurant
New Bailu (Nanjing Central Mall Branch),32.038933,118.785924,,restaurant
Minghai Restaurant,32.044825,118.787025,,restaurant
Cloud Hotpot High-Altitude Rotating Restaurant,32.039573,118.784686,,restaurant
Cloud Elegance,32.039573,118.784686,,restaurant
Chef's Table (Hongwu Road Branch),32.037823,118.788203,,restaurant
DAJE Restaurant,32.038484,118.793831,,restaurant
LAZEEZRESTAURANT Middle Eastern Cuisine Turkish Restaurant,32.038425,118.793375,,restaurant
Sichuan Restaurant (Taiping South Road Branch),32.036798,118.793557,,restaurant
Weibo Bistro (Xinjiekou Branch),32.035762,118.797508,,restaurant
Shipo Hotpot Restaurant (Yanling Alley Branch),32.038015,118.791627,,restaurant
Yu Wei Shi Zu Restaurant (Zhongshan East Road Community Branch),32.038103,118.800913,,restaurant
Meiyi Guest Restaurant (Greenland Window South Plaza Branch),31.964275,118.798658,,restaurant
Xiyuexuan Chinese Restaurant (Nanjing South Station Branch),31.970608,118.792793,,restaurant
Tianxi Restaurant,31.970035,118.792453,,restaurant
Dao Xiang Chinese Style Casual Dining Restaurant,32.071835,118.907625,,restaurant
Junong Restaurant (Greenland Cloud City Branch),32.070438,118.907057,,restaurant
Hesheng Select Buffet Restaurant (Zidong Branch),32.079605,118.908493,,restaurant
Skillful Hands Restaurant,32.178097,118.684565,,restaurant
Liandong U Valley Restaurant,32.173975,118.684525,,restaurant
Fengshi Restaurant,32.183182,118.696237,,restaurant
Chenxin Restaurant,31.832674,118.838708,,restaurant
Fresh Joy Bay Restaurant (Xinwang Huayuan East District Branch),31.838331,118.845945,,restaurant
Spring Yang Restaurant (Temporarily Closed),31.838785,118.836462,,restaurant
Xin Ziwei Chinese Fast Food Restaurant (Maigaoqiao Branch),32.095692,118.799616,,restaurant
Pan Er Claypot Dishes Lamb Skewers Lobster,32.096075,118.798692,,restaurant
Scavenger's Private Garden Barbecue Restaurant,31.956725,118.862371,,restaurant
Chef Tu Restaurant,31.957025,118.853349,,restaurant
Hesheng Select Buffet Restaurant (Dongshan Branch),31.963277,118.857018,,restaurant
Wanmi Shuhe Self-Service Restaurant (Nanjing Xiaoshi Branch),32.095363,118.788980,,restaurant
Tai Xiao Restaurant,32.092040,118.789140,,restaurant
Wanjia Restaurant Sichuan Cuisine (Nanjing Commercial Building Branch),32.091151,118.784717,,restaurant
Xinjiang Asimu Barbecue Restaurant,32.121642,118.876837,,restaurant
