restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Shuiping Restaurant (Zhongshan Third Road),Chongqing,29.554097,106.549359,21.0,Chinese Restaurant;Chinese Restaurant,09:30,01:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,3.9,Waiting Area
Affordable Restaurant,Chongqing,29.548230,106.548704,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,3.7,Outdoor Seating;Private Room
Pangwa Restaurant (Shinkansen Building West),Chongqing,29.551449,106.544652,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,4.1,Private Room;Online Queue
Juanjuan Restaurant (Lianglukou Branch),Chongqing,29.551413,106.544232,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,4.0,Online Queue
Dongyun Restaurant,Chongqing,29.551409,106.544207,100.0,Food Service Related;Food Service Related,11:00,21:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,3.6,Must-Eat Top 10;Birthday Package
Hongyun Restaurant (Lianglukou Branch),Chongqing,29.551409,106.544207,100.0,Chinese Restaurant;Chinese Restaurant,11:00,20:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,4.2,Online Queue
Affordable Restaurant (Nanqu Road Branch),Chongqing,29.550969,106.553141,25.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,4.4,Must-Eat Top 10;Online Queue
Joyful Restaurant (Changjiang First Road),Chongqing,29.551440,106.543603,21.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,4.0,Outdoor Seating;Waiting Area
Qian Yu Flavor Restaurant,Chongqing,29.551117,106.553796,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,3.8,Outdoor Seating;Birthday Package
Mehood Liz Hotel (Chongqing Yuzhong Branch) · Chinese Restaurant,Chongqing,29.556185,106.550140,48.0,Food Service Related;Food Service Related,11:00,21:00,Mountain City Trail · Jianxingpo Grand Stairway,"106.548454,29.551340",29.551340,106.548454,4.2,Waiting Area
