city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Nanjing,Nanjing Museum,B001907TGR,"One of China's three major museums, featuring a rich collection and six main exhibition halls including the History Hall, Art Hall, and Republic of China Hall.",Historical and Cultural,,32.040802,118.825064,4.8,09:00,17:00,Monday,2.5,4.0,0.0
Nanjing,Nanjing Deji Plaza,B001906FVA,"A top-tier shopping center in Nanjing, gathering internationally renowned brands, located in the core of the Xinjiekou commercial district.",Leisure Experience,,32.044077,118.784902,4.8,10:00,22:00,,0.5,2.0,0.0
Nanjing,Qinhuai River Painted Boat Cruise,,"Qinhuai River water sightseeing experience, showcasing ancient architecture and night views along the banks, capturing the charm of the Six Dynasties capital.",Historical and Cultural,,32.020660,118.788899,4.5,09:00,17:00,,0.5,2.0,0.0
Nanjing,Yihe Road Mansion Area Section 12,B00190BVB6,"A group of mansions from the Republic of China era, a well-preserved historical district with elegant architectural styles.",Historical and Cultural,,32.063981,118.770087,4.8,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Nanjing,Laomendong,B00190BU4S,"A preservation district of Ming and Qing dynasty architecture, blending traditional residences with modern commerce, offering a glimpse of old Nanjing's charm.",Historical and Cultural,,32.011682,118.787631,4.8,Open 24 Hours,Open 24 Hours,,1.5,3.0,0.0
Nanjing,Nanjing Eye Pedestrian Bridge,BY00004EC5,"A double-helix scenic pedestrian bridge over the Yangtze River, a modern architectural landmark with views of the river and city skyline.",City Landmark,,31.995131,118.703146,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Sun Yat-sen Mausoleum Scenic Area,B0FFHVEECG,"The mausoleum of Dr. Sun Yat-sen, the founding father of the Republic of China, a core attraction in the Zhongshan Scenic Area.",Historical and Cultural,,32.054508,118.854097,4.9,08:00,17:00,Monday,2.0,3.5,36.0
Nanjing,Lion Bridge Pedestrian Street,B00190B6AO,"A famous food street in Nanjing, featuring a variety of local snacks and night market delicacies, offering an authentic taste of Nanjing.",Leisure Experience,,32.067825,118.777783,4.3,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Nanjing City Wall Taicheng Scenic Area,B001909FV4,"The best-preserved section of the Ming Dynasty city wall, where visitors can climb up to enjoy panoramic views of Xuanwu Lake.",Historical and Cultural,,32.069455,118.812688,4.6,08:00,17:30,,0.5,2.0,30.0
Nanjing,Nanjing Yangtze River Bridge,B001900009,"A double-deck railway and highway bridge independently designed and constructed in China, serving as a city landmark.",City Landmark,,32.116040,118.738514,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,0.0
Nanjing,Nanjing Confucius Temple,B00190ANHZ,"China's first national institution of higher learning, located in the core scenic area of the Qinhuai River, with well-preserved ancient architecture.",Historical and Cultural,,32.020660,118.788899,4.8,09:00,22:00,,1.0,2.5,0.0
Nanjing,Linggu Scenic Area,B0FFHDXY5Z,"The ruins of an ancient Southern Dynasty temple, now a cemetery for fallen soldiers of the National Revolutionary Army, with the Linggu Pagoda as its iconic structure.",Historical and Cultural,,32.056287,118.866392,4.8,06:30,18:30,,1.0,2.5,0.0
Nanjing,Zhonghua Gate Fortress,B00190AMPR,"The world's best-preserved ancient castle-style city gate, an important part of the Nanjing Ming City Wall.",Historical and Cultural,,32.012800,118.781821,4.7,08:30,22:00,,1.0,2.5,40.0
Nanjing,Purple Mountain Observatory of the Chinese Academy of Sciences,B00190ACB9,"The birthplace of modern Chinese astronomy, offering panoramic views of Nanjing and serving as a science education base.",Historical and Cultural,,32.064698,118.830719,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,15.0
Nanjing,Yuhuatai Martyrs Cemetery,B00191437K,"A sacred site commemorating the New Democratic Revolution in China, a solemn place to honor revolutionary martyrs.",Historical and Cultural,,31.998425,118.780177,4.8,Open 24 Hours,Open 24 Hours,,1.0,2.5,8.0
