restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Mountain Top Village Courtyard Restaurant,Hangzhou,30.219221,120.116411,122.0,Food Service Related;Food Service Related,16:30,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,4.2
Cloud Resident B&B (West Lake Branch) Restaurant,Hangzhou,30.217913,120.116908,100.0,Casual Dining;Casual Dining,11:00,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,3.6
Lanxuan Restaurant,Hangzhou,30.215821,120.117607,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,4.4
Meiling Renjia Restaurant,Hangzhou,30.215918,120.117925,77.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,4.2
Longjing Grass Hall,Hangzhou,30.224969,120.116079,709.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,4.5
Hangzhou West Lake Scenic Area Mountain View Garden Restaurant,Hangzhou,30.216137,120.118931,486.0,Chinese Restaurant;Cantonese Cuisine,10:30,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,3.8
Dixin · Longjing,Hangzhou,30.226242,120.115439,813.0,Chinese Restaurant;Chinese Restaurant|生活服务;生活服务场所;生活服务场所|Accommodation Related;Accommodation Related,16:00,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,4.2
Longjing Courtyard Restaurant,Hangzhou,30.214875,120.107925,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,4.1
Tea Lan Garden Restaurant (Jiuxi Branch),Hangzhou,30.212569,120.117874,92.0,Chinese Restaurant;Chinese Restaurant,10:00,20:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,4.6
Migui Restaurant·Seasonal Farmhouse Private Cuisine (Manjuelong Branch),Hangzhou,30.218446,120.123766,105.0,Food Service Related;Food Service Related,16:00,21:00,China National Tea Museum (Longjing Branch),"120.113539,30.219662",30.219662,120.113539,3.8
Qianjiang Restaurant,Hangzhou,30.259527,120.148472,100.0,Chinese Restaurant;General Restaurant,10:00,20:00,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.2
Corner Restaurant,Hangzhou,30.260575,120.153651,28.0,Food Service Related;Food Service Related,11:00,21:00,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.5
Hangzhou Casablanca Music Restaurant & Bar,Hangzhou,30.260378,120.157253,109.0,Foreign Restaurant;Western Restaurant,10:00,02:00,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.5
Green Tea Restaurant (Six Park Branch),Hangzhou,30.257779,120.157824,63.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.7
Yihu Chun Restaurant,Hangzhou,30.257141,120.158020,386.0,Chinese Restaurant;Chinese Restaurant,10:00,21:30,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.5
Leshu Restaurant,Hangzhou,30.257025,120.144486,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.0
Hangzhou West Lake Dianying Hotel · 1937 Restaurant,Hangzhou,30.263206,120.155350,447.0,Food Service Related;Food Service Related,11:00,21:00,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.2
Hangzhou Xinxin Hotel · 1913 Restaurant,Hangzhou,30.255994,120.144148,371.0,Food Service Related;Food Service Related,09:30,21:30,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.3
Sullivan Western Restaurant (WAKE TOWN Commercial Street Branch),Hangzhou,30.259038,120.159258,158.0,Foreign Restaurant;Western Restaurant,17:30,21:00,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,3.9
Wanghu Pavilion · Chinese Restaurant,Hangzhou,30.259017,120.159309,144.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Broken Bridge and Remnant Snow,"120.151299,30.258106",30.258106,120.151299,4.2
Paper Kite · Fusion Restaurant · Bistro,Hangzhou,30.240719,120.169041,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.6
Haipaihui Restaurant,Hangzhou,30.240777,120.170435,98.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.5
Xiyue · Garden Restaurant,Hangzhou,30.239312,120.169339,174.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.6
"MaLaMaLa Garden Restaurant, Coffee & Afternoon Tea",Hangzhou,30.239071,120.169689,100.0,Food Service Related;Food Service Related,11:00,21:00,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.7
Jiujiali · Creative Hangzhou Cuisine (Hefang Street Branch),Hangzhou,30.240648,120.171031,82.0,Chinese Restaurant;General Restaurant,10:00,23:30,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.6
Yuting Zhandie (Drum Tower Branch),Hangzhou,30.239810,120.171980,68.0,Chinese Restaurant;Zhejiang Cuisine,16:30,21:00,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.4
Jiang Xiaoxie (Xinjiang Cuisine Restaurant - Hefang Street Branch),Hangzhou,30.239330,120.171880,75.0,Chinese Restaurant;Chinese Restaurant,11:30,21:30,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.6
New Zhouji · Jiangnan Flavor in the Alley (Drum Tower Branch),Hangzhou,30.237432,120.171040,64.0,Chinese Restaurant;Chinese Restaurant,10:30,23:30,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.6
Pan Fang Chun Pan-Fried Dumplings · Michelin Restaurant (Zhongshan South Road Branch),Hangzhou,30.237205,120.171034,17.0,Chinese Restaurant;Chinese Restaurant,06:00,20:00,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.6
New Bailu (West Lake Intime Department Store Branch),Hangzhou,30.242989,120.165847,53.0,Chinese Restaurant;Zhejiang Cuisine|Cold Beverage Shop;Cold Beverage Shop,16:00,21:00,Southern Song Imperial Street Zhongshan Road Pedestrian Street,"120.169526,30.240249",30.240249,120.169526,4.7
Louwailou (Hangzhou West Lake Scenic Area Branch),Hangzhou,30.250209,120.140723,157.0,Chinese Restaurant;General Restaurant,16:30,20:30,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.5
Hangzhou Shangri-La·Coffee Garden,Hangzhou,30.252574,120.137577,207.0,Cafe;Cafe,11:00,21:00,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.1
