origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Jinan,Chengdu,2025-11-12,MDK,Jinan East Station,ZAF,Zhengzhou East Station,2025-11-12 12:48:00,2025-11-12 15:01:00,133,G2158,High-Speed Train,Second Class Seat,,751.0,1,433
Jinan,Chengdu,2025-11-12,ZAF,Zhengzhou East Station,ICW,Chengdu East Station,2025-11-12 15:34:00,2025-11-12 21:40:00,366,G1281,High-Speed Train,Second Class Seat,,751.0,2,433
Jinan,Chengdu,2025-11-12,JGK,Jinan West Station,EAY,Xi'an North Station,2025-11-12 08:11:00,2025-11-12 12:10:00,239,G2003,High-Speed Train,Second Class Seat,,743.0,1,426
Jinan,Chengdu,2025-11-12,EAY,Xi'an North Station,CNW,Chengdu South Station,2025-11-12 13:01:00,2025-11-12 17:02:00,241,D1709,Electric Multiple Unit,Second Class Seat,,743.0,2,426
Jinan,Chengdu,2025-11-12,JGK,Jinan West Station,ZAF,Zhengzhou East Station,2025-11-12 07:28:00,2025-11-12 09:25:00,117,G311,High-Speed Train,Second Class Seat,,711.0,1,421
Jinan,Chengdu,2025-11-12,ZAF,Zhengzhou East Station,ICW,Chengdu East Station,2025-11-12 09:55:00,2025-11-12 16:23:00,388,G2205,High-Speed Train,Second Class Seat,,711.0,2,421
Jinan,Chengdu,2025-11-12,JNK,Jinan Station,JFW,Jiangyou Station,2025-11-12 06:52:00,2025-11-12 13:59:00,427,G1839,High-Speed Train,Second Class Seat,,747.5,1,416
Jinan,Chengdu,2025-11-12,JFW,Jiangyou Station,ICW,Chengdu East Station,2025-11-12 14:18:00,2025-11-12 15:08:00,50,G2831,High-Speed Train,Second Class Seat,,747.5,2,416
Jinan,Chengdu,2025-11-12,MDK,Jinan East Station,JFW,Jiangyou Station,2025-11-12 06:30:00,2025-11-12 13:59:00,449,G1842,High-Speed Train,First Class Seat,,1253.5,1,419
Jinan,Chengdu,2025-11-12,JFW,Jiangyou Station,ICW,Chengdu East Station,2025-11-12 14:18:00,2025-11-12 15:08:00,50,G2831,High-Speed Train,Second Class Seat,,753.5,2,419
Jinan,Chengdu,2025-11-12,MDK,Jinan East Station,ICW,Chengdu East Station,2025-11-12 06:30:00,2025-11-12 14:58:00,508,G1842,High-Speed Train,First Class Seat,,1253.5,1,417
Jinan,Chengdu,2025-11-12,CNK,Changqing Station,EAY,Xi'an North Station,2025-11-12 13:08:00,2025-11-12 17:26:00,258,G2145,High-Speed Train,Second Class Seat,,722.0,1,424
Jinan,Chengdu,2025-11-12,EAY,Xi'an North Station,ICW,Chengdu East Station,2025-11-12 17:57:00,2025-11-12 21:40:00,223,G1281,High-Speed Train,Second Class Seat,,722.0,2,424
Jinan,Chengdu,2025-11-12,CNK,Changqing Station,EGF,Xinxiang East Station,2025-11-12 13:08:00,2025-11-12 14:48:00,100,G2145,High-Speed Train,Second Class Seat,,703.5,1,423
Jinan,Chengdu,2025-11-12,EGF,Xinxiang East Station,ICW,Chengdu East Station,2025-11-12 15:10:00,2025-11-12 21:40:00,390,G1281,High-Speed Train,Second Class Seat,,703.5,2,423
Jinan,Chengdu,2025-11-12,MDK,Jinan East Station,JGK,Jinan West Station,2025-11-12 14:18:00,2025-11-12 14:41:00,23,G5596,High-Speed Train,Second Class Seat,,728.0,1,431
Jinan,Chengdu,2025-11-12,JGK,Jinan West Station,ICW,Chengdu East Station,2025-11-12 15:18:00,2025-11-12 23:22:00,484,G3417,High-Speed Train,Second Class Seat,,728.0,2,431
Jinan,Chengdu,2025-11-12,JGK,Jinan West Station,MDK,Jinan East Station,2025-11-12 14:05:00,2025-11-12 14:30:00,25,G3415,High-Speed Train,Second Class Seat,,744.0,1,434
Jinan,Chengdu,2025-11-12,MDK,Jinan East Station,ICW,Chengdu East Station,2025-11-12 14:48:00,2025-11-12 23:22:00,514,G3416,High-Speed Train,Second Class Seat,,744.0,2,434
Chengdu,Jinan,2025-11-15,ICW,Chengdu East Station,JGK,Jinan West Station,2025-11-15 08:47:00,2025-11-15 19:03:00,616,G3423,High-Speed Train,First Class Seat,,1410.0,1,461
Chengdu,Jinan,2025-11-15,ICW,Chengdu East Station,EAY,Xi'an North Station,2025-11-15 06:09:00,2025-11-15 09:31:00,202,D1998,Electric Multiple Unit,Second Class Seat,,728.0,1,445
Chengdu,Jinan,2025-11-15,EAY,Xi'an North Station,MDK,Jinan East Station,2025-11-15 10:04:00,2025-11-15 14:30:00,266,G3418,High-Speed Train,Second Class Seat,,728.0,2,445
Chengdu,Jinan,2025-11-15,ICW,Chengdu East Station,MDK,Jinan East Station,2025-11-15 06:40:00,2025-11-15 14:30:00,470,G3418,High-Speed Train,Second Class Seat,,728.0,1,443
Chengdu,Jinan,2025-11-15,ICW,Chengdu East Station,EAY,Xi'an North Station,2025-11-15 06:09:00,2025-11-15 09:31:00,202,D1998,Electric Multiple Unit,Second Class Seat,,712.0,1,442
Chengdu,Jinan,2025-11-15,EAY,Xi'an North Station,JGK,Jinan West Station,2025-11-15 10:04:00,2025-11-15 13:56:00,232,G3418,High-Speed Train,Second Class Seat,,712.0,2,442
Chengdu,Jinan,2025-11-15,ICW,Chengdu East Station,EAY,Xi'an North Station,2025-11-15 14:24:00,2025-11-15 18:28:00,244,G3432,High-Speed Train,Second Class Seat,,704.0,1,451
Chengdu,Jinan,2025-11-15,EAY,Xi'an North Station,MDK,Jinan East Station,2025-11-15 18:49:00,2025-11-15 23:03:00,254,G2004,High-Speed Train,Second Class Seat,,704.0,2,451
Chengdu,Jinan,2025-11-15,ICW,Chengdu East Station,CNK,Changqing Station,2025-11-15 08:47:00,2025-11-15 18:45:00,598,G3423,High-Speed Train,First Class Seat,,1410.0,1,460
