city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Chongqing,Chongqing JW Marriott Hotel,"235 Minsheng Road, Chongqing",29.556987,106.571017,2014,5,886,4.6,Marriott,SPA Service;Gym;Free Parking;Robot Service
Chongqing,Chongqing Guanyinqiao Beibin Yilu Atour Hotel,"Building 01, Hengda Yulong Tianfeng, No. 290 Yulong Road, Jiangbei District, Chongqing (Part of 1st floor, 2nd-3rd floors, 46th-49th floors)",29.564069,106.538825,2025,4,651,5.0,Atour Hotel,SPA Service;Free Parking
Chongqing,Jinke Shengjia Hotel (Chaotianmen Huguang Guild Hall Branch),"80 Binjiang Road, Yangtze River",29.559166,106.588133,2023,4,136,4.8,,Robot Service;Swimming Pool
Chongqing,Orange Hotel Chongqing Ranjiaba,"319 Yusong Road, Yubei District, Chongqing",29.587200,106.492000,2017,3,265,4.8,Orange Hotel,SPA Service;Free Parking;Swimming Pool;Washer and Dryer
Chongqing,Chongqing Elegant Ramada Plaza Hotel,"1 Yunjin Road, Banan District, Chongqing, near Yudong Xinhua Village",29.373172,106.503096,2013,5,277,4.9,,SPA Service;Free Parking;Swimming Pool;Washer and Dryer
Chongqing,Hanting Hotel Chongqing Guanyinqiao Pedestrian Street,"11 Jianxin East Road, Guanyinqiao Subdistrict, Jiangbei District, Chongqing",29.574455,106.536902,2018,2,234,4.8,Hanting Hotel,Free Parking;Swimming Pool
Chongqing,Lavande Hotel (Chongqing Fengdu Jiuheng Times Square Branch),"4-1, 28 Longxin Road",29.876584,107.749695,2024,3,252,4.8,,Gym;Robot Service;Washer and Dryer;TV Casting
Chongqing,Chongqing Yurong Howard Johnson Hotel,"439 Xinnan Road, Yubei District, Chongqing, China Huarong Modern Plaza, Building 1",29.600323,106.499604,2019,5,418,4.8,,SPA Service;Free Parking;Washer and Dryer
Chongqing,Jinjiang Inn (Chongqing Southwest University Zhuangyuanbei Metro Station Hotel),"188 Kangning Road, Unit 45",29.797818,106.402261,2024,2,245,4.8,Jinjiang Inn,SPA Service;Gym;Free Parking;Washer and Dryer
Chongqing,Chongqing Jiafa DoubleTree by Hilton Hotel,36 Nanping West Road,29.528993,106.563021,2016,5,560,4.8,Hilton,Gym;Robot Service;TV Casting
Chongqing,Home Inn - Chongqing North Railway Station High-Speed Rail Station Branch,"98 East Section of Taishan Avenue, Unit 5, Yubei District, Chongqing",29.603985,106.555151,2020,2,136,4.5,Home Inn,Gym;Swimming Pool;Washer and Dryer;TV Casting
Chongqing,Vienna Hotel (5.0 Chongqing Sunac Resort Branch),"Building 1, Gate 3, Apartment 14, Xigui Road, Shapingba District, Chongqing",29.638230,106.352458,2024,3,251,4.8,,SPA Service;Free Parking;Washer and Dryer
Chongqing,Orange Hotel Chongqing Guanyinqiao Pedestrian Street,"19 Jianxin North Road, Branch 2, Guanyinqiao, Jiangbei District, Chongqing, Feiyang Century",29.574700,106.527000,2019,3,297,4.7,Orange Hotel,SPA Service;Free Parking;Swimming Pool;TV Casting
Chongqing,Gangsen International Hotel (Chongqing Jiangbei Airport Branch),"655 Konggang Avenue, Yubei District, Chongqing",29.768140,106.650278,2018,5,324,4.9,,Gym;Robot Service;Swimming Pool
Chongqing,Hanting Hotel (Chongqing Daping Metro Station Branch),"35 Changjiang Second Road, Yuzhong District, Chongqing",29.541578,106.526666,2025,2,265,4.5,Hanting Hotel,SPA Service;Washer and Dryer;TV Casting
Chongqing,Chongqing Jiangbei DoubleTree by Hilton Hotel,"Building B, 68 Yanghe First Road, Xiexin Center",29.578850,106.531393,2011,5,630,4.9,Hilton,Gym;Free Parking;Washer and Dryer
Chongqing,Chongqing Junhao Grand Hotel,"9 Jinyuan Road, Jiangbei District, Chongqing",29.559299,106.527185,2012,5,5016,4.6,,SPA Service;Gym;Robot Service;Washer and Dryer
Chongqing,Switing Hotel (Fengdu Ghost City Branch),"4th Floor, 22 Mingshan Avenue, Sanhe Subdistrict",29.870886,107.732456,2025,3,203,5.0,,Gym;Free Parking;Swimming Pool;Washer and Dryer
Chongqing,Kaizhou Jinke Grand Hotel,"Section 1, No. 2 Kaizhou Avenue East, Zhongyuan Community, Wenfeng Subdistrict, Kaizhou District, Chongqing",31.179498,108.445024,2018,5,190,4.6,,SPA Service;Robot Service
Chongqing,Hanting Hotel Chongqing Guanyinqiao Metro Station,"5 Zhongye Road, Jiangbei District, Chongqing, next to Jiandong Building",29.572449,106.535926,2020,2,285,4.8,Hanting Hotel,Gym;Free Parking;Robot Service;Swimming Pool
